Date,REPCOHOME
2017-01-02,564.9
2017-01-03,567.3
2017-01-04,576.95
2017-01-05,595.0
2017-01-06,602.25
2017-01-09,600.0
2017-01-10,607.5
2017-01-11,640.15
2017-01-12,641.0
2017-01-13,648.1
2017-01-16,660.55
2017-01-17,663.3
2017-01-18,636.45
2017-01-19,637.75
2017-01-20,632.1
2017-01-23,635.0
2017-01-24,634.5
2017-01-25,645.45
2017-01-27,661.1
2017-01-30,662.55
2017-01-31,660.35
2017-02-01,672.1
2017-02-02,734.05
2017-02-03,765.55
2017-02-06,760.45
2017-02-07,744.2
2017-02-08,744.6
2017-02-09,729.05
2017-02-10,725.7
2017-02-13,732.4
2017-02-14,670.35
2017-02-15,641.55
2017-02-16,633.35
2017-02-17,660.75
2017-02-20,674.9
2017-02-21,670.0
2017-02-22,680.1
2017-02-23,664.95
2017-02-27,661.6
2017-02-28,658.5
2017-03-01,653.8
2017-03-02,650.75
2017-03-03,644.05
2017-03-06,645.15
2017-03-07,634.75
2017-03-08,621.3
2017-03-09,625.8
2017-03-10,619.2
2017-03-14,633.9
2017-03-15,686.95
2017-03-16,698.95
2017-03-17,707.95
2017-03-20,674.75
2017-03-21,674.2
2017-03-22,659.3
2017-03-23,680.6
2017-03-24,678.85
2017-03-27,665.0
2017-03-28,669.3
2017-03-29,671.1
2017-03-30,693.7
2017-03-31,701.7
2017-04-03,721.75
2017-04-05,719.75
2017-04-06,715.45
2017-04-07,694.25
2017-04-10,688.25
2017-04-11,698.45
2017-04-12,737.85
2017-04-13,750.55
2017-04-17,744.7
2017-04-18,754.65
2017-04-19,776.6
2017-04-20,758.4
2017-04-21,770.45
2017-04-24,763.95
2017-04-25,769.9
2017-04-26,769.0
2017-04-27,751.85
2017-04-28,768.65
2017-05-02,771.25
2017-05-03,756.8
2017-05-04,747.55
2017-05-05,741.95
2017-05-08,748.95
2017-05-09,747.65
2017-05-10,758.95
2017-05-11,754.5
2017-05-12,752.6
2017-05-15,754.3
2017-05-16,765.8
2017-05-17,765.9
2017-05-18,753.75
2017-05-19,749.95
2017-05-22,749.7
2017-05-23,734.2
2017-05-24,745.65
2017-05-25,749.25
2017-05-26,778.45
2017-05-29,760.15
2017-05-30,763.85
2017-05-31,781.35
2017-06-01,785.3
2017-06-02,789.8
2017-06-05,779.35
2017-06-06,779.6
2017-06-07,785.95
2017-06-08,780.35
2017-06-09,804.4
2017-06-12,846.6
2017-06-13,902.15
2017-06-14,878.5
2017-06-15,901.4
2017-06-16,892.65
2017-06-19,893.1
2017-06-20,885.2
2017-06-21,882.8
2017-06-22,870.05
2017-06-23,842.95
2017-06-27,827.85
2017-06-28,810.3
2017-06-29,812.0
2017-06-30,824.95
2017-07-03,807.8
2017-07-04,802.05
2017-07-05,811.1
2017-07-06,808.0
2017-07-07,807.5
2017-07-10,802.85
2017-07-11,787.3
2017-07-12,793.1
2017-07-13,797.4
2017-07-14,793.4
2017-07-17,781.65
2017-07-18,798.65
2017-07-19,813.15
2017-07-20,814.2
2017-07-21,800.95
2017-07-24,780.65
2017-07-25,784.55
2017-07-26,781.7
2017-07-27,769.55
2017-07-28,756.15
2017-07-31,741.45
2017-08-01,759.75
2017-08-02,760.25
2017-08-03,734.4
2017-08-04,767.35
2017-08-07,700.45
2017-08-08,691.25
2017-08-09,674.9
2017-08-10,640.9
2017-08-11,634.7
2017-08-14,667.95
2017-08-16,697.05
2017-08-17,681.9
2017-08-18,662.65
2017-08-21,643.25
2017-08-22,631.55
2017-08-23,649.5
2017-08-24,649.1
2017-08-28,654.65
2017-08-29,639.05
2017-08-30,649.6
2017-08-31,649.7
2017-09-01,645.5
2017-09-04,649.2
2017-09-05,649.3
2017-09-06,659.85
2017-09-07,680.35
2017-09-08,666.1
2017-09-11,670.05
2017-09-12,675.25
2017-09-13,661.7
2017-09-14,668.8
2017-09-15,660.45
2017-09-18,648.3
2017-09-19,647.65
2017-09-20,647.55
2017-09-21,643.35
2017-09-22,618.2
2017-09-25,612.55
2017-09-26,604.4
2017-09-27,600.15
2017-09-28,615.5
2017-09-29,628.95
2017-10-03,639.85
2017-10-04,644.05
2017-10-05,642.25
2017-10-06,637.2
2017-10-09,644.85
2017-10-10,658.5
2017-10-11,634.85
2017-10-12,642.8
2017-10-13,637.25
2017-10-16,638.4
2017-10-17,645.35
2017-10-18,653.85
2017-10-19,647.3
2017-10-23,655.0
2017-10-24,648.85
2017-10-25,616.25
2017-10-26,618.0
2017-10-27,600.35
2017-10-30,613.0
2017-10-31,619.05
2017-11-01,616.95
2017-11-02,613.45
2017-11-03,613.45
2017-11-06,613.75
2017-11-07,590.4
2017-11-08,574.1
2017-11-09,568.05
2017-11-10,586.7
2017-11-13,592.3
2017-11-14,630.95
2017-11-15,614.25
2017-11-16,620.55
2017-11-17,621.35
2017-11-20,626.35
2017-11-21,618.15
2017-11-22,617.65
2017-11-23,621.9
2017-11-24,629.75
2017-11-27,622.25
2017-11-28,632.95
2017-11-29,631.3
2017-11-30,628.0
2017-12-01,611.5
2017-12-04,610.85
2017-12-05,611.35
2017-12-06,610.4
2017-12-07,619.3
2017-12-08,629.95
2017-12-11,645.3
2017-12-12,638.95
2017-12-13,640.25
2017-12-14,645.3
2017-12-15,651.7
2017-12-18,656.5
2017-12-19,670.6
2017-12-20,677.45
2017-12-21,690.9
2017-12-22,685.6
2017-12-26,679.3
2017-12-27,685.7
2017-12-28,681.05
2017-12-29,685.25
