Date,INDIANB
2017-01-02,222.6
2017-01-03,224.0
2017-01-04,225.7
2017-01-05,227.55
2017-01-06,234.15
2017-01-09,234.95
2017-01-10,235.4
2017-01-11,248.95
2017-01-12,249.55
2017-01-13,246.8
2017-01-16,247.8
2017-01-17,246.95
2017-01-18,248.4
2017-01-19,249.8
2017-01-20,244.35
2017-01-23,246.85
2017-01-24,257.6
2017-01-25,272.4
2017-01-27,267.35
2017-01-30,272.25
2017-01-31,272.25
2017-02-01,273.65
2017-02-02,281.95
2017-02-03,290.85
2017-02-06,292.05
2017-02-07,292.4
2017-02-08,298.5
2017-02-09,304.1
2017-02-10,303.2
2017-02-13,288.0
2017-02-14,286.95
2017-02-15,278.25
2017-02-16,289.45
2017-02-17,291.0
2017-02-20,290.25
2017-02-21,291.65
2017-02-22,289.1
2017-02-23,291.05
2017-02-27,293.8
2017-02-28,288.5
2017-03-01,287.7
2017-03-02,279.85
2017-03-03,286.25
2017-03-06,285.05
2017-03-07,283.5
2017-03-08,279.65
2017-03-09,271.0
2017-03-10,267.1
2017-03-14,275.25
2017-03-15,273.7
2017-03-16,277.95
2017-03-17,284.95
2017-03-20,270.05
2017-03-21,265.55
2017-03-22,257.65
2017-03-23,261.2
2017-03-24,263.1
2017-03-27,264.1
2017-03-28,265.5
2017-03-29,263.55
2017-03-30,264.2
2017-03-31,278.25
2017-04-03,280.95
2017-04-05,283.0
2017-04-06,281.4
2017-04-07,270.25
2017-04-10,270.35
2017-04-11,274.35
2017-04-12,263.25
2017-04-13,263.6
2017-04-17,258.3
2017-04-18,257.5
2017-04-19,253.3
2017-04-20,257.25
2017-04-21,260.1
2017-04-24,285.1
2017-04-25,309.85
2017-04-26,306.9
2017-04-27,314.25
2017-04-28,319.1
2017-05-02,319.9
2017-05-03,335.75
2017-05-04,347.95
2017-05-05,336.5
2017-05-08,353.35
2017-05-09,348.6
2017-05-10,353.15
2017-05-11,356.45
2017-05-12,354.3
2017-05-15,358.75
2017-05-16,361.75
2017-05-17,358.8
2017-05-18,352.3
2017-05-19,344.5
2017-05-22,332.25
2017-05-23,324.8
2017-05-24,323.4
2017-05-25,331.25
2017-05-26,326.05
2017-05-29,316.6
2017-05-30,316.2
2017-05-31,316.35
2017-06-01,324.05
2017-06-02,318.0
2017-06-05,316.25
2017-06-06,310.75
2017-06-07,314.1
2017-06-08,308.3
2017-06-09,307.0
2017-06-12,296.85
2017-06-13,299.2
2017-06-14,306.05
2017-06-15,309.2
2017-06-16,307.7
2017-06-19,308.35
2017-06-20,301.2
2017-06-21,300.7
2017-06-22,298.4
2017-06-23,289.2
2017-06-27,275.85
2017-06-28,281.8
2017-06-29,280.15
2017-06-30,282.5
2017-07-03,286.05
2017-07-04,282.9
2017-07-05,280.1
2017-07-06,303.9
2017-07-07,299.1
2017-07-10,307.0
2017-07-11,296.2
2017-07-12,306.35
2017-07-13,304.55
2017-07-14,316.2
2017-07-17,317.35
2017-07-18,318.85
2017-07-19,329.75
2017-07-20,330.4
2017-07-21,328.95
2017-07-24,322.5
2017-07-25,321.3
2017-07-26,314.9
2017-07-27,309.8
2017-07-28,308.5
2017-07-31,313.35
2017-08-01,306.55
2017-08-02,311.55
2017-08-03,298.6
2017-08-04,304.2
2017-08-07,304.8
2017-08-08,300.4
2017-08-09,296.2
2017-08-10,273.85
2017-08-11,279.85
2017-08-14,293.9
2017-08-16,295.3
2017-08-17,304.65
2017-08-18,304.1
2017-08-21,296.9
2017-08-22,290.15
2017-08-23,298.4
2017-08-24,294.95
2017-08-28,293.95
2017-08-29,289.5
2017-08-30,290.3
2017-08-31,286.4
2017-09-01,290.95
2017-09-04,284.85
2017-09-05,285.4
2017-09-06,283.85
2017-09-07,278.55
2017-09-08,272.4
2017-09-11,280.55
2017-09-12,282.7
2017-09-13,283.75
2017-09-14,284.15
2017-09-15,283.2
2017-09-18,285.15
2017-09-19,285.1
2017-09-20,283.75
2017-09-21,281.5
2017-09-22,271.9
2017-09-25,264.3
2017-09-26,263.55
2017-09-27,256.3
2017-09-28,258.8
2017-09-29,261.25
2017-10-03,263.05
2017-10-04,267.3
2017-10-05,267.4
2017-10-06,269.9
2017-10-09,271.3
2017-10-10,276.55
2017-10-11,270.75
2017-10-12,272.6
2017-10-13,273.05
2017-10-16,270.9
2017-10-17,271.25
2017-10-18,263.1
2017-10-19,258.05
2017-10-23,264.1
2017-10-24,270.25
2017-10-25,327.2
2017-10-26,319.3
2017-10-27,306.45
2017-10-30,324.35
2017-10-31,314.8
2017-11-01,323.2
2017-11-02,335.95
2017-11-03,347.2
2017-11-06,377.3
2017-11-07,362.35
2017-11-08,370.45
2017-11-09,401.5
2017-11-10,405.4
2017-11-13,407.0
2017-11-14,400.9
2017-11-15,391.3
2017-11-16,412.55
2017-11-17,412.55
2017-11-20,417.6
2017-11-21,409.8
2017-11-22,415.4
2017-11-23,411.5
2017-11-24,411.7
2017-11-27,413.1
2017-11-28,403.1
2017-11-29,404.7
2017-11-30,392.65
2017-12-01,391.55
2017-12-04,384.1
2017-12-05,387.4
2017-12-06,379.35
2017-12-07,383.7
2017-12-08,384.9
2017-12-11,387.25
2017-12-12,375.1
2017-12-13,374.05
2017-12-14,373.55
2017-12-15,383.1
2017-12-18,389.55
2017-12-19,391.8
2017-12-20,392.25
2017-12-21,391.4
2017-12-22,391.8
2017-12-26,388.25
2017-12-27,385.6
2017-12-28,380.25
2017-12-29,376.7
