Date,LUMAXIND
2017-01-02,768.4
2017-01-03,787.4
2017-01-04,817.85
2017-01-05,828.6
2017-01-06,822.15
2017-01-09,885.8
2017-01-10,890.95
2017-01-11,907.95
2017-01-12,1069.1
2017-01-13,1045.9
2017-01-16,1044.25
2017-01-17,1020.65
2017-01-18,1043.9
2017-01-19,1027.75
2017-01-20,1020.2
2017-01-23,1020.2
2017-01-24,1102.1
2017-01-25,1071.15
2017-01-27,1110.45
2017-01-30,1074.05
2017-01-31,1050.05
2017-02-01,1077.3
2017-02-02,1102.35
2017-02-03,1128.35
2017-02-06,1201.55
2017-02-07,1170.35
2017-02-08,1143.55
2017-02-09,1134.35
2017-02-10,1110.35
2017-02-13,1148.95
2017-02-14,1120.05
2017-02-15,1077.7
2017-02-16,1125.6
2017-02-17,1145.05
2017-02-20,1181.95
2017-02-21,1251.15
2017-02-22,1202.9
2017-02-23,1234.35
2017-02-27,1354.4
2017-02-28,1363.85
2017-03-01,1350.85
2017-03-02,1351.5
2017-03-03,1327.5
2017-03-06,1325.8
2017-03-07,1304.9
2017-03-08,1325.85
2017-03-09,1291.2
2017-03-10,1305.45
2017-03-14,1316.9
2017-03-15,1297.2
2017-03-16,1314.95
2017-03-17,1360.4
2017-03-20,1363.6
2017-03-21,1359.65
2017-03-22,1363.95
2017-03-23,1370.35
2017-03-24,1361.5
2017-03-27,1361.5
2017-03-28,1357.15
2017-03-29,1351.35
2017-03-30,1354.7
2017-03-31,1379.35
2017-04-03,1374.8
2017-04-05,1383.35
2017-04-06,1364.45
2017-04-07,1352.5
2017-04-10,1365.6
2017-04-11,1358.85
2017-04-12,1359.4
2017-04-13,1353.35
2017-04-17,1352.15
2017-04-18,1360.05
2017-04-19,1357.15
2017-04-20,1369.55
2017-04-21,1347.2
2017-04-24,1522.65
2017-04-25,1486.55
2017-04-26,1468.55
2017-04-27,1450.7
2017-04-28,1441.3
2017-05-02,1442.15
2017-05-03,1450.2
2017-05-04,1447.15
2017-05-05,1451.45
2017-05-08,1441.2
2017-05-09,1463.5
2017-05-10,1445.65
2017-05-11,1444.6
2017-05-12,1479.9
2017-05-15,1468.65
2017-05-16,1424.55
2017-05-17,1430.6
2017-05-18,1462.45
2017-05-19,1427.7
2017-05-22,1359.85
2017-05-23,1350.65
2017-05-24,1339.1
2017-05-25,1380.9
2017-05-26,1414.8
2017-05-29,1340.7
2017-05-30,1327.85
2017-05-31,1358.1
2017-06-01,1328.3
2017-06-02,1341.45
2017-06-05,1351.1
2017-06-06,1363.35
2017-06-07,1361.0
2017-06-08,1371.8
2017-06-09,1544.1
2017-06-12,1489.7
2017-06-13,1553.4
2017-06-14,1505.4
2017-06-15,1509.55
2017-06-16,1528.7
2017-06-19,1537.45
2017-06-20,1512.9
2017-06-21,1502.6
2017-06-22,1469.05
2017-06-23,1430.05
2017-06-27,1403.75
2017-06-28,1405.3
2017-06-29,1420.55
2017-06-30,1425.35
2017-07-03,1490.05
2017-07-04,1570.85
2017-07-05,1578.85
2017-07-06,1561.3
2017-07-07,1558.0
2017-07-10,1549.3
2017-07-11,1545.25
2017-07-12,1527.3
2017-07-13,1518.1
2017-07-14,1485.2
2017-07-17,1503.15
2017-07-18,1482.9
2017-07-19,1493.4
2017-07-20,1499.7
2017-07-21,1500.4
2017-07-24,1455.25
2017-07-25,1440.1
2017-07-26,1464.65
2017-07-27,1428.25
2017-07-28,1422.7
2017-07-31,1403.9
2017-08-01,1384.45
2017-08-02,1371.1
2017-08-03,1349.0
2017-08-04,1314.25
2017-08-07,1347.65
2017-08-08,1327.75
2017-08-09,1324.05
2017-08-10,1298.7
2017-08-11,1314.8
2017-08-14,1325.4
2017-08-16,1325.1
2017-08-17,1320.25
2017-08-18,1318.35
2017-08-21,1264.55
2017-08-22,1247.7
2017-08-23,1241.95
2017-08-24,1249.05
2017-08-28,1303.7
2017-08-29,1296.55
2017-08-30,1300.35
2017-08-31,1307.7
2017-09-01,1326.75
2017-09-04,1315.85
2017-09-05,1328.95
2017-09-06,1329.35
2017-09-07,1337.6
2017-09-08,1353.7
2017-09-11,1328.95
2017-09-12,1336.05
2017-09-13,1334.55
2017-09-14,1332.85
2017-09-15,1329.6
2017-09-18,1330.3
2017-09-19,1328.95
2017-09-20,1327.2
2017-09-21,1313.1
2017-09-22,1289.8
2017-09-25,1221.6
2017-09-26,1228.0
2017-09-27,1185.9
2017-09-28,1222.35
2017-09-29,1240.75
2017-10-03,1260.15
