Date,TRIVENI
2017-01-02,63.9
2017-01-03,66.9
2017-01-04,64.75
2017-01-05,66.0
2017-01-06,66.1
2017-01-09,68.05
2017-01-10,74.3
2017-01-11,72.25
2017-01-12,72.15
2017-01-13,71.2
2017-01-16,69.4
2017-01-17,70.45
2017-01-18,69.55
2017-01-19,69.4
2017-01-20,67.95
2017-01-23,70.35
2017-01-24,71.85
2017-01-25,72.5
2017-01-27,73.4
2017-01-30,73.55
2017-01-31,71.9
2017-02-01,73.5
2017-02-02,78.1
2017-02-03,78.4
2017-02-06,83.15
2017-02-07,82.3
2017-02-08,81.6
2017-02-09,81.7
2017-02-10,74.0
2017-02-13,72.75
2017-02-14,70.9
2017-02-15,69.3
2017-02-16,70.4
2017-02-17,70.6
2017-02-20,72.3
2017-02-21,70.95
2017-02-22,70.65
2017-02-23,72.0
2017-02-27,70.75
2017-02-28,70.8
2017-03-01,70.8
2017-03-02,70.0
2017-03-03,73.65
2017-03-06,76.0
2017-03-07,76.95
2017-03-08,74.3
2017-03-09,73.85
2017-03-10,72.9
2017-03-14,75.35
2017-03-15,75.65
2017-03-16,76.3
2017-03-17,78.35
2017-03-20,79.2
2017-03-21,78.4
2017-03-22,77.55
2017-03-23,82.25
2017-03-24,83.1
2017-03-27,86.7
2017-03-28,86.15
2017-03-29,86.25
2017-03-30,87.85
2017-03-31,88.55
2017-04-03,93.05
2017-04-05,90.7
2017-04-06,91.1
2017-04-07,90.6
2017-04-10,90.15
2017-04-11,90.85
2017-04-12,92.5
2017-04-13,92.25
2017-04-17,92.75
2017-04-18,90.95
2017-04-19,91.2
2017-04-20,94.65
2017-04-21,97.6
2017-04-24,98.45
2017-04-25,98.45
2017-04-26,96.35
2017-04-27,95.3
2017-04-28,94.0
2017-05-02,94.35
2017-05-03,93.95
2017-05-04,93.4
2017-05-05,92.05
2017-05-08,89.9
2017-05-09,89.95
2017-05-10,89.8
2017-05-11,90.15
2017-05-12,91.95
2017-05-15,93.2
2017-05-16,94.3
2017-05-17,93.75
2017-05-18,91.1
2017-05-19,89.75
2017-05-22,85.25
2017-05-23,80.75
2017-05-24,80.25
2017-05-25,83.8
2017-05-26,84.45
2017-05-29,80.3
2017-05-30,78.95
2017-05-31,78.2
2017-06-01,79.6
2017-06-02,78.9
2017-06-05,79.05
2017-06-06,76.0
2017-06-07,75.05
2017-06-08,77.75
2017-06-09,78.55
2017-06-12,77.9
2017-06-13,77.15
2017-06-14,75.1
2017-06-15,75.35
2017-06-16,73.95
2017-06-19,71.25
2017-06-20,71.8
2017-06-21,72.6
2017-06-22,71.15
2017-06-23,70.9
2017-06-27,68.8
2017-06-28,69.2
2017-06-29,71.0
2017-06-30,73.05
2017-07-03,74.65
2017-07-04,74.9
2017-07-05,74.8
2017-07-06,74.65
2017-07-07,75.6
2017-07-10,77.75
2017-07-11,78.15
2017-07-12,77.05
2017-07-13,74.85
2017-07-14,75.95
2017-07-17,75.0
2017-07-18,74.1
2017-07-19,70.55
2017-07-20,75.95
2017-07-21,77.95
2017-07-24,78.2
2017-07-25,82.85
2017-07-26,81.6
2017-07-27,79.05
2017-07-28,79.1
2017-07-31,81.0
2017-08-01,80.95
2017-08-02,86.05
2017-08-03,89.45
2017-08-04,97.8
2017-08-07,106.75
2017-08-08,97.3
2017-08-09,94.05
2017-08-10,88.3
2017-08-11,85.25
2017-08-14,91.35
2017-08-16,93.85
2017-08-17,92.3
2017-08-18,91.6
2017-08-21,90.65
2017-08-22,89.05
2017-08-23,89.65
2017-08-24,92.6
2017-08-28,93.85
2017-08-29,91.45
2017-08-30,93.35
2017-08-31,95.25
2017-09-01,95.4
2017-09-04,94.25
2017-09-05,94.15
2017-09-06,93.4
2017-09-07,93.65
2017-09-08,91.65
2017-09-11,93.15
2017-09-12,93.65
2017-09-13,93.45
2017-09-14,93.15
2017-09-15,91.6
2017-09-18,91.1
2017-09-19,91.75
2017-09-20,92.4
2017-09-21,91.9
2017-09-22,89.4
2017-09-25,86.05
2017-09-26,85.7
2017-09-27,85.0
2017-09-28,84.2
2017-09-29,85.3
2017-10-03,87.4
2017-10-04,86.25
2017-10-05,90.65
2017-10-06,92.65
2017-10-09,92.6
2017-10-10,99.3
2017-10-11,97.1
2017-10-12,98.05
2017-10-13,95.8
2017-10-16,95.25
2017-10-17,94.7
2017-10-18,94.1
2017-10-19,93.35
2017-10-23,97.2
2017-10-24,96.3
2017-10-25,95.15
2017-10-26,94.35
2017-10-27,94.25
2017-10-30,95.25
2017-10-31,94.5
2017-11-01,96.0
2017-11-02,95.05
2017-11-03,94.25
2017-11-06,95.05
2017-11-07,93.15
2017-11-08,94.05
2017-11-09,95.65
2017-11-10,93.3
2017-11-13,90.85
2017-11-14,92.35
2017-11-15,88.9
2017-11-16,88.75
2017-11-17,88.65
2017-11-20,88.85
2017-11-21,87.8
2017-11-22,87.1
2017-11-23,90.55
2017-11-24,88.35
2017-11-27,87.75
2017-11-28,86.6
2017-11-29,86.75
2017-11-30,85.0
2017-12-01,83.9
2017-12-04,81.95
2017-12-05,88.4
2017-12-06,83.0
2017-12-07,84.35
2017-12-08,83.35
2017-12-11,83.7
2017-12-12,81.5
2017-12-13,79.8
2017-12-14,77.6
2017-12-15,77.0
2017-12-18,75.05
2017-12-19,78.8
2017-12-20,78.1
2017-12-21,77.0
2017-12-22,79.05
2017-12-26,79.05
2017-12-27,77.35
2017-12-28,75.85
2017-12-29,77.55
