Date,APARINDS
2017-01-02,581.8
2017-01-03,585.95
2017-01-04,647.2
2017-01-05,648.05
2017-01-06,613.1
2017-01-09,623.45
2017-01-10,619.4
2017-01-11,629.8
2017-01-12,624.15
2017-01-13,633.15
2017-01-16,637.55
2017-01-17,645.45
2017-01-18,651.3
2017-01-19,651.65
2017-01-20,639.05
2017-01-23,637.8
2017-01-24,638.6
2017-01-25,639.3
2017-01-27,630.35
2017-01-30,621.95
2017-01-31,622.5
2017-02-01,629.55
2017-02-02,666.95
2017-02-03,656.5
2017-02-06,678.65
2017-02-07,671.7
2017-02-08,673.55
2017-02-09,704.45
2017-02-10,749.25
2017-02-13,746.15
2017-02-14,746.3
2017-02-15,723.95
2017-02-16,725.8
2017-02-17,729.75
2017-02-20,738.95
2017-02-21,739.8
2017-02-22,742.9
2017-02-23,745.45
2017-02-27,748.85
2017-02-28,736.65
2017-03-01,740.85
2017-03-02,737.1
2017-03-03,742.1
2017-03-06,745.8
2017-03-07,742.9
2017-03-08,743.45
2017-03-09,743.85
2017-03-10,740.1
2017-03-14,745.15
2017-03-15,742.95
2017-03-16,768.1
2017-03-17,708.0
2017-03-20,713.05
2017-03-21,704.15
2017-03-22,709.3
2017-03-23,708.25
2017-03-24,715.15
2017-03-27,706.5
2017-03-28,710.75
2017-03-29,700.45
2017-03-30,738.15
2017-03-31,749.55
2017-04-03,735.9
2017-04-05,773.3
2017-04-06,782.25
2017-04-07,785.4
2017-04-10,798.3
2017-04-11,794.4
2017-04-12,793.95
2017-04-13,790.1
2017-04-17,784.1
2017-04-18,769.3
2017-04-19,785.5
2017-04-20,779.75
2017-04-21,779.6
2017-04-24,779.2
2017-04-25,778.45
2017-04-26,771.95
2017-04-27,769.8
2017-04-28,797.95
2017-05-02,821.1
2017-05-03,816.85
2017-05-04,808.7
2017-05-05,796.05
2017-05-08,800.7
2017-05-09,826.3
2017-05-10,831.2
2017-05-11,828.05
2017-05-12,806.7
2017-05-15,796.55
2017-05-16,831.1
2017-05-17,828.7
2017-05-18,829.55
2017-05-19,810.65
2017-05-22,821.7
2017-05-23,831.05
2017-05-24,816.8
2017-05-25,833.9
2017-05-26,832.25
2017-05-29,850.85
2017-05-30,865.6
2017-05-31,888.45
2017-06-01,847.9
2017-06-02,830.7
2017-06-05,854.75
2017-06-06,849.5
2017-06-07,846.15
2017-06-08,845.95
2017-06-09,851.55
2017-06-12,828.8
2017-06-13,818.5
2017-06-14,823.9
2017-06-15,829.0
2017-06-16,817.2
2017-06-19,804.6
2017-06-20,811.75
2017-06-21,794.3
2017-06-22,785.25
2017-06-23,755.4
2017-06-27,755.85
2017-06-28,751.5
2017-06-29,757.25
2017-06-30,748.65
2017-07-03,737.85
2017-07-04,755.3
2017-07-05,762.75
2017-07-06,769.0
2017-07-07,800.65
2017-07-10,805.75
2017-07-11,795.4
2017-07-12,783.8
2017-07-13,792.55
2017-07-14,786.3
2017-07-17,811.05
2017-07-18,804.55
2017-07-19,800.8
2017-07-20,790.55
2017-07-21,801.45
2017-07-24,791.2
2017-07-25,794.3
2017-07-26,787.65
2017-07-27,780.25
2017-07-28,782.6
2017-07-31,784.75
2017-08-01,783.9
2017-08-02,779.6
2017-08-03,763.1
2017-08-04,767.25
2017-08-07,789.6
2017-08-08,770.9
2017-08-09,745.45
2017-08-10,721.2
2017-08-11,721.1
2017-08-14,749.95
2017-08-16,770.35
2017-08-17,771.75
2017-08-18,765.6
2017-08-21,773.7
2017-08-22,765.1
2017-08-23,770.3
2017-08-24,779.9
2017-08-28,779.95
2017-08-29,762.75
2017-08-30,772.95
2017-08-31,777.8
2017-09-01,786.9
2017-09-04,760.45
2017-09-05,762.8
2017-09-06,766.9
2017-09-07,785.9
2017-09-08,786.4
2017-09-11,796.65
2017-09-12,794.0
2017-09-13,792.2
2017-09-14,777.95
2017-09-15,758.8
2017-09-18,775.25
2017-09-19,778.85
2017-09-20,780.7
2017-09-21,777.45
2017-09-22,763.85
2017-09-25,763.95
2017-09-26,759.6
2017-09-27,749.15
2017-09-28,742.05
2017-09-29,742.65
2017-10-03,745.75
2017-10-04,757.1
2017-10-05,764.55
2017-10-06,774.0
2017-10-09,772.5
2017-10-10,773.1
2017-10-11,761.45
2017-10-12,773.1
2017-10-13,768.85
2017-10-16,775.75
2017-10-17,777.6
2017-10-18,775.25
2017-10-19,779.1
2017-10-23,766.05
2017-10-24,770.85
2017-10-25,762.3
2017-10-26,769.95
2017-10-27,762.3
2017-10-30,768.85
2017-10-31,767.05
2017-11-01,788.35
2017-11-02,755.55
2017-11-03,755.1
2017-11-06,758.25
2017-11-07,777.1
2017-11-08,774.7
2017-11-09,770.0
2017-11-10,766.95
2017-11-13,754.15
2017-11-14,753.35
2017-11-15,757.8
2017-11-16,749.55
2017-11-17,756.4
2017-11-20,750.2
2017-11-21,750.25
2017-11-22,770.25
2017-11-23,780.15
2017-11-24,793.4
2017-11-27,803.2
2017-11-28,794.0
2017-11-29,780.4
2017-11-30,785.5
2017-12-01,779.75
2017-12-04,772.5
2017-12-05,760.65
2017-12-06,767.4
2017-12-07,770.3
2017-12-08,769.2
2017-12-11,790.45
2017-12-12,794.25
2017-12-13,774.35
2017-12-14,772.55
2017-12-15,778.8
2017-12-18,769.6
2017-12-19,783.85
2017-12-20,819.1
2017-12-21,826.05
2017-12-22,811.25
2017-12-26,808.55
2017-12-27,802.1
2017-12-28,795.05
2017-12-29,810.05
