Date,FEDERALBNK
2017-01-02,66.05
2017-01-03,66.15
2017-01-04,65.75
2017-01-05,67.5
2017-01-06,67.2
2017-01-09,68.35
2017-01-10,69.9
2017-01-11,72.55
2017-01-12,72.35
2017-01-13,72.55
2017-01-16,74.7
2017-01-17,75.55
2017-01-18,76.8
2017-01-19,77.1
2017-01-20,78.05
2017-01-23,78.0
2017-01-24,78.55
2017-01-25,78.8
2017-01-27,78.6
2017-01-30,77.45
2017-01-31,76.05
2017-02-01,79.35
2017-02-02,83.9
2017-02-03,84.55
2017-02-06,84.0
2017-02-07,83.05
2017-02-08,83.4
2017-02-09,83.9
2017-02-10,84.45
2017-02-13,83.95
2017-02-14,83.15
2017-02-15,81.05
2017-02-16,82.6
2017-02-17,83.4
2017-02-20,85.95
2017-02-21,86.1
2017-02-22,84.3
2017-02-23,84.1
2017-02-27,83.3
2017-02-28,87.35
2017-03-01,88.05
2017-03-02,84.85
2017-03-03,85.3
2017-03-06,85.35
2017-03-07,84.65
2017-03-08,84.3
2017-03-09,85.6
2017-03-10,85.0
2017-03-14,86.35
2017-03-15,86.4
2017-03-16,88.45
2017-03-17,87.3
2017-03-20,86.9
2017-03-21,88.75
2017-03-22,87.05
2017-03-23,88.25
2017-03-24,89.85
2017-03-27,90.0
2017-03-28,90.55
2017-03-29,91.15
2017-03-30,90.75
2017-03-31,91.45
2017-04-03,90.5
2017-04-05,91.0
2017-04-06,88.9
2017-04-07,87.85
2017-04-10,89.95
2017-04-11,92.0
2017-04-12,92.55
2017-04-13,92.6
2017-04-17,92.55
2017-04-18,91.95
2017-04-19,91.65
2017-04-20,92.55
2017-04-21,92.35
2017-04-24,92.9
2017-04-25,93.95
2017-04-26,94.45
2017-04-27,94.35
2017-04-28,107.6
2017-05-02,112.5
2017-05-03,112.05
2017-05-04,112.55
2017-05-05,116.4
2017-05-08,118.55
2017-05-09,118.05
2017-05-10,117.15
2017-05-11,116.0
2017-05-12,114.9
2017-05-15,117.25
2017-05-16,115.35
2017-05-17,114.8
2017-05-18,111.1
2017-05-19,112.35
2017-05-22,110.45
2017-05-23,107.85
2017-05-24,107.3
2017-05-25,110.85
2017-05-26,112.55
2017-05-29,108.75
2017-05-30,110.35
2017-05-31,111.45
2017-06-01,116.1
2017-06-02,114.3
2017-06-05,114.15
2017-06-06,112.5
2017-06-07,115.0
2017-06-08,116.3
2017-06-09,116.85
2017-06-12,114.1
2017-06-13,114.9
2017-06-14,116.3
2017-06-15,119.0
2017-06-16,120.9
2017-06-19,119.25
2017-06-20,118.75
2017-06-21,116.7
2017-06-22,117.5
2017-06-23,115.05
2017-06-27,112.6
2017-06-28,111.95
2017-06-29,113.0
2017-06-30,112.85
2017-07-03,112.3
2017-07-04,112.25
2017-07-05,114.85
2017-07-06,115.55
2017-07-07,115.9
2017-07-10,114.5
2017-07-11,113.95
2017-07-12,115.1
2017-07-13,115.15
2017-07-14,115.8
2017-07-17,114.1
2017-07-18,113.4
2017-07-19,115.5
2017-07-20,119.0
2017-07-21,117.4
2017-07-24,116.95
2017-07-25,119.35
2017-07-26,115.0
2017-07-27,113.1
2017-07-28,113.75
2017-07-31,115.25
2017-08-01,115.1
2017-08-02,114.8
2017-08-03,113.4
2017-08-04,114.25
2017-08-07,114.5
2017-08-08,112.3
2017-08-09,108.3
2017-08-10,104.7
2017-08-11,105.65
2017-08-14,108.8
2017-08-16,110.15
2017-08-17,110.05
2017-08-18,108.55
2017-08-21,106.0
2017-08-22,105.3
2017-08-23,106.65
2017-08-24,106.45
2017-08-28,109.65
2017-08-29,107.75
2017-08-30,108.7
2017-08-31,108.35
2017-09-01,110.2
2017-09-04,111.7
2017-09-05,112.15
2017-09-06,111.45
2017-09-07,111.4
2017-09-08,111.45
2017-09-11,113.1
2017-09-12,114.55
2017-09-13,113.05
2017-09-14,114.55
2017-09-15,115.45
2017-09-18,116.85
2017-09-19,119.1
2017-09-20,120.25
2017-09-21,118.4
2017-09-22,113.85
2017-09-25,111.35
2017-09-26,112.35
2017-09-27,110.55
2017-09-28,111.3
2017-09-29,112.65
2017-10-03,112.5
2017-10-04,113.1
2017-10-05,114.15
2017-10-06,117.65
2017-10-09,117.0
2017-10-10,117.95
2017-10-11,117.1
2017-10-12,118.05
2017-10-13,117.2
2017-10-16,124.8
2017-10-17,125.95
2017-10-18,126.45
2017-10-19,124.2
2017-10-23,125.25
2017-10-24,124.65
2017-10-25,120.8
2017-10-26,119.45
2017-10-27,120.05
2017-10-30,122.15
2017-10-31,121.75
2017-11-01,120.55
2017-11-02,118.15
2017-11-03,115.9
2017-11-06,116.3
2017-11-07,113.9
2017-11-08,112.9
2017-11-09,114.6
2017-11-10,112.15
2017-11-13,114.6
2017-11-14,111.15
2017-11-15,110.6
2017-11-16,112.25
2017-11-17,112.4
2017-11-20,113.4
2017-11-21,111.85
2017-11-22,113.05
2017-11-23,113.05
2017-11-24,112.1
2017-11-27,112.25
2017-11-28,113.1
2017-11-29,112.4
2017-11-30,110.65
2017-12-01,108.5
2017-12-04,106.4
2017-12-05,108.05
2017-12-06,107.95
2017-12-07,109.7
2017-12-08,109.0
2017-12-11,108.3
2017-12-12,106.85
2017-12-13,105.0
2017-12-14,103.75
2017-12-15,107.75
2017-12-18,108.15
2017-12-19,109.6
2017-12-20,108.4
2017-12-21,107.95
2017-12-22,107.65
2017-12-26,109.55
2017-12-27,109.4
2017-12-28,109.0
2017-12-29,108.5
