Date,WALCHANNAG
2017-01-02,145.9
2017-01-03,148.55
2017-01-04,149.35
2017-01-05,151.45
2017-01-06,149.6
2017-01-09,157.8
2017-01-10,163.35
2017-01-11,158.65
2017-01-12,157.4
2017-01-13,156.4
2017-01-16,155.25
2017-01-17,155.75
2017-01-18,158.25
2017-01-19,157.3
2017-01-20,156.45
2017-01-23,159.9
2017-01-24,158.65
2017-01-25,157.6
2017-01-27,158.45
2017-01-30,159.45
2017-01-31,153.15
2017-02-01,153.95
2017-02-02,152.45
2017-02-03,153.35
2017-02-06,152.6
2017-02-07,149.5
2017-02-08,149.5
2017-02-09,148.05
2017-02-10,147.8
2017-02-13,142.4
2017-02-14,144.55
2017-02-15,143.45
2017-02-16,143.25
2017-02-17,143.75
2017-02-20,144.6
2017-02-21,149.75
2017-02-22,149.25
2017-02-23,148.25
2017-02-27,148.2
2017-02-28,147.75
2017-03-01,147.5
2017-03-02,145.3
2017-03-03,145.45
2017-03-06,145.8
2017-03-07,144.9
2017-03-08,142.35
2017-03-09,142.05
2017-03-10,141.65
2017-03-14,143.0
2017-03-15,137.2
2017-03-16,141.4
2017-03-17,139.05
2017-03-20,146.0
2017-03-21,143.35
2017-03-22,141.65
2017-03-23,143.55
2017-03-24,142.8
2017-03-27,141.95
2017-03-28,141.7
2017-03-29,140.5
2017-03-30,141.7
2017-03-31,142.3
2017-04-03,145.3
2017-04-05,148.75
2017-04-06,153.8
2017-04-07,152.75
2017-04-10,151.45
2017-04-11,150.75
2017-04-12,149.2
2017-04-13,148.35
2017-04-17,150.9
2017-04-18,148.65
2017-04-19,147.4
2017-04-20,151.1
2017-04-21,152.35
2017-04-24,152.05
2017-04-25,151.9
2017-04-26,149.05
2017-04-27,148.45
2017-04-28,149.75
2017-05-02,147.7
2017-05-03,146.7
2017-05-04,147.0
2017-05-05,148.15
2017-05-08,161.55
2017-05-09,174.0
2017-05-10,175.45
2017-05-11,171.3
2017-05-12,177.6
2017-05-15,181.2
2017-05-16,175.9
2017-05-17,180.1
2017-05-18,175.55
2017-05-19,174.55
2017-05-22,184.05
2017-05-23,175.55
2017-05-24,173.3
2017-05-25,175.2
2017-05-26,175.75
2017-05-29,168.55
2017-05-30,170.5
2017-05-31,171.85
2017-06-01,171.6
2017-06-02,171.4
2017-06-05,174.4
2017-06-06,170.75
2017-06-07,175.45
2017-06-08,172.75
2017-06-09,174.95
2017-06-12,172.4
2017-06-13,173.65
2017-06-14,173.1
2017-06-15,172.7
2017-06-16,173.4
2017-06-19,170.45
2017-06-20,173.6
2017-06-21,172.5
2017-06-22,171.25
2017-06-23,166.85
2017-06-27,159.75
2017-06-28,156.3
2017-06-29,155.5
2017-06-30,165.9
2017-07-03,164.75
2017-07-04,164.85
2017-07-05,165.9
2017-07-06,162.8
2017-07-07,162.95
2017-07-10,162.95
2017-07-11,159.6
2017-07-12,157.7
2017-07-13,157.85
2017-07-14,156.7
2017-07-17,157.9
2017-07-18,155.0
2017-07-19,154.25
2017-07-20,156.45
2017-07-21,155.85
2017-07-24,153.05
2017-07-25,154.2
2017-07-26,153.85
2017-07-27,151.6
2017-07-28,151.2
2017-07-31,151.95
2017-08-01,150.0
2017-08-02,149.65
2017-08-03,147.95
2017-08-04,146.45
2017-08-07,147.35
2017-08-08,148.25
2017-08-09,145.9
2017-08-10,136.8
2017-08-11,136.75
2017-08-14,137.8
2017-08-16,137.55
2017-08-17,136.05
2017-08-18,140.3
2017-08-21,138.0
2017-08-22,135.15
2017-08-23,136.95
2017-08-24,135.8
2017-08-28,136.95
2017-08-29,137.55
2017-08-30,141.05
2017-08-31,145.25
2017-09-01,146.15
2017-09-04,143.4
2017-09-05,150.05
2017-09-06,156.0
2017-09-07,156.45
2017-09-08,154.1
2017-09-11,154.45
2017-09-12,154.5
2017-09-13,149.2
2017-09-14,155.75
2017-09-15,162.85
2017-09-18,173.25
2017-09-19,203.15
2017-09-20,231.5
2017-09-21,221.9
2017-09-22,200.7
2017-09-25,189.8
2017-09-26,197.5
2017-09-27,191.6
2017-09-28,193.9
2017-09-29,196.8
2017-10-03,196.95
2017-10-04,195.8
2017-10-05,211.7
2017-10-06,207.1
2017-10-09,220.45
2017-10-10,224.45
2017-10-11,215.25
2017-10-12,224.6
2017-10-13,219.0
2017-10-16,216.15
2017-10-17,214.9
2017-10-18,212.05
2017-10-19,207.9
2017-10-23,211.95
2017-10-24,218.35
2017-10-25,223.05
2017-10-26,231.05
2017-10-27,234.45
2017-10-30,237.65
2017-10-31,241.0
2017-11-01,239.0
2017-11-02,233.95
2017-11-03,224.05
2017-11-06,223.45
2017-11-07,213.6
2017-11-08,212.55
2017-11-09,214.0
2017-11-10,212.9
2017-11-13,208.85
2017-11-14,204.05
2017-11-15,205.05
2017-11-16,209.45
2017-11-17,208.05
2017-11-20,237.55
2017-11-21,225.1
2017-11-22,235.8
2017-11-23,232.6
2017-11-24,254.5
2017-11-27,258.85
2017-11-28,253.2
2017-11-29,242.7
2017-11-30,243.75
2017-12-01,237.0
2017-12-04,227.2
2017-12-05,226.05
2017-12-06,222.45
2017-12-07,226.95
2017-12-08,225.8
2017-12-11,225.55
2017-12-12,230.9
2017-12-13,225.3
2017-12-14,223.5
2017-12-15,224.1
2017-12-18,222.95
2017-12-19,229.6
2017-12-20,232.1
2017-12-21,231.75
2017-12-22,227.95
2017-12-26,234.15
2017-12-27,230.2
2017-12-28,227.8
2017-12-29,224.95
