Date,FORTIS
2017-01-02,182.4
2017-01-03,187.5
2017-01-04,189.65
2017-01-05,185.0
2017-01-06,190.9
2017-01-09,198.75
2017-01-10,200.65
2017-01-11,197.35
2017-01-12,195.7
2017-01-13,189.8
2017-01-16,191.4
2017-01-17,186.9
2017-01-18,187.2
2017-01-19,189.0
2017-01-20,183.9
2017-01-23,181.7
2017-01-24,189.0
2017-01-25,188.65
2017-01-27,190.7
2017-01-30,188.1
2017-01-31,183.75
2017-02-01,183.45
2017-02-02,182.75
2017-02-03,184.1
2017-02-06,186.15
2017-02-07,185.25
2017-02-08,188.4
2017-02-09,194.7
2017-02-10,194.7
2017-02-13,185.7
2017-02-14,195.75
2017-02-15,192.2
2017-02-16,198.95
2017-02-17,195.45
2017-02-20,196.35
2017-02-21,193.05
2017-02-22,188.8
2017-02-23,195.7
2017-02-27,195.65
2017-02-28,192.8
2017-03-01,194.95
2017-03-02,186.0
2017-03-03,187.1
2017-03-06,182.2
2017-03-07,181.1
2017-03-08,180.15
2017-03-09,178.65
2017-03-10,178.2
2017-03-14,179.1
2017-03-15,183.05
2017-03-16,185.3
2017-03-17,183.45
2017-03-20,179.7
2017-03-21,179.55
2017-03-22,174.4
2017-03-23,176.6
2017-03-24,176.9
2017-03-27,178.0
2017-03-28,179.1
2017-03-29,178.45
2017-03-30,180.5
2017-03-31,180.7
2017-04-03,189.3
2017-04-05,190.4
2017-04-06,188.85
2017-04-07,186.3
2017-04-10,185.2
2017-04-11,185.45
2017-04-12,183.4
2017-04-13,185.45
2017-04-17,202.75
2017-04-18,195.6
2017-04-19,204.1
2017-04-20,208.8
2017-04-21,204.05
2017-04-24,210.75
2017-04-25,216.3
2017-04-26,215.65
2017-04-27,209.6
2017-04-28,220.3
2017-05-02,226.8
2017-05-03,221.05
2017-05-04,217.1
2017-05-05,210.75
2017-05-08,209.6
2017-05-09,213.05
2017-05-10,209.7
2017-05-11,208.2
2017-05-12,208.4
2017-05-15,205.25
2017-05-16,207.9
2017-05-17,205.9
2017-05-18,196.85
2017-05-19,203.55
2017-05-22,194.8
2017-05-23,196.55
2017-05-24,194.35
2017-05-25,202.55
2017-05-26,202.75
2017-05-29,196.1
2017-05-30,198.15
2017-05-31,195.15
2017-06-01,198.35
2017-06-02,192.95
2017-06-05,194.9
2017-06-06,191.05
2017-06-07,194.05
2017-06-08,192.95
2017-06-09,193.55
2017-06-12,191.45
2017-06-13,189.45
2017-06-14,187.0
2017-06-15,197.65
2017-06-16,190.5
2017-06-19,190.1
2017-06-20,198.4
2017-06-21,194.9
2017-06-22,197.9
2017-06-23,172.5
2017-06-27,165.25
2017-06-28,167.0
2017-06-29,164.4
2017-06-30,162.0
2017-07-03,163.25
2017-07-04,155.95
2017-07-05,161.15
2017-07-06,162.35
2017-07-07,158.85
2017-07-10,162.55
2017-07-11,161.0
2017-07-12,162.9
2017-07-13,164.1
2017-07-14,162.95
2017-07-17,148.4
2017-07-18,150.4
2017-07-19,150.7
2017-07-20,157.0
2017-07-21,163.55
2017-07-24,167.05
2017-07-25,168.65
2017-07-26,166.25
2017-07-27,163.65
2017-07-28,159.1
2017-07-31,155.55
2017-08-01,155.45
2017-08-02,153.3
2017-08-03,163.3
2017-08-04,166.35
2017-08-07,164.15
2017-08-08,159.8
2017-08-09,158.6
2017-08-10,151.85
2017-08-11,151.95
2017-08-14,150.0
2017-08-16,151.05
2017-08-17,151.45
2017-08-18,145.15
2017-08-21,143.7
2017-08-22,141.55
2017-08-23,152.6
2017-08-24,151.75
2017-08-28,148.9
2017-08-29,143.9
2017-08-30,154.4
2017-08-31,146.05
2017-09-01,149.1
2017-09-04,147.85
2017-09-05,152.2
2017-09-06,152.2
2017-09-07,153.4
2017-09-08,154.2
2017-09-11,154.0
2017-09-12,153.25
2017-09-13,150.85
2017-09-14,151.7
2017-09-15,149.95
2017-09-18,150.85
2017-09-19,153.55
2017-09-20,153.55
2017-09-21,152.05
2017-09-22,150.05
2017-09-25,146.75
2017-09-26,147.35
2017-09-27,144.9
2017-09-28,145.5
2017-09-29,144.0
2017-10-03,145.6
2017-10-04,146.15
2017-10-05,150.0
2017-10-06,156.85
2017-10-09,152.3
2017-10-10,153.15
2017-10-11,149.55
2017-10-12,149.95
2017-10-13,151.8
2017-10-16,150.85
2017-10-17,149.55
2017-10-18,147.45
2017-10-19,146.0
2017-10-23,144.85
2017-10-24,146.15
2017-10-25,145.6
2017-10-26,145.8
2017-10-27,146.0
2017-10-30,144.0
2017-10-31,143.9
2017-11-01,143.2
2017-11-02,143.4
2017-11-03,142.7
2017-11-06,143.2
2017-11-07,140.2
2017-11-08,138.0
2017-11-09,138.9
2017-11-10,134.45
2017-11-13,132.2
2017-11-14,130.45
2017-11-15,140.45
2017-11-16,130.65
2017-11-17,129.95
2017-11-20,130.95
2017-11-21,129.0
2017-11-22,125.1
2017-11-23,132.0
2017-11-24,138.75
2017-11-27,143.0
2017-11-28,141.15
2017-11-29,138.6
2017-11-30,144.85
2017-12-01,143.6
2017-12-04,148.35
2017-12-05,150.0
2017-12-06,144.75
2017-12-07,146.1
2017-12-08,146.85
2017-12-11,138.7
2017-12-12,128.0
2017-12-13,130.5
2017-12-14,135.15
2017-12-15,135.65
2017-12-18,133.65
2017-12-19,136.05
2017-12-20,140.8
2017-12-21,142.55
2017-12-22,142.45
2017-12-26,150.35
2017-12-27,158.1
2017-12-28,161.95
2017-12-29,160.45
