Date,SARDAEN
2017-01-02,229.45
2017-01-03,234.75
2017-01-04,238.1
2017-01-05,243.55
2017-01-06,246.8
2017-01-09,248.05
2017-01-10,245.65
2017-01-11,254.4
2017-01-12,254.65
2017-01-13,259.45
2017-01-16,259.0
2017-01-17,255.15
2017-01-18,253.7
2017-01-19,252.95
2017-01-20,247.45
2017-01-23,247.45
2017-01-24,251.4
2017-01-25,251.95
2017-01-27,247.4
2017-01-30,243.3
2017-01-31,234.65
2017-02-01,239.5
2017-02-02,241.95
2017-02-03,240.9
2017-02-06,247.0
2017-02-07,246.25
2017-02-08,242.1
2017-02-09,252.0
2017-02-10,255.35
2017-02-13,256.7
2017-02-14,249.3
2017-02-15,241.8
2017-02-16,246.05
2017-02-17,255.3
2017-02-20,254.85
2017-02-21,251.55
2017-02-22,249.45
2017-02-23,246.65
2017-02-27,241.7
2017-02-28,243.8
2017-03-01,251.85
2017-03-02,247.65
2017-03-03,248.8
2017-03-06,244.9
2017-03-07,249.95
2017-03-08,245.95
2017-03-09,246.4
2017-03-10,243.4
2017-03-14,242.8
2017-03-15,242.65
2017-03-16,243.8
2017-03-17,243.0
2017-03-20,245.55
2017-03-21,244.45
2017-03-22,242.15
2017-03-23,246.15
2017-03-24,242.85
2017-03-27,242.75
2017-03-28,241.25
2017-03-29,241.3
2017-03-30,240.75
2017-03-31,243.0
2017-04-03,246.8
2017-04-05,253.3
2017-04-06,261.6
2017-04-07,258.15
2017-04-10,260.8
2017-04-11,267.5
2017-04-12,263.6
2017-04-13,260.75
2017-04-17,259.25
2017-04-18,256.85
2017-04-19,254.75
2017-04-20,251.4
2017-04-21,247.25
2017-04-24,246.1
2017-04-25,249.15
2017-04-26,249.3
2017-04-27,248.4
2017-04-28,249.4
2017-05-02,244.75
2017-05-03,242.65
2017-05-04,245.15
2017-05-05,239.85
2017-05-08,240.25
2017-05-09,249.4
2017-05-10,254.0
2017-05-11,267.25
2017-05-12,262.95
2017-05-15,265.4
2017-05-16,274.85
2017-05-17,273.9
2017-05-18,267.75
2017-05-19,264.8
2017-05-22,252.05
2017-05-23,245.5
2017-05-24,242.55
2017-05-25,248.2
2017-05-26,252.2
2017-05-29,251.5
2017-05-30,246.75
2017-05-31,244.15
2017-06-01,249.95
2017-06-02,246.7
2017-06-05,261.15
2017-06-06,257.4
2017-06-07,250.1
2017-06-08,247.25
2017-06-09,251.6
2017-06-12,247.9
2017-06-13,243.15
2017-06-14,242.4
2017-06-15,248.5
2017-06-16,249.45
2017-06-19,246.5
2017-06-20,248.45
2017-06-21,243.7
2017-06-22,247.55
2017-06-23,249.05
2017-06-27,249.85
2017-06-28,250.1
2017-06-29,250.75
2017-06-30,249.9
2017-07-03,252.0
2017-07-04,249.35
2017-07-05,250.85
2017-07-06,254.1
2017-07-07,262.45
2017-07-10,264.05
2017-07-11,269.55
2017-07-12,271.3
2017-07-13,265.1
2017-07-14,263.2
2017-07-17,263.1
2017-07-18,259.85
2017-07-19,280.2
2017-07-20,280.3
2017-07-21,289.3
2017-07-24,296.35
2017-07-25,292.6
2017-07-26,291.5
2017-07-27,282.6
2017-07-28,288.7
2017-07-31,296.95
2017-08-01,297.25
2017-08-02,293.15
2017-08-03,288.75
2017-08-04,286.3
2017-08-07,343.55
2017-08-08,343.75
2017-08-09,341.25
2017-08-10,350.85
2017-08-11,342.0
2017-08-14,358.7
2017-08-16,368.85
2017-08-17,357.8
2017-08-18,369.45
2017-08-21,381.1
2017-08-22,380.9
2017-08-23,378.5
2017-08-24,381.35
2017-08-28,395.95
2017-08-29,383.05
2017-08-30,398.65
2017-08-31,448.7
2017-09-01,459.5
2017-09-04,463.45
2017-09-05,472.6
2017-09-06,473.15
2017-09-07,468.2
2017-09-08,454.45
2017-09-11,463.3
2017-09-12,453.85
2017-09-13,448.5
2017-09-14,436.3
2017-09-15,473.0
2017-09-18,465.55
2017-09-19,468.85
2017-09-20,475.3
2017-09-21,465.05
2017-09-22,441.65
2017-09-25,428.5
2017-09-26,437.4
2017-09-27,418.3
2017-09-28,417.45
2017-09-29,415.45
2017-10-03,427.85
2017-10-04,440.3
2017-10-05,444.15
2017-10-06,452.15
2017-10-09,458.45
2017-10-10,464.85
2017-10-11,463.8
2017-10-12,470.4
2017-10-13,463.25
2017-10-16,462.95
2017-10-17,475.1
2017-10-18,469.55
2017-10-19,467.0
2017-10-23,458.15
2017-10-24,465.7
2017-10-25,467.2
2017-10-26,464.35
2017-10-27,474.1
2017-10-30,471.6
2017-10-31,502.8
2017-11-01,488.9
2017-11-02,493.2
2017-11-03,507.9
2017-11-06,489.35
2017-11-07,466.7
2017-11-08,455.25
2017-11-09,454.7
2017-11-10,441.6
2017-11-13,444.7
2017-11-14,445.45
2017-11-15,445.9
2017-11-16,447.6
2017-11-17,450.55
2017-11-20,454.8
2017-11-21,449.8
2017-11-22,448.45
2017-11-23,488.15
2017-11-24,486.6
2017-11-27,480.45
2017-11-28,478.4
2017-11-29,472.35
2017-11-30,476.05
2017-12-01,467.1
2017-12-04,461.65
2017-12-05,453.2
2017-12-06,441.85
2017-12-07,464.4
2017-12-08,467.0
2017-12-11,468.75
2017-12-12,455.55
2017-12-13,456.25
2017-12-14,455.85
2017-12-15,462.35
2017-12-18,465.8
2017-12-19,480.5
2017-12-20,484.25
2017-12-21,479.25
2017-12-22,484.2
2017-12-26,490.35
2017-12-27,512.2
2017-12-28,503.8
2017-12-29,501.85
