Date,INDOTECH
2017-01-02,215.4
2017-01-03,214.1
2017-01-04,211.6
2017-01-05,218.1
2017-01-06,216.95
2017-01-09,213.75
2017-01-10,225.6
2017-01-11,219.75
2017-01-12,216.7
2017-01-13,217.65
2017-01-16,217.85
2017-01-17,216.65
2017-01-18,231.5
2017-01-19,225.75
2017-01-20,226.1
2017-01-23,226.45
2017-01-24,224.35
2017-01-25,219.4
2017-01-27,218.6
2017-01-30,216.5
2017-01-31,211.7
2017-02-01,213.1
2017-02-02,218.95
2017-02-03,219.55
2017-02-06,218.85
2017-02-07,218.2
2017-02-08,207.2
2017-02-09,201.85
2017-02-10,206.75
2017-02-13,208.9
2017-02-14,209.8
2017-02-15,207.65
2017-02-16,212.65
2017-02-17,211.65
2017-02-20,215.35
2017-02-21,213.1
2017-02-22,211.2
2017-02-23,212.2
2017-02-27,210.0
2017-02-28,209.25
2017-03-01,206.7
2017-03-02,207.95
2017-03-03,207.85
2017-03-06,204.7
2017-03-07,206.2
2017-03-08,204.05
2017-03-09,204.25
2017-03-10,206.15
2017-03-14,208.75
2017-03-15,205.85
2017-03-16,213.35
2017-03-17,209.95
2017-03-20,210.8
2017-03-21,210.3
2017-03-22,206.7
2017-03-23,206.35
2017-03-24,206.45
2017-03-27,205.25
2017-03-28,207.7
2017-03-29,204.7
2017-03-30,210.25
2017-03-31,207.35
2017-04-03,218.0
2017-04-05,219.1
2017-04-06,218.8
2017-04-07,220.7
2017-04-10,229.2
2017-04-11,229.75
2017-04-12,226.0
2017-04-13,232.55
2017-04-17,231.25
2017-04-18,224.25
2017-04-19,221.95
2017-04-20,223.8
2017-04-21,223.35
2017-04-24,219.15
2017-04-25,219.55
2017-04-26,218.5
2017-04-27,221.15
2017-04-28,218.45
2017-05-02,220.45
2017-05-03,218.7
2017-05-04,217.15
2017-05-05,214.3
2017-05-08,212.0
2017-05-09,212.25
2017-05-10,220.25
2017-05-11,226.9
2017-05-12,217.5
2017-05-15,218.5
2017-05-16,226.75
2017-05-17,216.5
2017-05-18,205.6
2017-05-19,202.55
2017-05-22,198.75
2017-05-23,192.95
2017-05-24,194.75
2017-05-25,199.1
2017-05-26,211.1
2017-05-29,205.7
2017-05-30,204.5
2017-05-31,207.05
2017-06-01,205.0
2017-06-02,206.5
2017-06-05,205.25
2017-06-06,207.9
2017-06-07,206.15
2017-06-08,205.3
2017-06-09,206.25
2017-06-12,204.75
2017-06-13,202.55
2017-06-14,205.0
2017-06-15,205.05
2017-06-16,203.5
2017-06-19,200.05
2017-06-20,205.1
2017-06-21,200.7
2017-06-22,198.05
2017-06-23,196.95
2017-06-27,180.05
2017-06-28,183.25
2017-06-29,185.0
2017-06-30,186.35
2017-07-03,186.8
2017-07-04,187.6
2017-07-05,191.0
2017-07-06,194.0
2017-07-07,196.05
2017-07-10,198.7
2017-07-11,189.9
2017-07-12,193.1
2017-07-13,190.6
2017-07-14,190.4
2017-07-17,191.15
2017-07-18,189.85
2017-07-19,195.45
2017-07-20,201.2
2017-07-21,196.05
2017-07-24,200.7
2017-07-25,202.0
2017-07-26,210.8
2017-07-27,203.45
2017-07-28,202.35
2017-07-31,196.1
2017-08-01,195.7
2017-08-02,194.1
2017-08-03,196.6
2017-08-04,200.2
2017-08-07,201.5
2017-08-08,196.5
2017-08-09,195.5
2017-08-10,187.85
2017-08-11,181.3
2017-08-14,188.3
2017-08-16,191.3
2017-08-17,190.95
2017-08-18,192.45
2017-08-21,184.75
2017-08-22,178.9
2017-08-23,180.45
2017-08-24,179.55
2017-08-28,183.05
2017-08-29,179.45
2017-08-30,183.0
2017-08-31,190.55
2017-09-01,199.8
2017-09-04,193.1
2017-09-05,196.7
2017-09-06,204.8
2017-09-07,205.5
2017-09-08,207.35
2017-09-11,209.9
2017-09-12,207.1
2017-09-13,203.8
2017-09-14,210.2
2017-09-15,205.75
2017-09-18,207.5
2017-09-19,215.2
2017-09-20,256.6
2017-09-21,235.2
2017-09-22,220.55
2017-09-25,215.25
2017-09-26,216.3
2017-09-27,207.4
2017-09-28,207.85
2017-09-29,208.75
2017-10-03,204.8
2017-10-04,203.8
2017-10-05,210.95
2017-10-06,213.75
2017-10-09,213.55
2017-10-10,214.1
2017-10-11,213.5
2017-10-12,210.95
2017-10-13,209.6
2017-10-16,207.85
2017-10-17,211.35
2017-10-18,222.6
2017-10-19,225.15
2017-10-23,219.35
2017-10-24,215.1
2017-10-25,211.75
2017-10-26,212.3
2017-10-27,211.75
2017-10-30,211.55
2017-10-31,210.85
2017-11-01,215.9
2017-11-02,213.45
2017-11-03,217.45
2017-11-06,218.6
2017-11-07,216.15
2017-11-08,213.25
2017-11-09,212.75
2017-11-10,211.1
2017-11-13,208.7
2017-11-14,221.95
2017-11-15,211.75
2017-11-16,211.35
2017-11-17,217.45
2017-11-20,224.1
2017-11-21,223.3
2017-11-22,224.4
2017-11-23,223.15
2017-11-24,223.7
2017-11-27,227.85
2017-11-28,229.55
2017-11-29,206.4
2017-11-30,198.45
2017-12-01,198.8
2017-12-04,192.15
2017-12-05,194.8
2017-12-06,193.55
2017-12-07,199.9
2017-12-08,198.55
2017-12-11,195.55
2017-12-12,195.1
2017-12-13,195.9
2017-12-14,195.15
2017-12-15,196.8
2017-12-18,196.9
2017-12-19,201.55
2017-12-20,199.65
2017-12-21,203.5
2017-12-22,218.25
2017-12-26,220.1
2017-12-27,217.2
2017-12-28,244.75
2017-12-29,236.1
