Date,SUTLEJTEX
2017-01-02,818.65
2017-01-03,810.4
2017-01-04,801.2
2017-01-05,803.8
2017-01-06,814.0
2017-01-09,813.6
2017-01-10,807.95
2017-01-11,812.45
2017-01-12,829.35
2017-01-13,826.35
2017-01-16,830.65
2017-01-17,825.2
2017-01-18,823.95
2017-01-19,819.6
2017-01-20,805.4
2017-01-23,815.85
2017-01-24,827.1
2017-01-25,825.65
2017-01-27,833.6
2017-01-30,839.25
2017-01-31,829.45
2017-02-01,852.5
2017-02-02,861.85
2017-02-03,881.45
2017-02-06,944.05
2017-02-07,931.15
2017-02-08,937.9
2017-02-09,844.35
2017-02-10,846.45
2017-02-13,838.4
2017-02-14,848.4
2017-02-15,834.75
2017-02-16,842.9
2017-02-17,842.7
2017-02-20,841.85
2017-02-21,849.85
2017-02-22,821.25
2017-02-23,812.3
2017-02-27,796.85
2017-02-28,811.7
2017-03-01,818.4
2017-03-02,819.8
2017-03-03,821.2
2017-03-06,811.95
2017-03-07,803.8
2017-03-08,797.55
2017-03-09,817.5
2017-03-10,801.0
2017-03-14,817.65
2017-03-15,812.85
2017-03-16,813.65
2017-03-17,806.65
2017-03-20,803.35
2017-03-21,828.95
2017-03-22,822.5
2017-03-23,822.4
2017-03-24,818.05
2017-03-27,815.45
2017-03-28,815.55
2017-03-29,805.0
2017-03-30,816.5
2017-03-31,814.7
2017-04-03,816.25
2017-04-05,825.65
2017-04-06,867.6
2017-04-07,923.75
2017-04-10,907.65
2017-04-11,923.25
2017-04-12,906.4
2017-04-13,895.95
2017-04-17,866.65
2017-04-18,905.3
2017-04-19,903.3
2017-04-20,882.45
2017-04-21,918.5
2017-04-24,939.0
2017-04-25,942.4
2017-04-26,920.8
2017-04-27,915.5
2017-04-28,918.9
2017-05-02,915.15
2017-05-03,904.8
2017-05-04,903.0
2017-05-05,896.45
2017-05-08,920.55
2017-05-09,923.05
2017-05-10,922.6
2017-05-11,938.3
2017-05-12,940.4
2017-05-15,940.05
2017-05-16,932.95
2017-05-17,917.05
2017-05-18,874.95
2017-05-19,921.4
2017-05-22,924.6
2017-05-23,896.0
2017-05-24,890.05
2017-05-25,906.1
2017-05-26,911.0
2017-05-29,902.0
2017-05-30,904.4
2017-05-31,908.65
2017-06-01,925.3
2017-06-02,919.15
2017-06-05,906.15
2017-06-06,897.05
2017-06-07,886.7
2017-06-08,886.75
2017-06-09,888.15
2017-06-12,876.5
2017-06-13,870.6
2017-06-14,908.2
2017-06-15,894.1
2017-06-16,907.9
2017-06-19,947.75
2017-06-20,927.95
2017-06-21,921.35
2017-06-22,911.5
2017-06-23,914.0
2017-06-27,901.7
2017-06-28,901.8
2017-06-29,902.15
2017-06-30,905.9
2017-07-03,912.25
2017-07-04,911.65
2017-07-05,913.55
2017-07-06,916.1
2017-07-07,913.7
2017-07-10,915.65
2017-07-11,900.65
2017-07-12,912.75
2017-07-13,901.95
2017-07-14,960.3
2017-07-17,950.7
2017-07-18,961.85
2017-07-19,975.7
2017-07-20,896.0
2017-07-21,902.35
2017-07-24,885.05
2017-07-25,882.2
2017-07-26,873.45
2017-07-27,889.8
2017-07-28,884.0
2017-07-31,894.4
2017-08-01,874.5
2017-08-02,867.75
2017-08-03,873.05
2017-08-04,861.75
2017-08-07,875.75
2017-08-08,856.45
2017-08-09,838.0
2017-08-10,799.7
2017-08-11,824.1
2017-08-14,833.15
2017-08-16,830.1
2017-08-17,830.1
2017-08-18,834.25
2017-08-21,821.3
2017-08-22,821.15
2017-08-23,831.45
2017-08-24,851.45
2017-08-28,875.15
2017-08-29,874.4
2017-08-30,883.35
2017-08-31,899.2
2017-09-01,894.9
2017-09-04,891.9
2017-09-05,895.15
2017-09-06,894.3
2017-09-07,894.5
2017-09-08,888.0
2017-09-11,885.85
2017-09-12,888.15
2017-09-13,886.3
2017-09-14,909.1
2017-09-15,907.1
2017-09-18,912.25
2017-09-19,935.15
2017-09-20,944.75
2017-09-21,931.45
2017-09-22,912.7
2017-09-25,893.35
2017-09-26,89.35
2017-09-27,88.3
2017-09-28,88.0
2017-09-29,86.85
2017-10-03,84.75
2017-10-04,84.45
2017-10-05,83.35
2017-10-06,88.05
2017-10-09,87.75
2017-10-10,89.05
2017-10-11,87.75
2017-10-12,87.85
2017-10-13,87.1
2017-10-16,86.15
2017-10-17,86.35
2017-10-18,91.9
2017-10-19,93.2
2017-10-23,95.35
2017-10-24,95.9
2017-10-25,95.25
2017-10-26,90.65
2017-10-27,93.6
2017-10-30,94.75
2017-10-31,96.05
2017-11-01,100.9
2017-11-02,99.65
2017-11-03,103.8
2017-11-06,105.95
2017-11-07,102.9
2017-11-08,101.55
2017-11-09,101.05
2017-11-10,102.45
2017-11-13,100.7
2017-11-14,99.65
2017-11-15,95.65
2017-11-16,96.2
2017-11-17,96.5
2017-11-20,97.3
2017-11-21,99.55
2017-11-22,96.4
2017-11-23,97.45
2017-11-24,96.9
2017-11-27,98.3
2017-11-28,101.85
2017-11-29,99.05
2017-11-30,98.55
2017-12-01,97.45
2017-12-04,97.65
2017-12-05,95.3
2017-12-06,94.35
2017-12-07,95.2
2017-12-08,101.0
2017-12-11,99.05
2017-12-12,96.75
2017-12-13,96.2
2017-12-14,94.25
2017-12-15,93.0
2017-12-18,94.15
2017-12-19,95.4
2017-12-20,94.65
2017-12-21,97.35
2017-12-22,96.7
2017-12-26,95.55
2017-12-27,94.75
2017-12-28,96.85
2017-12-29,97.35
