Date,ATULAUTO
2017-01-02,420.5
2017-01-03,420.25
2017-01-04,446.7
2017-01-05,439.6
2017-01-06,438.0
2017-01-09,435.6
2017-01-10,437.95
2017-01-11,445.55
2017-01-12,442.05
2017-01-13,442.15
2017-01-16,444.2
2017-01-17,437.75
2017-01-18,434.6
2017-01-19,439.6
2017-01-20,429.65
2017-01-23,433.95
2017-01-24,431.55
2017-01-25,431.15
2017-01-27,431.7
2017-01-30,425.7
2017-01-31,422.2
2017-02-01,424.95
2017-02-02,427.55
2017-02-03,422.1
2017-02-06,426.45
2017-02-07,426.0
2017-02-08,426.2
2017-02-09,427.75
2017-02-10,427.8
2017-02-13,424.5
2017-02-14,422.6
2017-02-15,419.8
2017-02-16,416.55
2017-02-17,420.7
2017-02-20,418.75
2017-02-21,418.1
2017-02-22,413.35
2017-02-23,414.1
2017-02-27,419.45
2017-02-28,416.55
2017-03-01,420.55
2017-03-02,408.6
2017-03-03,408.3
2017-03-06,419.05
2017-03-07,410.15
2017-03-08,410.5
2017-03-09,408.55
2017-03-10,405.55
2017-03-14,409.25
2017-03-15,411.0
2017-03-16,408.65
2017-03-17,409.2
2017-03-20,404.8
2017-03-21,424.45
2017-03-22,444.15
2017-03-23,438.85
2017-03-24,455.45
2017-03-27,468.85
2017-03-28,484.5
2017-03-29,465.75
2017-03-30,454.95
2017-03-31,466.95
2017-04-03,469.25
2017-04-05,471.0
2017-04-06,471.9
2017-04-07,471.95
2017-04-10,465.2
2017-04-11,461.2
2017-04-12,453.95
2017-04-13,454.2
2017-04-17,448.65
2017-04-18,431.6
2017-04-19,437.7
2017-04-20,437.4
2017-04-21,436.2
2017-04-24,429.35
2017-04-25,429.15
2017-04-26,432.05
2017-04-27,431.5
2017-04-28,429.65
2017-05-02,438.15
2017-05-03,428.8
2017-05-04,426.25
2017-05-05,428.3
2017-05-08,420.3
2017-05-09,419.55
2017-05-10,420.85
2017-05-11,429.05
2017-05-12,427.25
2017-05-15,423.35
2017-05-16,423.7
2017-05-17,429.0
2017-05-18,431.45
2017-05-19,427.25
2017-05-22,422.1
2017-05-23,416.0
2017-05-24,411.75
2017-05-25,413.3
2017-05-26,418.95
2017-05-29,412.8
2017-05-30,418.1
2017-05-31,419.5
2017-06-01,417.5
2017-06-02,431.1
2017-06-05,429.6
2017-06-06,420.45
2017-06-07,421.7
2017-06-08,422.3
2017-06-09,423.9
2017-06-12,420.0
2017-06-13,420.9
2017-06-14,418.8
2017-06-15,418.25
2017-06-16,420.45
2017-06-19,419.05
2017-06-20,417.5
2017-06-21,413.85
2017-06-22,412.95
2017-06-23,409.85
2017-06-27,406.05
2017-06-28,395.0
2017-06-29,395.4
2017-06-30,394.6
2017-07-03,413.6
2017-07-04,410.7
2017-07-05,409.5
2017-07-06,416.15
2017-07-07,426.2
2017-07-10,421.45
2017-07-11,415.45
2017-07-12,419.1
2017-07-13,422.35
2017-07-14,418.8
2017-07-17,417.35
2017-07-18,419.8
2017-07-19,422.3
2017-07-20,419.9
2017-07-21,422.05
2017-07-24,426.9
2017-07-25,428.85
2017-07-26,426.2
2017-07-27,425.2
2017-07-28,425.3
2017-07-31,430.95
2017-08-01,439.5
2017-08-02,437.15
2017-08-03,442.15
2017-08-04,434.65
2017-08-07,433.4
2017-08-08,430.25
2017-08-09,418.3
2017-08-10,415.0
2017-08-11,420.35
2017-08-14,440.2
2017-08-16,437.15
2017-08-17,456.95
2017-08-18,454.2
2017-08-21,450.3
2017-08-22,444.65
2017-08-23,444.35
2017-08-24,442.7
2017-08-28,462.1
2017-08-29,450.3
2017-08-30,456.6
2017-08-31,460.25
2017-09-01,463.45
2017-09-04,459.4
2017-09-05,469.55
2017-09-06,470.15
2017-09-07,468.35
2017-09-08,471.15
2017-09-11,476.9
2017-09-12,486.55
2017-09-13,489.5
2017-09-14,485.2
2017-09-15,487.05
2017-09-18,499.85
2017-09-19,495.4
2017-09-20,490.85
2017-09-21,485.0
2017-09-22,456.75
2017-09-25,447.2
2017-09-26,470.95
2017-09-27,445.55
2017-09-28,447.7
2017-09-29,465.75
2017-10-03,457.9
2017-10-04,463.25
2017-10-05,469.0
2017-10-06,465.85
2017-10-09,467.85
2017-10-10,470.15
2017-10-11,461.4
2017-10-12,460.8
2017-10-13,469.2
2017-10-16,462.3
2017-10-17,473.45
2017-10-18,474.4
2017-10-19,473.9
2017-10-23,466.8
2017-10-24,464.65
2017-10-25,461.8
2017-10-26,460.45
2017-10-27,460.0
2017-10-30,460.45
2017-10-31,454.5
2017-11-01,441.8
2017-11-02,442.1
2017-11-03,441.45
2017-11-06,441.3
2017-11-07,431.45
2017-11-08,429.55
2017-11-09,431.2
2017-11-10,429.75
2017-11-13,425.3
2017-11-14,420.15
2017-11-15,421.0
2017-11-16,420.8
2017-11-17,432.95
2017-11-20,429.85
2017-11-21,429.2
2017-11-22,423.85
2017-11-23,418.0
2017-11-24,419.45
2017-11-27,430.6
2017-11-28,430.4
2017-11-29,426.0
2017-11-30,425.4
2017-12-01,423.7
2017-12-04,425.75
2017-12-05,421.85
2017-12-06,421.7
2017-12-07,425.5
2017-12-08,425.0
2017-12-11,426.4
2017-12-12,429.15
2017-12-13,427.75
2017-12-14,428.6
2017-12-15,421.25
2017-12-18,425.5
2017-12-19,441.55
2017-12-20,439.65
2017-12-21,439.6
2017-12-22,437.35
2017-12-26,452.5
2017-12-27,444.75
2017-12-28,441.95
2017-12-29,457.8
