Date,CYBERTECH
2017-01-02,81.45
2017-01-03,84.2
2017-01-04,89.55
2017-01-05,87.85
2017-01-06,85.35
2017-01-09,86.15
2017-01-10,88.95
2017-01-11,88.1
2017-01-12,87.6
2017-01-13,86.55
2017-01-16,87.05
2017-01-17,89.6
2017-01-18,89.35
2017-01-19,90.15
2017-01-20,87.2
2017-01-23,88.25
2017-01-24,88.45
2017-01-25,88.5
2017-01-27,91.3
2017-01-30,89.35
2017-01-31,86.0
2017-02-01,83.6
2017-02-02,86.45
2017-02-03,85.75
2017-02-06,84.9
2017-02-07,83.55
2017-02-08,83.4
2017-02-09,83.15
2017-02-10,81.5
2017-02-13,80.5
2017-02-14,81.85
2017-02-15,78.85
2017-02-16,78.9
2017-02-17,78.15
2017-02-20,79.4
2017-02-21,80.05
2017-02-22,81.55
2017-02-23,80.75
2017-02-27,78.85
2017-02-28,77.6
2017-03-01,78.55
2017-03-02,82.3
2017-03-03,81.45
2017-03-06,81.5
2017-03-07,79.15
2017-03-08,78.8
2017-03-09,77.8
2017-03-10,77.4
2017-03-14,77.15
2017-03-15,77.0
2017-03-16,78.2
2017-03-17,75.25
2017-03-20,73.05
2017-03-21,73.5
2017-03-22,71.85
2017-03-23,73.65
2017-03-24,73.75
2017-03-27,74.85
2017-03-28,73.4
2017-03-29,73.8
2017-03-30,74.35
2017-03-31,73.8
2017-04-03,77.5
2017-04-05,79.05
2017-04-06,77.05
2017-04-07,75.5
2017-04-10,74.6
2017-04-11,74.2
2017-04-12,74.6
2017-04-13,74.55
2017-04-17,73.4
2017-04-18,72.2
2017-04-19,72.2
2017-04-20,72.65
2017-04-21,71.5
2017-04-24,69.7
2017-04-25,69.65
2017-04-26,66.3
2017-04-27,65.35
2017-04-28,65.1
2017-05-02,67.75
2017-05-03,67.3
2017-05-04,67.65
2017-05-05,67.1
2017-05-08,66.15
2017-05-09,67.9
2017-05-10,66.25
2017-05-11,65.5
2017-05-12,65.5
2017-05-15,64.5
2017-05-16,69.3
2017-05-17,68.2
2017-05-18,66.7
2017-05-19,64.75
2017-05-22,62.4
2017-05-23,62.0
2017-05-24,59.65
2017-05-25,58.75
2017-05-26,58.85
2017-05-29,56.4
2017-05-30,56.25
2017-05-31,56.85
2017-06-01,57.85
2017-06-02,59.45
2017-06-05,56.9
2017-06-06,56.3
2017-06-07,57.75
2017-06-08,58.65
2017-06-09,57.9
2017-06-12,56.6
2017-06-13,56.8
2017-06-14,57.05
2017-06-15,64.1
2017-06-16,61.9
2017-06-19,66.35
2017-06-20,63.2
2017-06-21,63.7
2017-06-22,62.1
2017-06-23,60.85
2017-06-27,60.75
2017-06-28,60.55
2017-06-29,61.4
2017-06-30,60.3
2017-07-03,61.1
2017-07-04,60.95
2017-07-05,61.7
2017-07-06,63.5
2017-07-07,63.85
2017-07-10,62.9
2017-07-11,62.05
2017-07-12,62.05
2017-07-13,63.15
2017-07-14,63.15
2017-07-17,61.6
2017-07-18,60.25
2017-07-19,60.65
2017-07-20,60.7
2017-07-21,62.05
2017-07-24,62.6
2017-07-25,61.35
2017-07-26,61.1
2017-07-27,60.6
2017-07-28,59.95
2017-07-31,60.05
2017-08-01,59.3
2017-08-02,58.2
2017-08-03,56.95
2017-08-04,56.55
2017-08-07,56.25
2017-08-08,54.75
2017-08-09,52.1
2017-08-10,50.35
2017-08-11,50.0
2017-08-14,50.05
2017-08-16,57.0
2017-08-17,57.4
2017-08-18,55.8
2017-08-21,55.25
2017-08-22,56.55
2017-08-23,55.25
2017-08-24,53.95
2017-08-28,54.8
2017-08-29,53.4
2017-08-30,52.55
2017-08-31,53.5
2017-09-01,56.7
2017-09-04,55.25
2017-09-05,55.9
2017-09-06,56.85
2017-09-07,56.75
2017-09-08,56.2
2017-09-11,55.7
2017-09-12,56.2
2017-09-13,55.85
2017-09-14,56.2
2017-09-15,56.75
2017-09-18,62.65
2017-09-19,61.55
2017-09-20,60.35
2017-09-21,58.5
2017-09-22,56.7
2017-09-25,58.2
2017-09-26,58.5
2017-09-27,56.5
2017-09-28,56.3
2017-09-29,56.45
2017-10-03,56.9
2017-10-04,58.05
2017-10-05,60.1
2017-10-06,59.1
2017-10-09,64.15
2017-10-10,71.45
2017-10-11,69.5
2017-10-12,73.45
2017-10-13,74.25
2017-10-16,71.95
2017-10-17,70.45
2017-10-18,71.75
2017-10-19,71.7
2017-10-23,70.8
2017-10-24,68.95
2017-10-25,69.3
2017-10-26,69.45
2017-10-27,69.65
2017-10-30,69.55
2017-10-31,68.9
2017-11-01,69.85
2017-11-02,71.95
2017-11-03,73.75
2017-11-06,73.4
2017-11-07,70.0
2017-11-08,69.7
2017-11-09,68.95
2017-11-10,68.35
2017-11-13,67.6
2017-11-14,66.2
2017-11-15,64.8
2017-11-16,66.3
2017-11-17,67.05
2017-11-20,67.55
2017-11-21,70.85
2017-11-22,69.65
2017-11-23,68.95
2017-11-24,70.25
2017-11-27,72.75
2017-11-28,72.6
2017-11-29,72.95
2017-11-30,72.0
2017-12-01,71.45
2017-12-04,69.8
2017-12-05,68.75
2017-12-06,68.6
2017-12-07,70.15
2017-12-08,71.65
2017-12-11,72.2
2017-12-12,71.85
2017-12-13,72.1
2017-12-14,70.25
2017-12-15,72.05
2017-12-18,71.55
2017-12-19,72.35
2017-12-20,71.8
2017-12-21,76.75
2017-12-22,74.9
2017-12-26,76.3
2017-12-27,82.4
2017-12-28,80.05
2017-12-29,82.5
