Date,DHANUKA
2017-01-02,746.45
2017-01-03,759.65
2017-01-04,764.05
2017-01-05,776.1
2017-01-06,775.45
2017-01-09,786.1
2017-01-10,786.75
2017-01-11,786.2
2017-01-12,769.45
2017-01-13,768.15
2017-01-16,772.3
2017-01-17,780.5
2017-01-18,756.95
2017-01-19,744.95
2017-01-20,731.45
2017-01-23,739.25
2017-01-24,737.45
2017-01-25,729.25
2017-01-27,747.8
2017-01-30,730.45
2017-01-31,687.45
2017-02-01,720.65
2017-02-02,730.15
2017-02-03,756.25
2017-02-06,758.35
2017-02-07,741.6
2017-02-08,758.4
2017-02-09,779.3
2017-02-10,778.95
2017-02-13,773.3
2017-02-14,767.1
2017-02-15,755.95
2017-02-16,764.8
2017-02-17,758.0
2017-02-20,774.5
2017-02-21,774.7
2017-02-22,768.45
2017-02-23,776.65
2017-02-27,774.05
2017-02-28,777.05
2017-03-01,782.15
2017-03-02,785.1
2017-03-03,782.15
2017-03-06,786.5
2017-03-07,780.2
2017-03-08,786.05
2017-03-09,788.15
2017-03-10,791.8
2017-03-14,794.75
2017-03-15,795.35
2017-03-16,794.55
2017-03-17,797.2
2017-03-20,815.8
2017-03-21,815.6
2017-03-22,792.05
2017-03-23,804.6
2017-03-24,812.25
2017-03-27,819.75
2017-03-28,801.8
2017-03-29,797.05
2017-03-30,793.0
2017-03-31,795.25
2017-04-03,795.55
2017-04-05,791.85
2017-04-06,789.1
2017-04-07,777.2
2017-04-10,786.55
2017-04-11,807.55
2017-04-12,815.65
2017-04-13,819.1
2017-04-17,813.65
2017-04-18,827.9
2017-04-19,829.95
2017-04-20,859.15
2017-04-21,875.45
2017-04-24,896.3
2017-04-25,889.1
2017-04-26,875.05
2017-04-27,868.85
2017-04-28,903.95
2017-05-02,916.5
2017-05-03,897.2
2017-05-04,896.95
2017-05-05,883.85
2017-05-08,894.65
2017-05-09,896.85
2017-05-10,898.65
2017-05-11,898.4
2017-05-12,910.65
2017-05-15,904.45
2017-05-16,898.1
2017-05-17,904.9
2017-05-18,879.35
2017-05-19,832.05
2017-05-22,794.15
2017-05-23,782.35
2017-05-24,767.6
2017-05-25,786.95
2017-05-26,786.45
2017-05-29,806.2
2017-05-30,843.6
2017-05-31,874.3
2017-06-01,888.05
2017-06-02,884.35
2017-06-05,903.25
2017-06-06,896.8
2017-06-07,893.65
2017-06-08,907.8
2017-06-09,919.05
2017-06-12,885.6
2017-06-13,895.75
2017-06-14,898.35
2017-06-15,897.7
2017-06-16,897.55
2017-06-19,889.9
2017-06-20,863.85
2017-06-21,872.35
2017-06-22,856.85
2017-06-23,865.5
2017-06-27,873.45
2017-06-28,847.35
2017-06-29,848.15
2017-06-30,839.85
2017-07-03,836.5
2017-07-04,835.85
2017-07-05,817.0
2017-07-06,818.1
2017-07-07,815.85
2017-07-10,822.85
2017-07-11,824.1
2017-07-12,814.7
2017-07-13,809.55
2017-07-14,798.55
2017-07-17,798.95
2017-07-18,805.95
2017-07-19,805.8
2017-07-20,821.8
2017-07-21,819.5
2017-07-24,810.15
2017-07-25,808.55
2017-07-26,783.1
2017-07-27,764.95
2017-07-28,750.3
2017-07-31,749.35
2017-08-01,758.1
2017-08-02,760.45
2017-08-03,759.55
2017-08-04,734.6
2017-08-07,755.7
2017-08-08,765.2
2017-08-09,776.9
2017-08-10,758.4
2017-08-11,730.6
2017-08-14,754.45
2017-08-16,744.55
2017-08-17,744.7
2017-08-18,733.6
2017-08-21,726.4
2017-08-22,708.95
2017-08-23,704.55
2017-08-24,699.8
2017-08-28,699.6
2017-08-29,694.25
2017-08-30,685.0
2017-08-31,687.6
2017-09-01,682.35
2017-09-04,681.1
2017-09-05,683.9
2017-09-06,684.2
2017-09-07,702.95
2017-09-08,696.7
2017-09-11,679.2
2017-09-12,673.1
2017-09-13,655.05
2017-09-14,694.4
2017-09-15,703.2
2017-09-18,687.3
2017-09-19,676.0
2017-09-20,685.0
2017-09-21,686.5
2017-09-22,679.15
2017-09-25,661.65
2017-09-26,654.7
2017-09-27,659.3
2017-09-28,676.55
2017-09-29,672.1
2017-10-03,672.15
2017-10-04,676.55
2017-10-05,667.15
2017-10-06,669.8
2017-10-09,662.7
2017-10-10,665.6
2017-10-11,674.8
2017-10-12,677.45
2017-10-13,672.45
2017-10-16,677.85
2017-10-17,673.9
2017-10-18,672.65
2017-10-19,671.9
2017-10-23,675.15
2017-10-24,666.5
2017-10-25,668.05
2017-10-26,660.35
2017-10-27,660.3
2017-10-30,648.2
2017-10-31,646.95
2017-11-01,638.95
2017-11-02,644.4
2017-11-03,648.75
2017-11-06,649.1
2017-11-07,645.4
2017-11-08,647.2
2017-11-09,649.5
2017-11-10,641.75
2017-11-13,651.45
2017-11-14,659.4
2017-11-15,663.95
2017-11-16,663.35
2017-11-17,670.15
2017-11-20,689.7
2017-11-21,667.05
2017-11-22,665.95
2017-11-23,666.6
2017-11-24,658.8
2017-11-27,651.4
2017-11-28,661.65
2017-11-29,679.3
2017-11-30,686.9
2017-12-01,692.3
2017-12-04,696.35
2017-12-05,690.15
2017-12-06,693.0
2017-12-07,684.85
2017-12-08,684.55
2017-12-11,680.75
2017-12-12,684.8
2017-12-13,689.65
2017-12-14,687.6
2017-12-15,697.75
2017-12-18,703.7
2017-12-19,707.3
2017-12-20,727.55
2017-12-21,729.4
2017-12-22,721.9
2017-12-26,723.65
2017-12-27,727.2
2017-12-28,729.85
2017-12-29,733.2
