Date,PFOCUS
2017-01-02,68.75
2017-01-03,69.05
2017-01-04,69.2
2017-01-05,71.5
2017-01-06,69.65
2017-01-09,69.85
2017-01-10,70.05
2017-01-11,73.7
2017-01-12,71.8
2017-01-13,73.6
2017-01-16,75.15
2017-01-17,74.7
2017-01-18,73.25
2017-01-19,82.1
2017-01-20,83.0
2017-01-23,82.9
2017-01-24,85.95
2017-01-25,88.9
2017-01-27,85.5
2017-01-30,85.1
2017-01-31,82.35
2017-02-01,84.3
2017-02-02,84.85
2017-02-03,84.25
2017-02-06,84.2
2017-02-07,82.8
2017-02-08,84.4
2017-02-09,84.65
2017-02-10,89.4
2017-02-13,89.05
2017-02-14,89.8
2017-02-15,85.95
2017-02-16,86.7
2017-02-17,86.7
2017-02-20,86.15
2017-02-21,85.85
2017-02-22,84.9
2017-02-23,84.45
2017-02-27,84.0
2017-02-28,84.9
2017-03-01,84.0
2017-03-02,83.2
2017-03-03,78.55
2017-03-06,82.9
2017-03-07,82.5
2017-03-08,79.95
2017-03-09,80.2
2017-03-10,80.05
2017-03-14,84.3
2017-03-15,82.75
2017-03-16,82.25
2017-03-17,80.9
2017-03-20,80.2
2017-03-21,80.7
2017-03-22,79.6
2017-03-23,79.4
2017-03-24,79.15
2017-03-27,82.95
2017-03-28,81.4
2017-03-29,84.6
2017-03-30,84.85
2017-03-31,83.9
2017-04-03,89.95
2017-04-05,93.8
2017-04-06,89.8
2017-04-07,90.45
2017-04-10,92.55
2017-04-11,95.2
2017-04-12,99.7
2017-04-13,115.25
2017-04-17,106.35
2017-04-18,104.15
2017-04-19,106.2
2017-04-20,104.5
2017-04-21,105.25
2017-04-24,109.2
2017-04-25,108.25
2017-04-26,107.5
2017-04-27,106.0
2017-04-28,104.3
2017-05-02,107.15
2017-05-03,108.1
2017-05-04,107.7
2017-05-05,105.8
2017-05-08,106.85
2017-05-09,107.35
2017-05-10,111.65
2017-05-11,113.8
2017-05-12,108.7
2017-05-15,113.2
2017-05-16,119.45
2017-05-17,116.95
2017-05-18,111.85
2017-05-19,113.95
2017-05-22,115.3
2017-05-23,104.7
2017-05-24,99.6
2017-05-25,108.9
2017-05-26,113.5
2017-05-29,109.0
2017-05-30,107.35
2017-05-31,112.45
2017-06-01,109.05
2017-06-02,110.05
2017-06-05,110.4
2017-06-06,111.25
2017-06-07,111.25
2017-06-08,109.75
2017-06-09,108.9
2017-06-12,106.1
2017-06-13,109.25
2017-06-14,108.05
2017-06-15,108.6
2017-06-16,112.6
2017-06-19,109.45
2017-06-20,108.5
2017-06-21,108.9
2017-06-22,107.8
2017-06-23,107.0
2017-06-27,105.95
2017-06-28,108.3
2017-06-29,108.9
2017-06-30,106.55
2017-07-03,108.1
2017-07-04,108.65
2017-07-05,109.9
2017-07-06,109.2
2017-07-07,108.35
2017-07-10,107.05
2017-07-11,114.0
2017-07-12,115.6
2017-07-13,113.3
2017-07-14,112.9
2017-07-17,110.95
2017-07-18,110.15
2017-07-19,114.5
2017-07-20,111.95
2017-07-21,114.4
2017-07-24,112.15
2017-07-25,111.15
2017-07-26,112.75
2017-07-27,111.05
2017-07-28,110.8
2017-07-31,111.2
2017-08-01,111.9
2017-08-02,112.95
2017-08-03,115.1
2017-08-04,114.45
2017-08-07,115.85
2017-08-08,113.15
2017-08-09,117.4
2017-08-10,108.95
2017-08-11,105.1
2017-08-14,105.2
2017-08-16,102.05
2017-08-17,104.0
2017-08-18,106.05
2017-08-21,104.2
2017-08-22,102.7
2017-08-23,103.0
2017-08-24,103.85
2017-08-28,103.05
2017-08-29,102.25
2017-08-30,103.4
2017-08-31,103.7
2017-09-01,102.6
2017-09-04,102.0
2017-09-05,101.65
2017-09-06,102.55
2017-09-07,101.95
2017-09-08,101.0
2017-09-11,101.15
2017-09-12,102.45
2017-09-13,99.0
2017-09-14,100.2
2017-09-15,100.95
2017-09-18,99.9
2017-09-19,99.4
2017-09-20,99.1
2017-09-21,100.5
2017-09-22,97.35
2017-09-25,93.1
2017-09-26,92.55
2017-09-27,92.7
2017-09-28,91.75
2017-09-29,91.75
2017-10-03,91.45
2017-10-04,91.65
2017-10-05,90.85
2017-10-06,90.95
2017-10-09,92.5
2017-10-10,92.8
2017-10-11,91.0
2017-10-12,92.1
2017-10-13,91.7
2017-10-16,89.7
2017-10-17,107.6
2017-10-18,109.75
2017-10-19,108.35
2017-10-23,103.7
2017-10-24,101.55
2017-10-25,100.4
2017-10-26,97.9
2017-10-27,96.5
2017-10-30,104.1
2017-10-31,102.5
2017-11-01,103.5
2017-11-02,104.05
2017-11-03,102.55
2017-11-06,101.45
2017-11-07,99.35
2017-11-08,99.1
2017-11-09,101.2
2017-11-10,100.55
2017-11-13,98.85
2017-11-14,98.6
2017-11-15,99.2
2017-11-16,99.4
2017-11-17,100.0
2017-11-20,101.8
2017-11-21,101.5
2017-11-22,101.5
2017-11-23,103.3
2017-11-24,102.45
2017-11-27,101.75
2017-11-28,104.25
2017-11-29,102.4
2017-11-30,99.3
2017-12-01,98.2
2017-12-04,100.55
2017-12-05,99.4
2017-12-06,100.25
2017-12-07,102.85
2017-12-08,112.05
2017-12-11,114.8
2017-12-12,108.0
2017-12-13,107.3
2017-12-14,105.3
2017-12-15,106.9
2017-12-18,105.6
2017-12-19,105.4
2017-12-20,104.15
2017-12-21,103.5
2017-12-22,115.3
2017-12-26,122.6
2017-12-27,118.25
2017-12-28,124.15
2017-12-29,125.3
