Date,GRAPHITE
2017-01-02,72.95
2017-01-03,73.3
2017-01-04,73.45
2017-01-05,74.5
2017-01-06,78.55
2017-01-09,91.25
2017-01-10,93.4
2017-01-11,94.0
2017-01-12,89.3
2017-01-13,92.85
2017-01-16,93.1
2017-01-17,97.5
2017-01-18,101.8
2017-01-19,102.3
2017-01-20,98.4
2017-01-23,97.0
2017-01-24,102.05
2017-01-25,100.25
2017-01-27,98.8
2017-01-30,97.0
2017-01-31,97.85
2017-02-01,99.1
2017-02-02,96.05
2017-02-03,102.1
2017-02-06,103.1
2017-02-07,103.1
2017-02-08,103.15
2017-02-09,104.65
2017-02-10,104.75
2017-02-13,102.65
2017-02-14,101.35
2017-02-15,98.8
2017-02-16,98.6
2017-02-17,101.45
2017-02-20,100.6
2017-02-21,99.55
2017-02-22,101.45
2017-02-23,102.65
2017-02-27,102.65
2017-02-28,105.05
2017-03-01,105.2
2017-03-02,102.05
2017-03-03,105.7
2017-03-06,104.6
2017-03-07,109.95
2017-03-08,110.8
2017-03-09,107.55
2017-03-10,108.6
2017-03-14,110.05
2017-03-15,106.75
2017-03-16,114.95
2017-03-17,112.55
2017-03-20,111.1
2017-03-21,107.35
2017-03-22,110.0
2017-03-23,110.85
2017-03-24,111.0
2017-03-27,111.45
2017-03-28,112.05
2017-03-29,110.05
2017-03-30,111.35
2017-03-31,112.1
2017-04-03,114.1
2017-04-05,134.05
2017-04-06,126.8
2017-04-07,121.3
2017-04-10,127.55
2017-04-11,125.9
2017-04-12,122.6
2017-04-13,122.7
2017-04-17,128.55
2017-04-18,125.15
2017-04-19,122.6
2017-04-20,124.5
2017-04-21,122.25
2017-04-24,125.0
2017-04-25,122.9
2017-04-26,119.35
2017-04-27,125.2
2017-04-28,124.15
2017-05-02,121.8
2017-05-03,122.35
2017-05-04,120.7
2017-05-05,116.85
2017-05-08,117.05
2017-05-09,120.2
2017-05-10,118.3
2017-05-11,117.75
2017-05-12,114.25
2017-05-15,116.45
2017-05-16,116.95
2017-05-17,115.05
2017-05-18,114.7
2017-05-19,113.55
2017-05-22,110.8
2017-05-23,112.2
2017-05-24,108.4
2017-05-25,110.9
2017-05-26,114.35
2017-05-29,111.9
2017-05-30,111.95
2017-05-31,115.6
2017-06-01,114.55
2017-06-02,114.8
2017-06-05,113.35
2017-06-06,111.05
2017-06-07,119.5
2017-06-08,117.8
2017-06-09,118.4
2017-06-12,118.15
2017-06-13,120.15
2017-06-14,121.3
2017-06-15,125.5
2017-06-16,125.85
2017-06-19,138.25
2017-06-20,143.9
2017-06-21,148.3
2017-06-22,155.65
2017-06-23,152.95
2017-06-27,155.6
2017-06-28,154.85
2017-06-29,161.95
2017-06-30,164.15
2017-07-03,184.5
2017-07-04,188.25
2017-07-05,185.75
2017-07-06,180.2
2017-07-07,173.5
2017-07-10,174.3
2017-07-11,176.75
2017-07-12,176.95
2017-07-13,177.8
2017-07-14,173.55
2017-07-17,170.6
2017-07-18,173.5
2017-07-19,176.9
2017-07-20,199.9
2017-07-21,195.0
2017-07-24,198.0
2017-07-25,193.95
2017-07-26,194.3
2017-07-27,189.8
2017-07-28,193.75
2017-07-31,205.95
2017-08-01,204.95
2017-08-02,209.8
2017-08-03,208.4
2017-08-04,219.1
2017-08-07,238.45
2017-08-08,235.15
2017-08-09,229.65
2017-08-10,238.35
2017-08-11,235.6
2017-08-14,241.05
2017-08-16,244.0
2017-08-17,270.2
2017-08-18,265.2
2017-08-21,253.1
2017-08-22,257.9
2017-08-23,258.3
2017-08-24,253.1
2017-08-28,255.3
2017-08-29,253.45
2017-08-30,267.25
2017-08-31,262.25
2017-09-01,265.0
2017-09-04,260.1
2017-09-05,261.9
2017-09-06,266.65
2017-09-07,263.6
2017-09-08,258.75
2017-09-11,262.0
2017-09-12,261.3
2017-09-13,254.4
2017-09-14,270.9
2017-09-15,325.05
2017-09-18,365.75
2017-09-19,372.35
2017-09-20,377.4
2017-09-21,379.85
2017-09-22,352.85
2017-09-25,330.05
2017-09-26,362.4
2017-09-27,356.9
2017-09-28,361.95
2017-09-29,371.7
2017-10-03,408.85
2017-10-04,449.7
2017-10-05,477.35
2017-10-06,470.75
2017-10-09,462.1
2017-10-10,464.5
2017-10-11,442.9
2017-10-12,448.15
2017-10-13,457.45
2017-10-16,451.35
2017-10-17,439.05
2017-10-18,454.7
2017-10-19,450.0
2017-10-23,454.1
2017-10-24,448.55
2017-10-25,443.75
2017-10-26,442.05
2017-10-27,450.75
2017-10-30,473.25
2017-10-31,496.9
2017-11-01,521.7
2017-11-02,547.75
2017-11-03,575.1
2017-11-06,603.85
2017-11-07,614.45
2017-11-08,583.75
2017-11-09,597.55
2017-11-10,586.85
2017-11-13,616.15
2017-11-14,642.1
2017-11-15,610.0
2017-11-16,632.55
2017-11-17,601.55
2017-11-20,580.55
2017-11-21,552.5
2017-11-22,580.1
2017-11-23,596.1
2017-11-24,579.75
2017-11-27,583.75
2017-11-28,587.4
2017-11-29,599.9
2017-11-30,597.1
2017-12-01,581.8
2017-12-04,553.4
2017-12-05,581.05
2017-12-06,585.05
2017-12-07,629.95
2017-12-08,659.7
2017-12-11,634.35
2017-12-12,653.65
2017-12-13,631.7
2017-12-14,633.2
2017-12-15,664.9
2017-12-18,658.6
2017-12-19,659.65
2017-12-20,640.8
2017-12-21,638.7
2017-12-22,662.55
2017-12-26,675.4
2017-12-27,670.8
2017-12-28,679.5
2017-12-29,710.2
