Date,WSTCSTPAPR
2017-01-02,131.15
2017-01-03,132.05
2017-01-04,133.15
2017-01-05,136.6
2017-01-06,133.75
2017-01-09,133.95
2017-01-10,133.05
2017-01-11,138.1
2017-01-12,136.4
2017-01-13,137.3
2017-01-16,136.75
2017-01-17,137.6
2017-01-18,143.05
2017-01-19,144.9
2017-01-20,138.6
2017-01-23,138.95
2017-01-24,138.25
2017-01-25,137.4
2017-01-27,135.95
2017-01-30,138.35
2017-01-31,135.05
2017-02-01,137.35
2017-02-02,133.95
2017-02-03,134.35
2017-02-06,153.25
2017-02-07,151.4
2017-02-08,152.1
2017-02-09,159.6
2017-02-10,163.9
2017-02-13,158.75
2017-02-14,159.5
2017-02-15,154.8
2017-02-16,160.7
2017-02-17,171.05
2017-02-20,171.55
2017-02-21,173.0
2017-02-22,175.85
2017-02-23,177.7
2017-02-27,183.6
2017-02-28,182.25
2017-03-01,182.6
2017-03-02,174.4
2017-03-03,167.95
2017-03-06,174.65
2017-03-07,178.65
2017-03-08,175.15
2017-03-09,178.85
2017-03-10,179.45
2017-03-14,176.1
2017-03-15,176.55
2017-03-16,176.6
2017-03-17,173.75
2017-03-20,173.95
2017-03-21,173.8
2017-03-22,169.85
2017-03-23,172.4
2017-03-24,181.0
2017-03-27,184.3
2017-03-28,180.2
2017-03-29,177.9
2017-03-30,176.2
2017-03-31,175.3
2017-04-03,177.3
2017-04-05,178.5
2017-04-06,191.1
2017-04-07,188.15
2017-04-10,200.85
2017-04-11,203.15
2017-04-12,205.15
2017-04-13,201.45
2017-04-17,203.15
2017-04-18,202.45
2017-04-19,202.65
2017-04-20,203.0
2017-04-21,201.65
2017-04-24,201.95
2017-04-25,201.8
2017-04-26,200.6
2017-04-27,198.25
2017-04-28,199.3
2017-05-02,198.5
2017-05-03,195.9
2017-05-04,197.2
2017-05-05,194.85
2017-05-08,192.7
2017-05-09,194.6
2017-05-10,203.8
2017-05-11,199.5
2017-05-12,194.85
2017-05-15,196.7
2017-05-16,195.1
2017-05-17,195.0
2017-05-18,190.4
2017-05-19,185.15
2017-05-22,185.1
2017-05-23,183.05
2017-05-24,172.25
2017-05-25,189.2
2017-05-26,204.75
2017-05-29,199.55
2017-05-30,196.85
2017-05-31,196.45
2017-06-01,199.55
2017-06-02,199.9
2017-06-05,199.0
2017-06-06,197.05
2017-06-07,196.45
2017-06-08,192.8
2017-06-09,193.3
2017-06-12,200.2
2017-06-13,196.6
2017-06-14,198.75
2017-06-15,195.6
2017-06-16,192.9
2017-06-19,192.3
2017-06-20,201.55
2017-06-21,201.45
2017-06-22,198.45
2017-06-23,194.0
2017-06-27,192.4
2017-06-28,190.05
2017-06-29,193.4
2017-06-30,193.1
2017-07-03,195.15
2017-07-04,198.0
2017-07-05,195.1
2017-07-06,194.5
2017-07-07,194.25
2017-07-10,194.45
2017-07-11,194.8
2017-07-12,195.7
2017-07-13,199.15
2017-07-14,195.75
2017-07-17,201.2
2017-07-18,199.45
2017-07-19,197.25
2017-07-20,198.45
2017-07-21,197.1
2017-07-24,195.65
2017-07-25,198.4
2017-07-26,196.6
2017-07-27,198.0
2017-07-28,201.3
2017-07-31,201.65
2017-08-01,207.6
2017-08-02,201.8
2017-08-03,199.15
2017-08-04,199.55
2017-08-07,198.5
2017-08-08,199.9
2017-08-09,187.8
2017-08-10,180.7
2017-08-11,178.35
2017-08-14,186.6
2017-08-16,191.7
2017-08-17,189.4
2017-08-18,190.65
2017-08-21,188.15
2017-08-22,185.8
2017-08-23,186.45
2017-08-24,186.55
2017-08-28,183.9
2017-08-29,182.55
2017-08-30,183.55
2017-08-31,183.65
2017-09-01,183.7
2017-09-04,179.6
2017-09-05,184.95
2017-09-06,182.75
2017-09-07,182.55
2017-09-08,183.95
2017-09-11,186.0
2017-09-12,192.05
2017-09-13,188.1
2017-09-14,187.85
2017-09-15,185.75
2017-09-18,188.25
2017-09-19,184.65
2017-09-20,184.05
2017-09-21,180.95
2017-09-22,180.4
2017-09-25,178.3
2017-09-26,178.45
2017-09-27,175.1
2017-09-28,173.4
2017-09-29,174.15
2017-10-03,178.2
2017-10-04,183.1
2017-10-05,182.05
2017-10-06,179.55
2017-10-09,177.25
2017-10-10,179.5
2017-10-11,183.3
2017-10-12,182.95
2017-10-13,182.05
2017-10-16,180.55
2017-10-17,182.25
2017-10-18,183.45
2017-10-19,183.2
2017-10-23,180.3
2017-10-24,182.45
2017-10-25,180.8
2017-10-26,181.6
2017-10-27,180.45
2017-10-30,181.05
2017-10-31,186.45
2017-11-01,186.2
2017-11-02,191.3
2017-11-03,194.45
2017-11-06,200.2
2017-11-07,208.9
2017-11-08,216.5
2017-11-09,214.7
2017-11-10,205.65
2017-11-13,206.3
2017-11-14,207.05
2017-11-15,200.7
2017-11-16,204.75
2017-11-17,205.6
2017-11-20,212.3
2017-11-21,213.85
2017-11-22,210.8
2017-11-23,211.3
2017-11-24,207.8
2017-11-27,229.85
2017-11-28,233.05
2017-11-29,232.2
2017-11-30,226.7
2017-12-01,231.5
2017-12-04,233.75
2017-12-05,234.3
2017-12-06,234.5
2017-12-07,248.25
2017-12-08,287.2
2017-12-11,303.6
2017-12-12,286.55
2017-12-13,290.4
2017-12-14,288.55
2017-12-15,283.55
2017-12-18,276.8
2017-12-19,295.3
2017-12-20,299.2
2017-12-21,320.1
2017-12-22,333.2
2017-12-26,327.85
2017-12-27,316.8
2017-12-28,310.8
2017-12-29,318.35
