Date,SREINFRA
2017-01-02,78.05
2017-01-03,79.95
2017-01-04,78.5
2017-01-05,79.15
2017-01-06,80.6
2017-01-09,81.0
2017-01-10,82.6
2017-01-11,84.3
2017-01-12,82.05
2017-01-13,88.25
2017-01-16,88.1
2017-01-17,87.6
2017-01-18,85.8
2017-01-19,84.3
2017-01-20,82.95
2017-01-23,87.6
2017-01-24,86.85
2017-01-25,87.85
2017-01-27,86.95
2017-01-30,89.9
2017-01-31,87.05
2017-02-01,89.05
2017-02-02,92.1
2017-02-03,96.5
2017-02-06,98.1
2017-02-07,94.65
2017-02-08,93.85
2017-02-09,93.55
2017-02-10,94.95
2017-02-13,93.25
2017-02-14,93.15
2017-02-15,94.75
2017-02-16,95.6
2017-02-17,98.1
2017-02-20,98.4
2017-02-21,97.75
2017-02-22,94.55
2017-02-23,95.05
2017-02-27,93.35
2017-02-28,92.6
2017-03-01,93.05
2017-03-02,90.05
2017-03-03,90.9
2017-03-06,93.8
2017-03-07,93.3
2017-03-08,93.3
2017-03-09,92.0
2017-03-10,91.3
2017-03-14,92.6
2017-03-15,94.1
2017-03-16,93.7
2017-03-17,96.0
2017-03-20,97.3
2017-03-21,93.05
2017-03-22,89.85
2017-03-23,88.95
2017-03-24,86.0
2017-03-27,83.5
2017-03-28,85.5
2017-03-29,83.0
2017-03-30,80.9
2017-03-31,82.95
2017-04-03,85.8
2017-04-05,84.2
2017-04-06,83.15
2017-04-07,82.4
2017-04-10,83.55
2017-04-11,84.9
2017-04-12,83.3
2017-04-13,82.55
2017-04-17,83.7
2017-04-18,82.7
2017-04-19,83.7
2017-04-20,87.2
2017-04-21,85.95
2017-04-24,90.5
2017-04-25,91.45
2017-04-26,89.25
2017-04-27,89.1
2017-04-28,90.6
2017-05-02,94.3
2017-05-03,103.35
2017-05-04,104.95
2017-05-05,103.65
2017-05-08,110.05
2017-05-09,106.5
2017-05-10,112.85
2017-05-11,109.25
2017-05-12,114.05
2017-05-15,114.0
2017-05-16,112.15
2017-05-17,109.15
2017-05-18,105.35
2017-05-19,99.6
2017-05-22,97.25
2017-05-23,102.15
2017-05-24,98.5
2017-05-25,100.45
2017-05-26,104.95
2017-05-29,103.15
2017-05-30,102.5
2017-05-31,104.75
2017-06-01,104.5
2017-06-02,105.05
2017-06-05,104.6
2017-06-06,103.5
2017-06-07,105.4
2017-06-08,110.05
2017-06-09,114.8
2017-06-12,110.5
2017-06-13,109.65
2017-06-14,109.25
2017-06-15,110.95
2017-06-16,109.3
2017-06-19,110.65
2017-06-20,116.8
2017-06-21,118.15
2017-06-22,120.0
2017-06-23,116.4
2017-06-27,113.8
2017-06-28,112.9
2017-06-29,117.2
2017-06-30,116.0
2017-07-03,113.75
2017-07-04,113.25
2017-07-05,113.4
2017-07-06,114.4
2017-07-07,114.1
2017-07-10,116.3
2017-07-11,113.85
2017-07-12,115.05
2017-07-13,113.9
2017-07-14,113.95
2017-07-17,126.2
2017-07-18,124.15
2017-07-19,126.6
2017-07-20,131.9
2017-07-21,137.1
2017-07-24,132.2
2017-07-25,128.9
2017-07-26,123.9
2017-07-27,119.15
2017-07-28,119.0
2017-07-31,117.05
2017-08-01,122.45
2017-08-02,121.05
2017-08-03,119.25
2017-08-04,119.65
2017-08-07,119.95
2017-08-08,115.7
2017-08-09,114.75
2017-08-10,108.6
2017-08-11,110.5
2017-08-14,118.8
2017-08-16,119.8
2017-08-17,120.6
2017-08-18,119.8
2017-08-21,119.35
2017-08-22,118.35
2017-08-23,118.75
2017-08-24,120.35
2017-08-28,120.65
2017-08-29,120.9
2017-08-30,122.85
2017-08-31,128.25
2017-09-01,124.85
2017-09-04,120.0
2017-09-05,121.9
2017-09-06,119.6
2017-09-07,110.85
2017-09-08,117.8
2017-09-11,112.7
2017-09-12,113.2
2017-09-13,111.4
2017-09-14,109.8
2017-09-15,109.85
2017-09-18,112.85
2017-09-19,108.5
2017-09-20,106.15
2017-09-21,104.75
2017-09-22,101.4
2017-09-25,103.55
2017-09-26,104.35
2017-09-27,100.8
2017-09-28,102.7
2017-09-29,102.55
2017-10-03,103.6
2017-10-04,105.05
2017-10-05,103.75
2017-10-06,105.4
2017-10-09,107.65
2017-10-10,111.35
2017-10-11,113.3
2017-10-12,113.95
2017-10-13,112.0
2017-10-16,109.45
2017-10-17,116.2
2017-10-18,116.95
2017-10-19,114.7
2017-10-23,115.55
2017-10-24,121.4
2017-10-25,121.4
2017-10-26,117.25
2017-10-27,115.05
2017-10-30,114.25
2017-10-31,114.7
2017-11-01,115.4
2017-11-02,115.35
2017-11-03,115.55
2017-11-06,117.0
2017-11-07,110.0
2017-11-08,105.95
2017-11-09,105.6
2017-11-10,104.35
2017-11-13,102.0
2017-11-14,100.9
2017-11-15,96.3
2017-11-16,98.8
2017-11-17,99.55
2017-11-20,101.4
2017-11-21,101.4
2017-11-22,101.2
2017-11-23,101.45
2017-11-24,103.1
2017-11-27,107.35
2017-11-28,109.0
2017-11-29,109.1
2017-11-30,102.1
2017-12-01,100.6
2017-12-04,98.85
2017-12-05,99.45
2017-12-06,98.55
2017-12-07,100.05
2017-12-08,100.3
2017-12-11,99.9
2017-12-12,99.0
2017-12-13,96.15
2017-12-14,96.75
2017-12-15,97.35
2017-12-18,96.55
2017-12-19,97.1
2017-12-20,97.4
2017-12-21,100.35
2017-12-22,101.05
2017-12-26,100.8
2017-12-27,99.7
2017-12-28,98.8
2017-12-29,99.9
