Date,JSWHL
2017-01-02,1358.7
2017-01-03,1366.6
2017-01-04,1393.55
2017-01-05,1422.5
2017-01-06,1413.3
2017-01-09,1421.55
2017-01-10,1433.2
2017-01-11,1468.55
2017-01-12,1461.45
2017-01-13,1452.65
2017-01-16,1467.05
2017-01-17,1472.8
2017-01-18,1466.75
2017-01-19,1474.55
2017-01-20,1476.35
2017-01-23,1497.3
2017-01-24,1503.7
2017-01-25,1500.45
2017-01-27,1491.5
2017-01-30,1504.7
2017-01-31,1504.85
2017-02-01,1484.2
2017-02-02,1478.6
2017-02-03,1494.6
2017-02-06,1492.85
2017-02-07,1513.15
2017-02-08,1516.95
2017-02-09,1529.9
2017-02-10,1524.1
2017-02-13,1510.95
2017-02-14,1511.55
2017-02-15,1494.95
2017-02-16,1511.2
2017-02-17,1515.55
2017-02-20,1510.7
2017-02-21,1562.65
2017-02-22,1513.9
2017-02-23,1512.75
2017-02-27,1512.8
2017-02-28,1524.4
2017-03-01,1520.2
2017-03-02,1506.25
2017-03-03,1525.55
2017-03-06,1525.1
2017-03-07,1530.85
2017-03-08,1510.7
2017-03-09,1524.95
2017-03-10,1529.2
2017-03-14,1510.45
2017-03-15,1526.45
2017-03-16,1615.65
2017-03-17,1555.85
2017-03-20,1547.25
2017-03-21,1526.9
2017-03-22,1523.55
2017-03-23,1515.9
2017-03-24,1514.8
2017-03-27,1522.7
2017-03-28,1505.5
2017-03-29,1506.85
2017-03-30,1513.5
2017-03-31,1529.15
2017-04-03,1524.8
2017-04-05,1554.65
2017-04-06,1592.0
2017-04-07,1568.3
2017-04-10,1569.9
2017-04-11,1580.65
2017-04-12,1574.85
2017-04-13,1550.45
2017-04-17,1547.45
2017-04-18,1545.05
2017-04-19,1541.1
2017-04-20,1545.5
2017-04-21,1540.65
2017-04-24,1566.4
2017-04-25,1569.55
2017-04-26,1578.5
2017-04-27,1568.8
2017-04-28,1580.15
2017-05-02,1570.15
2017-05-03,1599.0
2017-05-04,1585.1
2017-05-05,1598.8
2017-05-08,1583.85
2017-05-09,1600.4
2017-05-10,1616.15
2017-05-11,1614.0
2017-05-12,1600.95
2017-05-15,1605.8
2017-05-16,1606.8
2017-05-17,1655.25
2017-05-18,1638.0
2017-05-19,1661.2
2017-05-22,1666.65
2017-05-23,1658.6
2017-05-24,1626.8
2017-05-25,1670.7
2017-05-26,1729.1
2017-05-29,1677.8
2017-05-30,1668.95
2017-05-31,1674.4
2017-06-01,1672.85
2017-06-02,1679.15
2017-06-05,1664.45
2017-06-06,1669.7
2017-06-07,1701.75
2017-06-08,1718.05
2017-06-09,1728.65
2017-06-12,1715.1
2017-06-13,1695.85
2017-06-14,1700.4
2017-06-15,1684.4
2017-06-16,1709.15
2017-06-19,1710.75
2017-06-20,1699.2
2017-06-21,1690.3
2017-06-22,1700.65
2017-06-23,1676.45
2017-06-27,1697.7
2017-06-28,1708.95
2017-06-29,1733.1
2017-06-30,1735.3
2017-07-03,1728.85
2017-07-04,1723.2
2017-07-05,1729.55
2017-07-06,1729.05
2017-07-07,1761.4
2017-07-10,1736.35
2017-07-11,1737.75
2017-07-12,1744.7
2017-07-13,1736.75
2017-07-14,1713.65
2017-07-17,1730.5
2017-07-18,1710.0
2017-07-19,1714.15
2017-07-20,1748.45
2017-07-21,1733.95
2017-07-24,1744.55
2017-07-25,1725.35
2017-07-26,1754.7
2017-07-27,1741.05
2017-07-28,1752.0
2017-07-31,1733.2
2017-08-01,1736.5
2017-08-02,1742.05
2017-08-03,1903.8
2017-08-04,1878.25
2017-08-07,1879.2
2017-08-08,1824.55
2017-08-09,1816.3
2017-08-10,1730.7
2017-08-11,1740.45
2017-08-14,1735.7
2017-08-16,1731.2
2017-08-17,1734.15
2017-08-18,1752.25
2017-08-21,1742.45
2017-08-22,1747.85
2017-08-23,1756.25
2017-08-24,1742.95
2017-08-28,1770.9
2017-08-29,1770.3
2017-08-30,1805.4
2017-08-31,1897.8
2017-09-01,1920.55
2017-09-04,1901.15
2017-09-05,1902.4
2017-09-06,1928.6
2017-09-07,1899.55
2017-09-08,1893.55
2017-09-11,1960.3
2017-09-12,1972.7
2017-09-13,1909.15
2017-09-14,1940.9
2017-09-15,1905.1
2017-09-18,1920.75
2017-09-19,1903.0
2017-09-20,1922.3
2017-09-21,1902.05
2017-09-22,1909.15
2017-09-25,1871.05
2017-09-26,1864.2
2017-09-27,1798.3
2017-09-28,1783.4
2017-09-29,1839.1
2017-10-03,1863.25
2017-10-04,1861.05
2017-10-05,1845.25
2017-10-06,1910.55
2017-10-09,1918.95
2017-10-10,1903.5
2017-10-11,1904.2
2017-10-12,1910.0
2017-10-13,1903.75
2017-10-16,1892.7
2017-10-17,1910.9
2017-10-18,1890.5
2017-10-19,1885.35
