Date,MAHINDCIE
2017-01-02,182.75
2017-01-03,182.6
2017-01-04,181.8
2017-01-05,187.6
2017-01-06,188.75
2017-01-09,189.5
2017-01-10,190.55
2017-01-11,195.9
2017-01-12,195.8
2017-01-13,201.05
2017-01-16,196.45
2017-01-17,196.95
2017-01-18,196.6
2017-01-19,204.55
2017-01-20,196.2
2017-01-23,194.8
2017-01-24,194.95
2017-01-25,194.9
2017-01-27,193.95
2017-01-30,191.1
2017-01-31,191.3
2017-02-01,193.05
2017-02-02,196.45
2017-02-03,197.9
2017-02-06,194.6
2017-02-07,194.05
2017-02-08,194.6
2017-02-09,195.3
2017-02-10,198.85
2017-02-13,196.95
2017-02-14,197.05
2017-02-15,194.85
2017-02-16,199.65
2017-02-17,200.05
2017-02-20,203.5
2017-02-21,209.55
2017-02-22,205.35
2017-02-23,201.8
2017-02-27,206.35
2017-02-28,200.15
2017-03-01,200.85
2017-03-02,199.6
2017-03-03,201.3
2017-03-06,201.8
2017-03-07,200.3
2017-03-08,202.15
2017-03-09,204.95
2017-03-10,206.6
2017-03-14,210.7
2017-03-15,207.9
2017-03-16,206.35
2017-03-17,211.75
2017-03-20,212.75
2017-03-21,208.8
2017-03-22,206.15
2017-03-23,203.3
2017-03-24,199.6
2017-03-27,201.15
2017-03-28,199.9
2017-03-29,208.3
2017-03-30,207.6
2017-03-31,212.5
2017-04-03,226.65
2017-04-05,220.9
2017-04-06,223.7
2017-04-07,217.25
2017-04-10,222.05
2017-04-11,224.8
2017-04-12,220.6
2017-04-13,223.7
2017-04-17,225.0
2017-04-18,225.1
2017-04-19,225.3
2017-04-20,226.25
2017-04-21,223.25
2017-04-24,218.8
2017-04-25,223.15
2017-04-26,221.2
2017-04-27,226.2
2017-04-28,244.7
2017-05-02,238.65
2017-05-03,240.65
2017-05-04,252.1
2017-05-05,243.45
2017-05-08,246.2
2017-05-09,244.65
2017-05-10,246.5
2017-05-11,242.25
2017-05-12,240.15
2017-05-15,245.35
2017-05-16,246.75
2017-05-17,244.2
2017-05-18,243.8
2017-05-19,247.4
2017-05-22,237.15
2017-05-23,233.85
2017-05-24,240.85
2017-05-25,239.25
2017-05-26,244.15
2017-05-29,240.05
2017-05-30,236.6
2017-05-31,242.1
2017-06-01,247.1
2017-06-02,246.8
2017-06-05,248.5
2017-06-06,250.55
2017-06-07,247.65
2017-06-08,244.95
2017-06-09,244.9
2017-06-12,242.55
2017-06-13,240.1
2017-06-14,242.25
2017-06-15,242.1
2017-06-16,238.05
2017-06-19,240.1
2017-06-20,241.85
2017-06-21,239.5
2017-06-22,237.1
2017-06-23,232.05
2017-06-27,230.0
2017-06-28,229.4
2017-06-29,232.25
2017-06-30,243.8
2017-07-03,242.9
2017-07-04,240.25
2017-07-05,244.75
2017-07-06,238.45
2017-07-07,238.2
2017-07-10,236.3
2017-07-11,240.3
2017-07-12,241.6
2017-07-13,244.75
2017-07-14,238.85
2017-07-17,243.0
2017-07-18,241.55
2017-07-19,248.6
2017-07-20,244.75
2017-07-21,245.15
2017-07-24,249.7
2017-07-25,251.85
2017-07-26,252.15
2017-07-27,248.45
2017-07-28,251.7
2017-07-31,250.35
2017-08-01,248.8
2017-08-02,246.1
2017-08-03,241.95
2017-08-04,245.05
2017-08-07,250.7
2017-08-08,243.35
2017-08-09,239.15
2017-08-10,236.05
2017-08-11,231.55
2017-08-14,238.7
2017-08-16,236.55
2017-08-17,238.3
2017-08-18,236.05
2017-08-21,234.05
2017-08-22,241.1
2017-08-23,240.6
2017-08-24,240.8
2017-08-28,240.8
2017-08-29,239.9
2017-08-30,237.8
2017-08-31,240.75
2017-09-01,237.85
2017-09-04,237.05
2017-09-05,237.3
2017-09-06,237.7
2017-09-07,236.6
2017-09-08,236.1
2017-09-11,240.5
2017-09-12,241.4
2017-09-13,245.2
2017-09-14,241.5
2017-09-15,242.5
2017-09-18,240.25
2017-09-19,247.8
2017-09-20,244.3
2017-09-21,239.35
2017-09-22,239.55
2017-09-25,234.5
2017-09-26,233.05
2017-09-27,224.5
2017-09-28,231.5
2017-09-29,239.55
2017-10-03,236.4
2017-10-04,230.35
2017-10-05,241.5
2017-10-06,240.65
2017-10-09,234.25
2017-10-10,239.8
2017-10-11,234.9
2017-10-12,236.1
2017-10-13,236.4
2017-10-16,233.65
2017-10-17,233.0
2017-10-18,234.2
2017-10-19,235.5
2017-10-23,239.15
2017-10-24,243.25
2017-10-25,251.85
2017-10-26,246.3
2017-10-27,244.85
2017-10-30,248.65
2017-10-31,250.25
2017-11-01,249.5
2017-11-02,246.85
2017-11-03,252.5
2017-11-06,248.95
2017-11-07,245.3
2017-11-08,244.45
2017-11-09,245.4
2017-11-10,244.2
2017-11-13,242.3
2017-11-14,241.8
2017-11-15,237.3
2017-11-16,238.4
2017-11-17,239.0
2017-11-20,238.75
2017-11-21,235.2
2017-11-22,240.25
2017-11-23,246.3
2017-11-24,245.35
2017-11-27,243.65
2017-11-28,256.75
2017-11-29,250.25
2017-11-30,245.4
2017-12-01,241.6
2017-12-04,240.6
2017-12-05,235.8
2017-12-06,236.85
2017-12-07,240.25
2017-12-08,239.1
2017-12-11,240.05
2017-12-12,240.45
2017-12-13,240.15
2017-12-14,238.85
2017-12-15,238.95
2017-12-18,242.5
2017-12-19,243.75
2017-12-20,248.15
2017-12-21,246.15
2017-12-22,250.25
2017-12-26,259.65
2017-12-27,250.35
2017-12-28,259.25
2017-12-29,258.15
