Date,OMKARCHEM
2017-01-02,162.8
2017-01-03,165.8
2017-01-04,167.4
2017-01-05,167.25
2017-01-06,170.65
2017-01-09,167.9
2017-01-10,165.7
2017-01-11,164.3
2017-01-12,163.05
2017-01-13,164.35
2017-01-16,163.35
2017-01-17,162.4
2017-01-18,160.3
2017-01-19,159.9
2017-01-20,162.75
2017-01-23,162.35
2017-01-24,161.4
2017-01-25,162.2
2017-01-27,163.45
2017-01-30,161.15
2017-01-31,158.75
2017-02-01,159.2
2017-02-02,159.1
2017-02-03,159.15
2017-02-06,160.0
2017-02-07,162.0
2017-02-08,164.7
2017-02-09,165.2
2017-02-10,165.9
2017-02-13,163.2
2017-02-14,164.5
2017-02-15,162.2
2017-02-16,161.4
2017-02-17,164.9
2017-02-20,161.4
2017-02-21,161.2
2017-02-22,160.6
2017-02-23,160.1
2017-02-27,159.7
2017-02-28,158.5
2017-03-01,158.75
2017-03-02,159.4
2017-03-03,157.55
2017-03-06,157.8
2017-03-07,157.15
2017-03-08,157.3
2017-03-09,155.85
2017-03-10,155.25
2017-03-14,156.75
2017-03-15,155.4
2017-03-16,155.55
2017-03-17,155.65
2017-03-20,157.25
2017-03-21,155.9
2017-03-22,157.4
2017-03-23,154.95
2017-03-24,153.15
2017-03-27,152.8
2017-03-28,153.05
2017-03-29,156.3
2017-03-30,155.0
2017-03-31,153.05
2017-04-03,158.6
2017-04-05,159.8
2017-04-06,157.55
2017-04-07,157.4
2017-04-10,156.75
2017-04-11,167.9
2017-04-12,164.95
2017-04-13,175.5
2017-04-17,178.05
2017-04-18,172.45
2017-04-19,172.65
2017-04-20,173.0
2017-04-21,173.35
2017-04-24,177.1
2017-04-25,173.2
2017-04-26,170.4
2017-04-27,169.25
2017-04-28,167.2
2017-05-02,180.55
2017-05-03,177.9
2017-05-04,185.6
2017-05-05,190.05
2017-05-08,200.05
2017-05-09,199.75
2017-05-10,198.9
2017-05-11,195.95
2017-05-12,191.95
2017-05-15,196.65
2017-05-16,194.3
2017-05-17,195.3
2017-05-18,194.3
2017-05-19,194.65
2017-05-22,185.05
2017-05-23,174.75
2017-05-24,174.0
2017-05-25,189.6
2017-05-26,192.4
2017-05-29,182.45
2017-05-30,182.95
2017-05-31,180.5
2017-06-01,191.9
2017-06-02,191.7
2017-06-05,197.25
2017-06-06,196.25
2017-06-07,198.05
2017-06-08,190.8
2017-06-09,196.0
2017-06-27,78.6
2017-06-28,76.15
2017-06-29,76.45
2017-06-30,78.25
2017-07-03,92.75
2017-07-04,86.7
2017-07-05,88.55
2017-07-06,96.75
2017-07-07,97.55
2017-07-10,105.6
2017-07-11,102.1
2017-07-12,101.6
2017-07-13,110.3
2017-07-14,116.35
2017-07-17,110.4
2017-07-18,102.65
2017-07-19,103.85
2017-07-20,97.5
2017-07-21,95.4
2017-07-24,96.15
2017-07-25,94.1
2017-07-26,92.2
2017-07-27,92.3
2017-07-28,89.95
2017-07-31,89.2
2017-08-01,89.3
2017-08-02,87.05
2017-08-03,86.35
2017-08-04,84.9
2017-08-07,85.95
2017-08-08,82.1
2017-08-09,78.95
2017-08-10,76.95
2017-08-11,75.95
2017-08-14,80.45
2017-08-16,87.85
2017-08-17,89.2
2017-08-18,87.2
2017-08-21,88.1
2017-08-22,87.45
2017-08-23,88.25
2017-08-24,87.85
2017-08-28,86.0
2017-08-29,85.6
2017-08-30,86.45
2017-08-31,87.65
2017-09-01,87.45
2017-09-04,90.15
2017-09-05,88.6
2017-09-06,87.8
2017-09-07,88.15
2017-09-08,87.45
2017-09-11,87.7
2017-09-12,87.55
2017-09-13,85.65
2017-09-14,87.05
2017-09-15,86.0
2017-09-18,84.3
2017-09-19,85.05
2017-09-20,85.0
2017-09-21,82.65
2017-09-22,79.7
2017-09-25,77.55
2017-09-26,80.15
2017-09-27,76.15
2017-09-28,75.65
2017-09-29,76.95
2017-10-03,75.9
2017-10-04,85.8
2017-10-05,83.1
2017-10-06,84.65
2017-10-09,83.75
2017-10-10,84.5
2017-10-11,84.9
2017-10-12,83.0
2017-10-13,82.75
2017-10-16,81.15
2017-10-17,81.8
2017-10-18,81.2
2017-10-19,81.0
2017-10-23,78.2
2017-10-24,79.2
2017-10-25,78.75
2017-10-26,77.85
2017-10-27,79.05
2017-10-30,79.55
2017-10-31,78.85
2017-11-01,78.2
2017-11-02,77.9
2017-11-03,81.35
2017-11-06,79.4
2017-11-07,77.0
2017-11-08,76.2
2017-11-09,76.55
2017-11-10,76.0
2017-11-13,77.35
2017-11-14,75.9
2017-11-15,73.85
2017-11-16,73.4
2017-11-17,73.95
2017-11-20,74.3
2017-11-21,75.4
2017-11-22,78.95
2017-11-23,77.05
2017-11-24,76.25
2017-11-27,77.2
2017-11-28,77.75
2017-11-29,76.1
2017-11-30,75.65
2017-12-01,75.0
2017-12-04,74.7
2017-12-05,74.05
2017-12-06,73.5
2017-12-07,73.9
2017-12-08,76.5
2017-12-11,77.3
2017-12-12,75.45
2017-12-13,74.55
2017-12-14,73.7
2017-12-15,73.95
2017-12-18,72.75
2017-12-19,71.95
2017-12-20,73.0
2017-12-21,74.2
2017-12-22,73.9
2017-12-26,73.25
2017-12-27,73.65
2017-12-28,73.7
2017-12-29,73.5
