Date,SWELECTES
2017-01-02,327.85
2017-01-03,337.45
2017-01-04,332.15
2017-01-05,339.1
2017-01-06,332.6
2017-01-09,340.5
2017-01-10,341.35
2017-01-11,342.05
2017-01-12,338.05
2017-01-13,343.7
2017-01-16,363.95
2017-01-17,363.8
2017-01-18,368.0
2017-01-19,362.55
2017-01-20,367.65
2017-01-23,374.4
2017-01-24,378.15
2017-01-25,377.7
2017-01-27,377.95
2017-01-30,381.05
2017-01-31,382.15
2017-02-01,377.35
2017-02-02,376.1
2017-02-03,378.5
2017-02-06,373.05
2017-02-07,370.8
2017-02-08,362.5
2017-02-09,368.5
2017-02-10,371.05
2017-02-13,356.9
2017-02-14,349.45
2017-02-15,343.25
2017-02-16,345.05
2017-02-17,345.3
2017-02-20,345.25
2017-02-21,345.45
2017-02-22,348.8
2017-02-23,337.55
2017-02-27,338.6
2017-02-28,341.55
2017-03-01,350.15
2017-03-02,343.35
2017-03-03,345.45
2017-03-06,343.4
2017-03-07,350.85
2017-03-08,339.1
2017-03-09,338.95
2017-03-10,341.95
2017-03-14,345.6
2017-03-15,339.85
2017-03-16,340.05
2017-03-17,338.4
2017-03-20,338.55
2017-03-21,340.2
2017-03-22,334.35
2017-03-23,334.2
2017-03-24,334.6
2017-03-27,338.5
2017-03-28,336.7
2017-03-29,331.5
2017-03-30,341.0
2017-03-31,342.3
2017-04-03,349.1
2017-04-05,353.0
2017-04-06,381.8
2017-04-07,388.0
2017-04-10,389.15
2017-04-11,385.05
2017-04-12,379.05
2017-04-13,398.85
2017-04-17,391.0
2017-04-18,383.4
2017-04-19,385.9
2017-04-20,380.8
2017-04-21,386.45
2017-04-24,377.2
2017-04-25,389.55
2017-04-26,381.95
2017-04-27,381.15
2017-04-28,379.15
2017-05-02,381.35
2017-05-03,379.25
2017-05-04,375.7
2017-05-05,374.75
2017-05-08,373.95
2017-05-09,377.25
2017-05-10,375.15
2017-05-11,374.45
2017-05-12,373.1
2017-05-15,370.0
2017-05-16,377.15
2017-05-17,370.1
2017-05-18,360.3
2017-05-19,358.45
2017-05-22,353.45
2017-05-23,346.45
2017-05-24,338.45
2017-05-25,345.5
2017-05-26,414.6
2017-05-29,414.6
2017-05-30,420.85
2017-05-31,433.7
2017-06-01,427.1
2017-06-02,423.55
2017-06-05,471.65
2017-06-06,459.4
2017-06-07,477.05
2017-06-08,481.9
2017-06-09,476.9
2017-06-12,476.2
2017-06-13,470.6
2017-06-14,468.05
2017-06-15,458.45
2017-06-16,478.05
2017-06-19,529.2
2017-06-20,534.35
2017-06-21,523.65
2017-06-22,513.4
2017-06-23,502.4
2017-06-27,489.2
2017-06-28,495.7
2017-06-29,500.9
2017-06-30,502.8
2017-07-03,532.7
2017-07-04,531.8
2017-07-05,531.05
2017-07-06,543.65
2017-07-07,611.7
2017-07-10,611.05
2017-07-11,601.7
2017-07-12,618.75
2017-07-13,604.35
2017-07-14,610.45
2017-07-17,599.8
2017-07-18,589.25
2017-07-19,589.85
2017-07-20,578.75
2017-07-21,570.85
2017-07-24,573.75
2017-07-25,580.6
2017-07-26,580.7
2017-07-27,572.1
2017-07-28,563.4
2017-07-31,558.3
2017-08-01,557.3
2017-08-02,553.95
2017-08-03,541.5
2017-08-04,557.85
2017-08-07,549.95
2017-08-08,546.65
2017-08-09,526.9
2017-08-10,507.1
2017-08-11,516.3
2017-08-14,536.0
2017-08-16,528.2
2017-08-17,532.8
2017-08-18,521.85
2017-08-21,515.25
2017-08-22,509.45
2017-08-23,516.2
2017-08-24,513.15
2017-08-28,506.1
2017-08-29,503.9
2017-08-30,512.75
2017-08-31,535.75
2017-09-01,548.45
2017-09-04,533.8
2017-09-05,535.85
2017-09-06,529.7
2017-09-07,529.05
2017-09-08,533.65
2017-09-11,527.55
2017-09-12,539.2
2017-09-13,551.5
2017-09-14,556.0
2017-09-15,544.05
2017-09-18,551.8
2017-09-19,541.45
2017-09-20,535.25
2017-09-21,527.0
2017-09-22,512.85
2017-09-25,509.15
2017-09-26,506.95
2017-09-27,496.7
2017-09-28,494.25
2017-09-29,495.1
2017-10-03,497.05
2017-10-04,508.85
2017-10-05,512.05
2017-10-06,512.7
2017-10-09,522.4
2017-10-10,522.7
2017-10-11,509.7
2017-10-12,539.5
2017-10-13,525.55
2017-10-16,527.65
2017-10-17,516.7
2017-10-18,524.75
2017-10-19,523.1
2017-10-23,518.8
2017-10-24,515.3
2017-10-25,513.25
2017-10-26,514.9
2017-10-27,505.5
2017-10-30,512.7
2017-10-31,509.35
2017-11-01,512.35
2017-11-02,518.95
2017-11-03,513.25
2017-11-06,511.9
2017-11-07,504.95
2017-11-08,501.25
2017-11-09,503.2
2017-11-10,502.3
2017-11-13,511.4
2017-11-14,471.95
2017-11-15,458.6
2017-11-16,454.05
2017-11-17,457.25
2017-11-20,462.0
2017-11-21,457.5
2017-11-22,449.25
2017-11-23,449.95
2017-11-24,449.2
2017-11-27,502.4
2017-11-28,482.5
2017-11-29,483.35
2017-11-30,471.5
2017-12-01,472.8
2017-12-04,470.55
2017-12-05,460.6
2017-12-06,462.35
2017-12-07,470.3
2017-12-08,471.4
2017-12-11,472.4
2017-12-12,469.45
2017-12-13,464.6
2017-12-14,465.0
2017-12-15,461.55
2017-12-18,463.2
2017-12-19,463.85
2017-12-20,464.0
2017-12-21,477.05
2017-12-22,482.25
2017-12-26,480.5
2017-12-27,479.25
2017-12-28,474.0
2017-12-29,476.8
