Date,INEOSSTYRO
2017-01-02,597.05
2017-01-03,599.05
2017-01-04,601.6
2017-01-05,607.85
2017-01-06,601.95
2017-01-09,597.05
2017-01-10,596.1
2017-01-11,599.8
2017-01-12,600.0
2017-01-13,594.65
2017-01-16,596.9
2017-01-17,602.7
2017-01-18,612.8
2017-01-19,610.6
2017-01-20,602.8
2017-01-23,605.2
2017-01-24,611.25
2017-01-25,614.15
2017-01-27,610.45
2017-01-30,615.35
2017-01-31,607.6
2017-02-01,607.75
2017-02-02,620.7
2017-02-03,636.5
2017-02-06,650.45
2017-02-07,641.6
2017-02-08,650.25
2017-02-09,654.95
2017-02-10,624.75
2017-02-13,609.2
2017-02-14,607.9
2017-02-15,598.45
2017-02-16,605.2
2017-02-17,599.7
2017-02-20,604.8
2017-02-21,604.95
2017-02-22,603.1
2017-02-23,605.0
2017-02-27,611.35
2017-02-28,607.0
2017-03-01,606.7
2017-03-02,608.25
2017-03-03,611.8
2017-03-06,614.5
2017-03-07,614.65
2017-03-08,611.9
2017-03-09,606.45
2017-03-10,603.75
2017-03-14,602.85
2017-03-15,609.55
2017-03-16,611.2
2017-03-17,611.45
2017-03-20,606.25
2017-03-21,608.6
2017-03-22,610.1
2017-03-23,602.7
2017-03-24,629.6
2017-03-27,641.95
2017-03-28,680.1
2017-03-29,692.35
2017-03-30,694.2
2017-03-31,687.2
2017-04-03,689.2
2017-04-05,712.5
2017-04-06,722.65
2017-04-07,750.85
2017-04-10,742.9
2017-04-11,746.3
2017-04-12,731.2
2017-04-13,727.7
2017-04-17,764.6
2017-04-18,738.45
2017-04-19,753.05
2017-04-20,759.85
2017-04-21,748.85
2017-04-24,746.95
2017-04-25,750.65
2017-04-26,740.7
2017-04-27,748.0
2017-04-28,737.95
2017-05-02,733.3
2017-05-03,725.95
2017-05-04,725.45
2017-05-05,706.85
2017-05-08,711.3
2017-05-09,717.95
2017-05-10,718.8
2017-05-11,711.35
2017-05-12,707.0
2017-05-15,720.15
2017-05-16,732.75
2017-05-17,768.8
2017-05-18,768.0
2017-05-19,752.0
2017-05-22,744.2
2017-05-23,727.35
2017-05-24,715.4
2017-05-25,722.95
2017-05-26,744.75
2017-05-29,770.25
2017-05-30,764.15
2017-05-31,765.9
2017-06-01,773.95
2017-06-02,761.85
2017-06-05,774.8
2017-06-06,770.8
2017-06-07,774.55
2017-06-08,806.5
2017-06-09,833.45
2017-06-12,814.3
2017-06-13,810.5
2017-06-14,829.65
2017-06-15,860.95
2017-06-16,854.55
2017-06-19,857.85
2017-06-20,866.4
2017-06-21,853.1
2017-06-22,850.2
2017-06-23,829.95
2017-06-27,815.1
2017-06-28,813.1
2017-06-29,825.85
2017-06-30,832.3
2017-07-03,891.35
2017-07-04,894.75
2017-07-05,917.0
2017-07-06,943.35
2017-07-07,950.9
2017-07-10,945.9
2017-07-11,922.55
2017-07-12,924.25
2017-07-13,920.65
2017-07-14,922.1
2017-07-17,996.4
2017-07-18,1008.2
2017-07-19,1062.0
2017-07-20,1058.55
2017-07-21,1060.25
2017-07-24,1078.6
2017-07-25,1088.9
2017-07-26,1110.3
2017-07-27,1063.2
2017-07-28,1073.55
2017-07-31,1082.3
2017-08-01,1071.15
2017-08-02,1049.25
2017-08-03,1026.2
2017-08-04,1022.15
2017-08-07,1003.7
2017-08-08,974.6
2017-08-09,954.1
2017-08-10,843.5
2017-08-11,846.3
2017-08-14,849.35
2017-08-16,860.6
2017-08-17,865.4
2017-08-18,877.85
2017-08-21,909.0
2017-08-22,897.0
2017-08-23,897.25
2017-08-24,894.35
2017-08-28,917.5
2017-08-29,905.75
2017-08-30,904.65
2017-08-31,901.7
2017-09-01,938.95
2017-09-04,919.95
2017-09-05,908.2
2017-09-06,920.45
2017-09-07,921.15
2017-09-08,920.4
2017-09-11,907.35
2017-09-12,939.35
2017-09-13,946.35
2017-09-14,926.25
2017-09-15,948.95
2017-09-18,952.55
2017-09-19,934.4
2017-09-20,920.75
2017-09-21,908.7
2017-09-22,884.25
2017-09-25,853.05
2017-09-26,852.7
2017-09-27,849.75
2017-09-28,849.0
2017-09-29,892.85
2017-10-03,886.15
2017-10-04,947.25
2017-10-05,1002.95
2017-10-06,1003.0
2017-10-09,1019.55
2017-10-10,1024.85
2017-10-11,1012.75
2017-10-12,1057.05
2017-10-13,1042.25
2017-10-16,1056.4
2017-10-17,1045.3
2017-10-18,1031.6
2017-10-19,1030.45
2017-10-23,1022.3
2017-10-24,1001.6
2017-10-25,1007.1
2017-10-26,1002.15
2017-10-27,1033.0
2017-10-30,976.3
2017-10-31,986.35
2017-11-01,970.9
2017-11-02,949.65
2017-11-03,947.95
2017-11-06,951.35
2017-11-07,950.3
2017-11-08,937.7
2017-11-09,955.1
2017-11-10,960.3
2017-11-13,945.35
2017-11-14,944.7
2017-11-15,931.9
2017-11-16,929.1
2017-11-17,915.35
2017-11-20,923.35
2017-11-21,916.85
2017-11-22,917.15
2017-11-23,911.5
2017-11-24,995.8
2017-11-27,1012.85
2017-11-28,1035.0
2017-11-29,1108.55
2017-11-30,1132.2
2017-12-01,1086.35
2017-12-04,1037.4
2017-12-05,1054.35
2017-12-06,1054.35
2017-12-07,1042.6
2017-12-08,1052.55
2017-12-11,1084.15
2017-12-12,1051.6
2017-12-13,1066.85
2017-12-14,1045.3
2017-12-15,1078.65
2017-12-18,1076.85
2017-12-19,1066.95
2017-12-20,1084.8
2017-12-21,1077.0
2017-12-22,1061.5
2017-12-26,1072.55
2017-12-27,1073.85
2017-12-28,1058.85
2017-12-29,1066.1
