Date,THOMASCOOK
2017-01-02,187.15
2017-01-03,185.2
2017-01-04,186.25
2017-01-05,193.55
2017-01-06,193.95
2017-01-09,197.55
2017-01-10,196.05
2017-01-11,196.9
2017-01-12,196.0
2017-01-13,198.0
2017-01-16,195.5
2017-01-17,194.2
2017-01-18,195.75
2017-01-19,195.8
2017-01-20,190.95
2017-01-23,191.05
2017-01-24,189.95
2017-01-25,190.35
2017-01-27,191.55
2017-01-30,189.25
2017-01-31,191.6
2017-02-01,196.8
2017-02-02,196.3
2017-02-03,193.45
2017-02-06,195.7
2017-02-07,193.2
2017-02-08,195.55
2017-02-09,193.95
2017-02-10,193.5
2017-02-13,195.4
2017-02-14,195.95
2017-02-15,197.75
2017-02-16,194.95
2017-02-17,192.45
2017-02-20,195.65
2017-02-21,199.0
2017-02-22,195.0
2017-02-23,192.15
2017-02-27,192.05
2017-02-28,188.6
2017-03-01,196.3
2017-03-02,200.0
2017-03-03,214.95
2017-03-06,212.25
2017-03-07,213.15
2017-03-08,211.1
2017-03-09,209.5
2017-03-10,205.95
2017-03-14,206.85
2017-03-15,204.05
2017-03-16,210.7
2017-03-17,211.15
2017-03-20,214.8
2017-03-21,214.6
2017-03-22,212.9
2017-03-23,214.25
2017-03-24,217.0
2017-03-27,225.1
2017-03-28,227.8
2017-03-29,223.7
2017-03-30,234.35
2017-03-31,232.9
2017-04-03,229.15
2017-04-05,225.0
2017-04-06,225.35
2017-04-07,223.05
2017-04-10,220.35
2017-04-11,221.0
2017-04-12,218.35
2017-04-13,218.1
2017-04-17,221.8
2017-04-18,217.9
2017-04-19,219.8
2017-04-20,217.65
2017-04-21,216.25
2017-04-24,218.2
2017-04-25,214.45
2017-04-26,208.75
2017-04-27,203.0
2017-04-28,203.75
2017-05-02,205.4
2017-05-03,204.35
2017-05-04,203.95
2017-05-05,205.3
2017-05-08,207.5
2017-05-09,215.75
2017-05-10,214.65
2017-05-11,216.0
2017-05-12,217.55
2017-05-15,225.0
2017-05-16,225.25
2017-05-17,224.9
2017-05-18,224.25
2017-05-19,224.85
2017-05-22,218.05
2017-05-23,210.35
2017-05-24,208.25
2017-05-25,211.15
2017-05-26,209.25
2017-05-29,205.6
2017-05-30,207.15
2017-05-31,208.35
2017-06-01,207.85
2017-06-02,208.1
2017-06-05,207.8
2017-06-06,214.1
2017-06-07,214.0
2017-06-08,216.75
2017-06-09,214.25
2017-06-12,216.05
2017-06-13,216.45
2017-06-14,215.45
2017-06-15,222.7
2017-06-16,226.1
2017-06-19,227.2
2017-06-20,233.6
2017-06-21,231.85
2017-06-22,231.55
2017-06-23,230.5
2017-06-27,224.3
2017-06-28,228.2
2017-06-29,236.55
2017-06-30,247.8
2017-07-03,252.65
2017-07-04,248.0
2017-07-05,247.85
2017-07-06,245.6
2017-07-07,240.05
2017-07-10,243.4
2017-07-11,243.45
2017-07-12,244.75
2017-07-13,245.0
2017-07-14,244.75
2017-07-17,247.75
2017-07-18,242.25
2017-07-19,242.05
2017-07-20,241.15
2017-07-21,239.8
2017-07-24,233.45
2017-07-25,234.35
2017-07-26,233.15
2017-07-27,228.45
2017-07-28,225.35
2017-07-31,224.95
2017-08-01,224.55
2017-08-02,222.95
2017-08-03,220.55
2017-08-04,222.4
2017-08-07,222.9
2017-08-08,223.9
2017-08-09,223.5
2017-08-10,221.15
2017-08-11,219.75
2017-08-14,218.6
2017-08-16,219.8
2017-08-17,219.8
2017-08-18,219.15
2017-08-21,219.35
2017-08-22,217.95
2017-08-23,217.0
2017-08-24,216.6
2017-08-28,217.25
2017-08-29,214.75
2017-08-30,216.3
2017-08-31,230.1
2017-09-01,235.0
2017-09-04,242.75
2017-09-05,246.05
2017-09-06,248.15
2017-09-07,247.2
2017-09-08,246.9
2017-09-11,247.0
2017-09-12,248.3
2017-09-13,241.8
2017-09-14,244.2
2017-09-15,244.45
2017-09-18,242.3
2017-09-19,244.25
2017-09-20,243.45
2017-09-21,244.75
2017-09-22,231.0
2017-09-25,232.1
2017-09-26,240.55
2017-09-27,239.85
2017-09-28,241.85
2017-09-29,246.2
2017-10-03,252.0
2017-10-04,249.6
2017-10-05,248.1
2017-10-06,244.25
2017-10-09,245.9
2017-10-10,243.5
2017-10-11,240.15
2017-10-12,239.55
2017-10-13,240.2
2017-10-16,240.7
2017-10-17,244.7
2017-10-18,239.85
2017-10-19,239.8
2017-10-23,239.55
2017-10-24,242.95
2017-10-25,238.2
2017-10-26,239.05
2017-10-27,235.9
2017-10-30,238.95
2017-10-31,239.9
2017-11-01,242.5
2017-11-02,250.35
2017-11-03,248.5
2017-11-06,248.45
2017-11-07,243.3
2017-11-08,238.75
2017-11-09,233.4
2017-11-10,228.55
2017-11-13,234.35
2017-11-14,235.25
2017-11-15,228.85
2017-11-16,225.85
2017-11-17,224.3
2017-11-20,230.65
2017-11-21,233.85
2017-11-22,229.9
2017-11-23,229.45
2017-11-24,230.5
2017-11-27,235.35
2017-11-28,242.35
2017-11-29,241.1
2017-11-30,241.0
2017-12-01,237.25
2017-12-04,241.95
2017-12-05,244.85
2017-12-06,241.35
2017-12-07,241.75
2017-12-08,243.7
2017-12-11,243.4
2017-12-12,242.45
2017-12-13,239.75
2017-12-14,236.2
2017-12-15,240.05
2017-12-18,240.05
2017-12-19,243.45
2017-12-20,243.05
2017-12-21,238.8
2017-12-22,244.75
2017-12-26,249.0
2017-12-27,258.35
2017-12-28,260.15
2017-12-29,256.35
