Date,HMVL
2017-01-02,266.5
2017-01-03,269.95
2017-01-04,270.6
2017-01-05,270.5
2017-01-06,273.4
2017-01-09,276.95
2017-01-10,276.0
2017-01-11,275.95
2017-01-12,282.8
2017-01-13,280.65
2017-01-16,268.05
2017-01-17,268.15
2017-01-18,266.7
2017-01-19,273.65
2017-01-20,267.3
2017-01-23,269.3
2017-01-24,270.1
2017-01-25,270.35
2017-01-27,266.0
2017-01-30,267.2
2017-01-31,270.1
2017-02-01,271.35
2017-02-02,274.25
2017-02-03,276.4
2017-02-06,277.9
2017-02-07,276.1
2017-02-08,276.0
2017-02-09,277.45
2017-02-10,278.3
2017-02-13,275.75
2017-02-14,275.9
2017-02-15,267.2
2017-02-16,263.7
2017-02-17,268.0
2017-02-20,268.95
2017-02-21,266.95
2017-02-22,269.05
2017-02-23,270.15
2017-02-27,277.7
2017-02-28,272.7
2017-03-01,268.85
2017-03-02,268.3
2017-03-03,269.8
2017-03-06,269.85
2017-03-07,272.05
2017-03-08,269.45
2017-03-09,270.4
2017-03-10,273.6
2017-03-14,280.5
2017-03-15,290.85
2017-03-16,293.35
2017-03-17,288.65
2017-03-20,292.7
2017-03-21,290.55
2017-03-22,289.1
2017-03-23,285.55
2017-03-24,284.95
2017-03-27,285.15
2017-03-28,284.9
2017-03-29,278.5
2017-03-30,283.8
2017-03-31,283.75
2017-04-03,283.95
2017-04-05,288.2
2017-04-06,288.3
2017-04-07,288.5
2017-04-10,287.25
2017-04-11,283.5
2017-04-12,285.95
2017-04-13,290.1
2017-04-17,291.4
2017-04-18,290.8
2017-04-19,293.3
2017-04-20,289.8
2017-04-21,290.7
2017-04-24,291.4
2017-04-25,292.65
2017-04-26,289.55
2017-04-27,288.75
2017-04-28,289.35
2017-05-02,289.75
2017-05-03,285.6
2017-05-04,286.15
2017-05-05,285.3
2017-05-08,284.9
2017-05-09,284.35
2017-05-10,283.15
2017-05-11,280.5
2017-05-12,279.85
2017-05-15,279.4
2017-05-16,284.2
2017-05-17,284.9
2017-05-18,276.55
2017-05-19,276.85
2017-05-22,275.6
2017-05-23,277.0
2017-05-24,277.45
2017-05-25,278.9
2017-05-26,275.85
2017-05-29,273.5
2017-05-30,278.65
2017-05-31,277.35
2017-06-01,275.5
2017-06-02,274.4
2017-06-05,281.1
2017-06-06,275.05
2017-06-07,275.4
2017-06-08,278.4
2017-06-09,276.8
2017-06-12,274.0
2017-06-13,276.85
2017-06-14,275.65
2017-06-15,274.25
2017-06-16,274.5
2017-06-19,275.6
2017-06-20,275.05
2017-06-21,274.35
2017-06-22,270.9
2017-06-23,272.75
2017-06-27,272.25
2017-06-28,272.65
2017-06-29,272.8
2017-06-30,270.25
2017-07-03,277.55
2017-07-04,273.7
2017-07-05,274.1
2017-07-06,276.55
2017-07-07,276.2
2017-07-10,276.95
2017-07-11,279.35
2017-07-12,275.5
2017-07-13,278.6
2017-07-14,287.6
2017-07-17,276.9
2017-07-18,275.05
2017-07-19,278.4
2017-07-20,279.2
2017-07-21,281.35
2017-07-24,277.1
2017-07-25,286.35
2017-07-26,281.1
2017-07-27,277.75
2017-07-28,281.7
2017-07-31,276.4
2017-08-01,276.4
2017-08-02,274.05
2017-08-03,274.4
2017-08-04,269.95
2017-08-07,269.55
2017-08-08,270.5
2017-08-09,268.55
2017-08-10,266.75
2017-08-11,263.8
2017-08-14,267.05
2017-08-16,269.35
2017-08-17,269.85
2017-08-18,269.35
2017-08-21,269.7
2017-08-22,266.25
2017-08-23,270.05
2017-08-24,270.2
2017-08-28,273.0
2017-08-29,270.75
2017-08-30,268.3
2017-08-31,269.0
2017-09-01,268.9
2017-09-04,268.9
2017-09-05,269.45
2017-09-06,265.55
2017-09-07,266.0
2017-09-08,264.95
2017-09-11,262.5
2017-09-12,262.4
2017-09-13,259.6
2017-09-14,262.15
2017-09-15,263.8
2017-09-18,269.05
2017-09-19,267.95
2017-09-20,271.65
2017-09-21,272.95
2017-09-22,266.85
2017-09-25,260.1
2017-09-26,258.35
2017-09-27,254.55
2017-09-28,252.7
2017-09-29,250.9
2017-10-03,250.9
2017-10-04,250.0
2017-10-05,248.0
2017-10-06,247.25
2017-10-09,246.85
2017-10-10,246.05
2017-10-11,248.15
2017-10-12,247.7
2017-10-13,250.05
2017-10-16,248.8
2017-10-17,244.45
2017-10-18,244.55
2017-10-19,245.4
2017-10-23,242.1
2017-10-24,239.75
2017-10-25,241.0
2017-10-26,239.75
2017-10-27,238.75
2017-10-30,237.3
2017-10-31,236.55
2017-11-01,230.65
2017-11-02,233.5
2017-11-03,242.05
2017-11-06,242.2
2017-11-07,241.8
2017-11-08,239.65
2017-11-09,238.95
2017-11-10,236.6
2017-11-13,238.3
2017-11-14,243.45
2017-11-15,243.25
2017-11-16,239.3
2017-11-17,240.25
2017-11-20,242.3
2017-11-21,243.6
2017-11-22,244.3
2017-11-23,245.55
2017-11-24,248.7
2017-11-27,250.8
2017-11-28,247.75
2017-11-29,247.8
2017-11-30,246.55
2017-12-01,245.9
2017-12-04,246.3
2017-12-05,244.05
2017-12-06,241.6
2017-12-07,242.25
2017-12-08,240.45
2017-12-11,236.8
2017-12-12,236.6
2017-12-13,231.2
2017-12-14,234.1
2017-12-15,240.35
2017-12-18,239.55
2017-12-19,237.55
2017-12-20,242.1
2017-12-21,245.05
2017-12-22,246.75
2017-12-26,251.35
2017-12-27,248.35
2017-12-28,250.55
2017-12-29,252.45
