Date,KOTHARIPET
2017-01-02,20.45
2017-01-03,20.95
2017-01-04,21.75
2017-01-05,23.1
2017-01-06,25.1
2017-01-09,24.05
2017-01-10,24.15
2017-01-11,23.95
2017-01-12,23.75
2017-01-13,23.8
2017-01-16,23.5
2017-01-17,23.5
2017-01-18,23.55
2017-01-19,23.55
2017-01-20,23.45
2017-01-23,23.0
2017-01-24,23.0
2017-01-25,22.85
2017-01-27,23.25
2017-01-30,23.45
2017-01-31,23.15
2017-02-01,23.1
2017-02-02,23.3
2017-02-03,23.75
2017-02-06,23.65
2017-02-07,23.4
2017-02-08,23.35
2017-02-09,22.7
2017-02-10,22.65
2017-02-13,22.9
2017-02-14,22.55
2017-02-15,22.4
2017-02-16,22.9
2017-02-17,22.35
2017-02-20,22.8
2017-02-21,22.25
2017-02-22,22.35
2017-02-23,22.55
2017-02-27,22.4
2017-02-28,22.15
2017-03-01,22.35
2017-03-02,22.95
2017-03-03,23.15
2017-03-06,22.75
2017-03-07,22.5
2017-03-08,22.7
2017-03-09,22.5
2017-03-10,22.55
2017-03-14,22.5
2017-03-15,22.2
2017-03-16,22.75
2017-03-17,22.05
2017-03-20,21.95
2017-03-21,21.65
2017-03-22,21.15
2017-03-23,21.95
2017-03-24,21.65
2017-03-27,21.9
2017-03-28,21.5
2017-03-29,21.55
2017-03-30,21.85
2017-03-31,22.5
2017-04-03,23.1
2017-04-05,24.35
2017-04-06,23.95
2017-04-07,24.15
2017-04-10,25.15
2017-04-11,25.9
2017-04-12,28.9
2017-04-13,30.75
2017-04-17,29.5
2017-04-18,28.0
2017-04-19,27.6
2017-04-20,28.35
2017-04-21,28.9
2017-04-24,28.9
2017-04-25,27.95
2017-04-26,27.3
2017-04-27,27.75
2017-04-28,27.5
2017-05-02,27.45
2017-05-03,27.2
2017-05-04,27.55
2017-05-05,27.1
2017-05-08,29.25
2017-05-09,28.95
2017-05-10,28.75
2017-05-11,27.8
2017-05-12,27.1
2017-05-15,28.2
2017-05-16,28.95
2017-05-17,28.5
2017-05-18,27.3
2017-05-19,27.15
2017-05-22,26.55
2017-05-23,24.8
2017-05-24,23.7
2017-05-25,25.2
2017-05-26,25.5
2017-05-29,25.15
2017-05-30,23.5
2017-05-31,23.55
2017-06-01,24.05
2017-06-02,23.45
2017-06-05,23.35
2017-06-06,23.25
2017-06-07,23.05
2017-06-08,23.05
2017-06-09,23.3
2017-06-12,22.5
2017-06-13,22.6
2017-06-14,22.85
2017-06-15,22.7
2017-06-16,22.85
2017-06-19,22.7
2017-06-20,22.9
2017-06-21,22.8
2017-06-22,22.05
2017-06-23,21.9
2017-06-27,21.9
2017-06-28,22.1
2017-06-29,21.95
2017-06-30,22.05
2017-07-03,22.4
2017-07-04,22.6
2017-07-05,23.1
2017-07-06,23.45
2017-07-07,24.05
2017-07-10,24.35
2017-07-11,23.5
2017-07-12,28.2
2017-07-13,26.25
2017-07-14,25.6
2017-07-17,26.0
2017-07-18,24.6
2017-07-19,24.8
2017-07-20,25.1
2017-07-21,25.3
2017-07-24,25.55
2017-07-25,25.4
2017-07-26,25.65
2017-07-27,24.7
2017-07-28,24.75
2017-07-31,24.7
2017-08-01,24.55
2017-08-02,24.1
2017-08-03,23.9
2017-08-04,24.0
2017-08-07,24.05
2017-08-08,23.45
2017-08-09,23.35
2017-08-10,22.4
2017-08-11,22.05
2017-08-14,22.45
2017-08-16,22.4
2017-08-17,22.7
2017-08-18,22.25
2017-08-21,22.05
2017-08-22,22.15
2017-08-23,22.25
2017-08-24,22.85
2017-08-28,22.55
2017-08-29,22.5
2017-08-30,22.6
2017-08-31,22.85
2017-09-01,23.3
2017-09-04,23.9
2017-09-05,24.55
2017-09-06,24.65
2017-09-07,24.0
2017-09-08,25.9
2017-09-11,24.5
2017-09-12,24.35
2017-09-13,23.65
2017-09-14,24.0
2017-09-15,23.8
2017-09-18,23.45
2017-09-19,23.0
2017-09-20,24.4
2017-09-21,25.45
2017-09-22,25.0
2017-09-25,23.95
2017-09-26,23.8
2017-09-27,23.4
2017-09-28,23.7
2017-09-29,23.55
2017-10-03,23.45
2017-10-04,23.5
2017-10-05,23.6
2017-10-06,24.5
2017-10-09,24.25
2017-10-10,24.1
2017-10-11,23.8
2017-10-12,23.7
2017-10-13,23.8
2017-10-16,24.1
2017-10-17,23.55
2017-10-18,23.9
2017-10-19,24.15
2017-10-23,23.8
2017-10-24,26.75
2017-10-25,25.85
2017-10-26,25.25
2017-10-27,24.85
2017-10-30,25.25
2017-10-31,25.0
2017-11-01,25.2
2017-11-02,25.35
2017-11-03,25.35
2017-11-06,25.4
2017-11-07,25.4
2017-11-08,24.95
2017-11-09,25.2
2017-11-10,25.15
2017-11-13,24.75
2017-11-14,24.3
2017-11-15,24.0
2017-11-16,25.75
2017-11-17,25.6
2017-11-20,24.75
2017-11-21,25.05
2017-11-22,25.65
2017-11-23,27.5
2017-11-24,29.45
2017-11-27,30.1
2017-11-28,30.25
2017-11-29,33.85
2017-11-30,33.9
2017-12-01,34.0
2017-12-04,33.45
2017-12-05,32.35
2017-12-06,31.85
2017-12-07,32.85
2017-12-08,32.15
2017-12-11,32.15
2017-12-12,31.65
2017-12-13,31.55
2017-12-14,31.0
2017-12-15,30.65
2017-12-18,30.6
2017-12-19,31.5
2017-12-20,32.1
2017-12-21,32.4
2017-12-22,31.25
2017-12-26,31.25
2017-12-27,31.7
2017-12-28,32.2
2017-12-29,31.7
