Date,HARITASEAT
2017-01-02,680.8
2017-01-03,683.25
2017-01-04,713.3
2017-01-05,737.65
2017-01-06,720.65
2017-01-09,721.65
2017-01-10,723.1
2017-01-11,723.05
2017-01-12,709.3
2017-01-13,711.05
2017-01-16,712.05
2017-01-17,717.4
2017-01-18,712.8
2017-01-19,717.5
2017-01-20,708.8
2017-01-23,724.45
2017-01-24,722.7
2017-01-25,740.05
2017-01-27,740.0
2017-01-30,722.1
2017-01-31,710.7
2017-02-01,717.95
2017-02-02,756.85
2017-02-03,754.05
2017-02-06,757.1
2017-02-07,740.0
2017-02-08,743.3
2017-02-09,744.5
2017-02-10,741.1
2017-02-13,727.3
2017-02-14,716.4
2017-02-15,708.8
2017-02-16,713.4
2017-02-17,707.25
2017-02-20,713.8
2017-02-21,715.65
2017-02-22,702.75
2017-02-23,712.25
2017-02-27,700.5
2017-02-28,701.9
2017-03-01,698.9
2017-03-02,691.15
2017-03-03,684.25
2017-03-06,687.95
2017-03-07,683.05
2017-03-08,676.55
2017-03-09,679.75
2017-03-10,673.9
2017-03-14,679.5
2017-03-15,677.45
2017-03-16,671.9
2017-03-17,682.75
2017-03-20,675.0
2017-03-21,692.7
2017-03-22,691.4
2017-03-23,691.8
2017-03-24,695.3
2017-03-27,690.2
2017-03-28,690.1
2017-03-29,691.05
2017-03-30,693.1
2017-03-31,698.65
2017-04-03,697.35
2017-04-05,702.15
2017-04-06,706.3
2017-04-07,701.5
2017-04-10,714.9
2017-04-11,706.55
2017-04-12,707.2
2017-04-13,705.45
2017-04-17,696.3
2017-04-18,700.9
2017-04-19,691.55
2017-04-20,699.8
2017-04-21,723.2
2017-04-24,736.3
2017-04-25,734.45
2017-04-26,721.45
2017-04-27,722.3
2017-04-28,726.05
2017-05-02,716.5
2017-05-03,716.8
2017-05-04,721.65
2017-05-05,710.15
2017-05-08,705.75
2017-05-09,706.9
2017-05-10,711.3
2017-05-11,731.15
2017-05-12,713.95
2017-05-15,720.95
2017-05-16,714.9
2017-05-17,716.0
2017-05-18,677.4
2017-05-19,726.9
2017-05-22,710.2
2017-05-23,695.8
2017-05-24,694.85
2017-05-25,699.0
2017-05-26,700.3
2017-05-29,691.95
2017-05-30,684.15
2017-05-31,679.4
2017-06-01,689.6
2017-06-02,687.3
2017-06-05,696.95
2017-06-06,695.7
2017-06-07,696.65
2017-06-08,691.75
2017-06-09,700.4
2017-06-12,694.05
2017-06-13,689.95
2017-06-14,702.85
2017-06-15,690.75
2017-06-16,703.1
2017-06-19,699.55
2017-06-20,706.2
2017-06-21,735.45
2017-06-22,727.2
2017-06-23,711.1
2017-06-27,723.6
2017-06-28,742.4
2017-06-29,741.8
2017-06-30,741.3
2017-07-03,736.2
2017-07-04,745.5
2017-07-05,741.6
2017-07-06,758.15
2017-07-07,809.9
2017-07-10,812.35
2017-07-11,796.45
2017-07-12,795.15
2017-07-13,800.55
2017-07-14,837.25
2017-07-17,791.5
2017-07-18,806.65
2017-07-19,827.5
2017-07-20,823.15
2017-07-21,819.1
2017-07-24,817.0
2017-07-25,812.7
2017-07-26,814.45
2017-07-27,803.55
2017-07-28,799.85
2017-07-31,803.15
2017-08-01,801.35
2017-08-02,798.15
2017-08-03,794.1
2017-08-04,797.75
2017-08-07,788.15
2017-08-08,790.5
2017-08-09,774.75
2017-08-10,734.2
2017-08-11,732.3
2017-08-14,743.3
2017-08-16,761.15
2017-08-17,759.45
2017-08-18,736.4
2017-08-21,720.95
2017-08-22,708.6
2017-08-23,699.55
2017-08-24,705.35
2017-08-28,733.9
2017-08-29,731.2
2017-08-30,739.2
2017-08-31,777.0
2017-09-01,771.0
2017-09-04,771.5
2017-09-05,786.0
2017-09-06,804.8
2017-09-07,796.05
2017-09-08,779.2
2017-09-11,780.4
2017-09-12,797.8
2017-09-13,785.9
2017-09-14,805.15
2017-09-15,789.8
2017-09-18,798.85
2017-09-19,800.9
2017-09-20,799.2
2017-09-21,798.3
2017-09-22,783.55
2017-09-25,761.8
2017-09-26,774.45
2017-09-27,760.15
2017-09-28,745.85
2017-09-29,760.5
2017-10-03,759.4
2017-10-04,769.1
2017-10-05,778.7
2017-10-06,781.0
2017-10-09,790.9
2017-10-10,850.35
2017-10-11,835.5
2017-10-12,822.55
2017-10-13,816.4
2017-10-16,800.85
2017-10-17,801.95
2017-10-18,808.45
2017-10-19,813.1
2017-10-23,817.6
2017-10-24,823.45
2017-10-25,818.65
2017-10-26,820.7
2017-10-27,818.85
2017-10-30,834.95
2017-10-31,833.1
2017-11-01,841.6
2017-11-02,1009.9
2017-11-03,972.65
2017-11-06,967.45
2017-11-07,958.2
2017-11-08,954.05
2017-11-09,920.55
2017-11-10,914.55
2017-11-13,906.9
2017-11-14,881.35
2017-11-15,906.35
2017-11-16,894.05
2017-11-17,918.8
2017-11-20,936.45
2017-11-21,946.15
2017-11-22,942.85
2017-11-23,941.5
2017-11-24,943.5
2017-11-27,931.9
2017-11-28,919.25
2017-11-29,907.7
2017-11-30,932.4
2017-12-01,924.0
2017-12-04,904.7
2017-12-05,905.3
2017-12-06,901.8
2017-12-07,913.05
2017-12-08,909.15
2017-12-11,906.85
2017-12-12,930.35
2017-12-13,919.85
2017-12-14,918.75
2017-12-15,927.9
2017-12-18,932.85
2017-12-19,928.0
2017-12-20,944.6
2017-12-21,945.75
2017-12-22,949.7
2017-12-26,945.3
2017-12-27,954.4
2017-12-28,968.8
2017-12-29,953.45
