Date,J&KBANK
2017-01-02,59.65
2017-01-03,60.3
2017-01-04,60.55
2017-01-05,60.95
2017-01-06,60.0
2017-01-09,59.65
2017-01-10,59.45
2017-01-11,61.05
2017-01-12,62.35
2017-01-13,62.0
2017-01-16,62.1
2017-01-17,62.25
2017-01-18,62.05
2017-01-19,61.95
2017-01-20,62.45
2017-01-23,62.9
2017-01-24,63.1
2017-01-25,62.95
2017-01-27,63.75
2017-01-30,64.1
2017-01-31,63.35
2017-02-01,64.5
2017-02-02,67.85
2017-02-03,69.95
2017-02-06,69.9
2017-02-07,72.55
2017-02-08,71.2
2017-02-09,67.95
2017-02-10,68.8
2017-02-13,68.45
2017-02-14,68.2
2017-02-15,68.5
2017-02-16,68.6
2017-02-17,71.4
2017-02-20,71.05
2017-02-21,72.45
2017-02-22,74.95
2017-02-23,77.35
2017-02-27,73.05
2017-02-28,73.8
2017-03-01,73.75
2017-03-02,70.95
2017-03-03,70.9
2017-03-06,70.75
2017-03-07,70.95
2017-03-08,70.55
2017-03-09,70.05
2017-03-10,69.1
2017-03-14,70.7
2017-03-15,72.6
2017-03-16,74.5
2017-03-17,75.15
2017-03-20,75.7
2017-03-21,74.85
2017-03-22,76.1
2017-03-23,75.55
2017-03-24,74.8
2017-03-27,73.45
2017-03-28,73.5
2017-03-29,73.9
2017-03-30,74.75
2017-03-31,75.0
2017-04-03,74.85
2017-04-05,78.0
2017-04-06,79.3
2017-04-07,79.05
2017-04-10,80.5
2017-04-11,79.9
2017-04-12,79.2
2017-04-13,78.45
2017-04-17,78.75
2017-04-18,77.6
2017-04-19,77.1
2017-04-20,78.0
2017-04-21,80.95
2017-04-24,78.8
2017-04-25,79.35
2017-04-26,78.3
2017-04-27,78.15
2017-04-28,81.1
2017-05-02,79.15
2017-05-03,80.55
2017-05-04,83.0
2017-05-05,82.3
2017-05-08,83.3
2017-05-09,83.65
2017-05-10,83.65
2017-05-11,82.95
2017-05-12,84.05
2017-05-15,81.25
2017-05-16,88.95
2017-05-17,87.3
2017-05-18,84.95
2017-05-19,84.95
2017-05-22,84.65
2017-05-23,82.15
2017-05-24,77.1
2017-05-25,80.05
2017-05-26,84.3
2017-05-29,83.5
2017-05-30,84.05
2017-05-31,81.7
2017-06-01,84.45
2017-06-02,83.9
2017-06-05,83.9
2017-06-06,83.3
2017-06-07,82.85
2017-06-08,83.9
2017-06-09,83.7
2017-06-12,85.05
2017-06-13,85.8
2017-06-14,88.05
2017-06-15,89.85
2017-06-16,89.65
2017-06-19,94.0
2017-06-20,95.45
2017-06-21,95.0
2017-06-22,93.5
2017-06-23,90.55
2017-06-27,89.8
2017-06-28,88.7
2017-06-29,87.8
2017-06-30,85.15
2017-07-03,85.15
2017-07-04,85.05
2017-07-05,86.3
2017-07-06,86.95
2017-07-07,85.6
2017-07-10,87.0
2017-07-11,85.95
2017-07-12,85.65
2017-07-13,85.2
2017-07-14,84.2
2017-07-17,83.4
2017-07-18,83.0
2017-07-19,86.7
2017-07-20,84.6
2017-07-21,83.5
2017-07-24,90.4
2017-07-25,89.05
2017-07-26,86.8
2017-07-27,85.6
2017-07-28,84.9
2017-07-31,83.25
2017-08-01,83.45
2017-08-02,82.35
2017-08-03,80.85
2017-08-04,80.8
2017-08-07,81.2
2017-08-08,79.95
2017-08-09,79.2
2017-08-10,75.0
2017-08-11,72.25
2017-08-14,75.2
2017-08-16,81.25
2017-08-17,80.7
2017-08-18,81.8
2017-08-21,80.85
2017-08-22,79.75
2017-08-23,80.7
2017-08-24,81.95
2017-08-28,81.6
2017-08-29,78.35
2017-08-30,80.25
2017-08-31,79.25
2017-09-01,79.1
2017-09-04,78.9
2017-09-05,79.05
2017-09-06,78.85
2017-09-07,78.0
2017-09-08,78.45
2017-09-11,80.1
2017-09-12,81.4
2017-09-13,80.55
2017-09-14,79.95
2017-09-15,74.45
2017-09-18,77.1
2017-09-19,79.65
2017-09-20,78.05
2017-09-21,77.35
2017-09-22,76.2
2017-09-25,75.2
2017-09-26,74.05
2017-09-27,73.3
2017-09-28,72.4
2017-09-29,73.45
2017-10-03,75.15
2017-10-04,75.1
2017-10-05,74.6
2017-10-06,73.9
2017-10-09,73.1
2017-10-10,73.2
2017-10-11,73.35
2017-10-12,73.05
2017-10-13,73.55
2017-10-16,73.8
2017-10-17,74.1
2017-10-18,73.4
2017-10-19,73.75
2017-10-23,73.3
2017-10-24,73.55
2017-10-25,83.3
2017-10-26,82.65
2017-10-27,85.95
2017-10-30,83.8
2017-10-31,82.8
2017-11-01,82.3
2017-11-02,80.8
2017-11-03,80.85
2017-11-06,80.2
2017-11-07,78.6
2017-11-08,77.7
2017-11-09,77.15
2017-11-10,77.35
2017-11-13,75.9
2017-11-14,77.75
2017-11-15,75.8
2017-11-16,74.9
2017-11-17,75.1
2017-11-20,75.4
2017-11-21,75.35
2017-11-22,74.5
2017-11-23,74.6
2017-11-24,75.4
2017-11-27,74.75
2017-11-28,76.95
2017-11-29,75.6
2017-11-30,73.9
2017-12-01,74.55
2017-12-04,75.35
2017-12-05,75.65
2017-12-06,74.7
2017-12-07,74.65
2017-12-08,75.65
2017-12-11,76.8
2017-12-12,75.6
2017-12-13,74.4
2017-12-14,73.55
2017-12-15,73.45
2017-12-18,76.0
2017-12-19,76.95
2017-12-20,77.25
2017-12-21,78.35
2017-12-22,77.9
2017-12-26,78.2
2017-12-27,78.0
2017-12-28,79.05
2017-12-29,78.55
