Date,KOTAKBANK
2017-10-04,1029.45
2017-10-05,1032.8
2017-10-06,1039.5
2017-10-09,1049.95
2017-10-10,1055.65
2017-10-11,1043.85
2017-10-12,1057.6
2017-10-13,1082.35
2017-10-16,1082.5
2017-10-17,1078.6
2017-10-18,1095.9
2017-10-19,1077.75
2017-10-23,1061.55
2017-10-24,1065.7
2017-10-25,1010.55
2017-10-26,1018.9
2017-10-27,1029.0
2017-10-30,1028.9
2017-10-31,1025.05
2017-11-01,1024.35
2017-11-02,1019.55
2017-11-03,1015.5
2017-11-06,1009.75
2017-11-07,1013.3
2017-11-08,1011.4
2017-11-09,1005.35
2017-11-10,993.4
2017-11-13,994.7
2017-11-14,999.2
2017-11-15,1011.5
2017-11-16,1017.45
2017-11-17,1023.2
2017-11-20,1040.55
2017-11-21,1029.85
2017-11-22,1026.25
2017-11-23,1022.1
2017-11-24,1030.35
2017-11-27,1036.45
2017-11-28,1029.85
2017-11-29,1026.25
2017-11-30,1000.3
2017-12-01,1005.15
2017-12-04,997.95
2017-12-05,999.85
2017-12-06,999.65
2017-12-07,1001.6
2017-12-08,1009.0
2017-12-11,1008.5
2017-12-12,1000.4
2017-12-13,1014.9
2017-12-14,1024.65
2017-12-15,1030.1
2017-12-18,1023.2
2017-12-19,1021.35
2017-12-20,1012.7
2017-12-21,1010.55
2017-12-22,1010.05
2017-12-26,1016.25
2017-12-27,1014.05
2017-12-28,1004.75
2017-12-29,1010.2
