Date,DHAMPURSUG
2017-01-02,148.5
2017-01-03,150.7
2017-01-04,151.45
2017-01-05,152.8
2017-01-06,157.2
2017-01-09,163.7
2017-01-10,172.8
2017-01-11,165.65
2017-01-12,164.3
2017-01-13,167.65
2017-01-16,168.8
2017-01-17,172.8
2017-01-18,168.5
2017-01-19,168.1
2017-01-20,162.8
2017-01-23,165.25
2017-01-24,169.45
2017-01-25,169.5
2017-01-27,171.25
2017-01-30,174.05
2017-01-31,177.95
2017-02-01,183.9
2017-02-02,191.9
2017-02-03,194.1
2017-02-06,210.0
2017-02-07,199.25
2017-02-08,201.6
2017-02-09,200.1
2017-02-10,204.9
2017-02-13,200.55
2017-02-14,200.25
2017-02-15,196.25
2017-02-16,195.2
2017-02-17,197.8
2017-02-20,201.9
2017-02-21,196.3
2017-02-22,192.7
2017-02-23,196.0
2017-02-27,190.9
2017-02-28,188.05
2017-03-01,184.45
2017-03-02,186.25
2017-03-03,208.65
2017-03-06,227.4
2017-03-07,229.55
2017-03-08,228.3
2017-03-09,225.1
2017-03-10,224.85
2017-03-14,226.6
2017-03-15,225.95
2017-03-16,226.45
2017-03-17,236.5
2017-03-20,236.3
2017-03-21,231.2
2017-03-22,228.1
2017-03-23,233.9
2017-03-24,228.75
2017-03-27,226.95
2017-03-28,224.05
2017-03-29,214.4
2017-03-30,219.95
2017-03-31,216.85
2017-04-03,224.15
2017-04-05,219.9
2017-04-06,218.8
2017-04-07,216.95
2017-04-10,213.1
2017-04-11,213.75
2017-04-12,225.95
2017-04-13,221.65
2017-04-17,219.4
2017-04-18,216.1
2017-04-19,221.65
2017-04-20,237.4
2017-04-21,243.7
2017-04-24,240.8
2017-04-25,248.2
2017-04-26,238.55
2017-04-27,239.65
2017-04-28,236.0
2017-05-02,238.15
2017-05-03,234.9
2017-05-04,235.35
2017-05-05,232.55
2017-05-08,226.25
2017-05-09,227.95
2017-05-10,230.35
2017-05-11,226.7
2017-05-12,226.85
2017-05-15,224.7
2017-05-16,230.0
2017-05-17,235.9
2017-05-18,224.9
2017-05-19,222.25
2017-05-22,217.15
2017-05-23,207.75
2017-05-24,205.45
2017-05-25,209.55
2017-05-26,203.75
2017-05-29,191.15
2017-05-30,183.05
2017-05-31,177.5
2017-06-01,182.35
2017-06-02,191.25
2017-06-05,187.85
2017-06-06,181.8
2017-06-07,178.4
2017-06-08,179.75
2017-06-09,178.8
2017-06-12,184.4
2017-06-13,185.0
2017-06-14,182.35
2017-06-15,182.05
2017-06-16,181.55
2017-06-19,180.1
2017-06-20,181.1
2017-06-21,194.25
2017-06-22,187.4
2017-06-23,182.9
2017-06-27,180.75
2017-06-28,188.05
2017-06-29,189.35
2017-06-30,190.9
2017-07-03,190.25
2017-07-04,186.5
2017-07-05,188.95
2017-07-06,189.1
2017-07-07,199.2
2017-07-10,197.75
2017-07-11,201.6
2017-07-12,202.25
2017-07-13,201.25
2017-07-14,201.95
2017-07-17,201.65
2017-07-18,202.55
2017-07-19,210.4
2017-07-20,220.7
2017-07-21,230.15
2017-07-24,228.2
2017-07-25,241.5
2017-07-26,239.45
2017-07-27,227.6
2017-07-28,230.85
2017-07-31,244.25
2017-08-01,238.95
2017-08-02,248.25
2017-08-03,258.65
2017-08-04,267.5
2017-08-07,276.2
2017-08-08,255.4
2017-08-09,247.6
2017-08-10,227.45
2017-08-11,240.05
2017-08-14,256.75
2017-08-16,263.0
2017-08-17,265.35
2017-08-18,260.6
2017-08-21,252.8
2017-08-22,247.55
2017-08-23,256.75
2017-08-24,259.35
2017-08-28,261.95
2017-08-29,263.0
2017-08-30,262.95
2017-08-31,270.0
2017-09-01,266.4
2017-09-04,263.0
2017-09-05,265.35
2017-09-06,268.8
2017-09-07,265.8
2017-09-08,262.2
2017-09-11,260.85
2017-09-12,261.75
2017-09-13,264.35
2017-09-14,263.35
2017-09-15,258.85
2017-09-18,261.3
2017-09-19,261.4
2017-09-20,272.0
2017-09-21,275.1
2017-09-22,270.7
2017-09-25,260.0
2017-09-26,259.45
2017-09-27,256.15
2017-09-28,257.25
2017-09-29,258.5
2017-10-03,260.4
2017-10-04,260.2
2017-10-05,261.85
2017-10-06,276.8
2017-10-09,281.8
2017-10-10,302.5
2017-10-11,291.65
2017-10-12,302.2
2017-10-13,293.8
2017-10-16,293.3
2017-10-17,287.65
2017-10-18,287.9
2017-10-19,287.6
2017-10-23,304.7
2017-10-24,305.75
2017-10-25,316.3
2017-10-26,308.55
2017-10-27,313.6
2017-10-30,315.9
2017-10-31,317.35
2017-11-01,316.35
2017-11-02,311.65
2017-11-03,309.6
2017-11-06,309.7
2017-11-07,295.2
2017-11-08,285.45
2017-11-09,285.0
2017-11-10,288.2
2017-11-13,279.4
2017-11-14,272.95
2017-11-15,266.7
2017-11-16,271.0
2017-11-17,275.15
2017-11-20,293.7
2017-11-21,287.8
2017-11-22,283.4
2017-11-23,302.35
2017-11-24,291.35
2017-11-27,298.35
2017-11-28,294.1
2017-11-29,284.9
2017-11-30,282.3
2017-12-01,278.7
2017-12-04,271.5
2017-12-05,286.45
2017-12-06,278.9
2017-12-07,282.85
2017-12-08,278.8
2017-12-11,276.3
2017-12-12,268.7
2017-12-13,269.55
2017-12-14,261.15
2017-12-15,253.8
2017-12-18,241.65
2017-12-19,254.55
2017-12-20,250.35
2017-12-21,234.45
2017-12-22,229.2
2017-12-26,236.6
2017-12-27,226.15
2017-12-28,211.2
2017-12-29,215.3
