Date,SUNTECK
2017-01-02,223.35
2017-01-03,235.15
2017-01-04,246.45
2017-01-05,244.9
2017-01-06,243.05
2017-01-09,243.05
2017-01-10,253.75
2017-01-11,252.85
2017-01-12,253.95
2017-01-13,246.75
2017-01-16,248.3
2017-01-17,248.8
2017-01-18,246.1
2017-01-19,244.5
2017-01-20,241.15
2017-01-23,240.35
2017-01-24,239.65
2017-01-25,239.85
2017-01-27,238.1
2017-01-30,242.95
2017-01-31,245.55
2017-02-01,244.15
2017-02-02,238.3
2017-02-03,239.15
2017-02-06,245.3
2017-02-07,244.85
2017-02-08,246.6
2017-02-09,250.35
2017-02-10,257.3
2017-02-13,253.45
2017-02-14,252.45
2017-02-15,244.75
2017-02-16,249.4
2017-02-17,254.6
2017-02-20,254.5
2017-02-21,253.15
2017-02-22,245.65
2017-02-23,243.4
2017-02-27,244.9
2017-02-28,258.15
2017-03-01,282.6
2017-03-02,280.25
2017-03-03,279.25
2017-03-06,290.95
2017-03-07,286.25
2017-03-08,280.85
2017-03-09,283.2
2017-03-10,280.3
2017-03-14,313.35
2017-03-15,332.8
2017-03-16,341.3
2017-03-17,350.7
2017-03-20,352.7
2017-03-21,354.6
2017-03-22,356.4
2017-03-23,356.4
2017-03-24,375.05
2017-03-27,373.95
2017-03-28,374.15
2017-03-29,369.05
2017-03-30,379.95
2017-03-31,379.7
2017-04-03,382.2
2017-04-05,408.5
2017-04-06,397.8
2017-04-07,404.55
2017-04-10,406.45
2017-04-11,406.5
2017-04-12,408.95
2017-04-13,408.45
2017-04-17,432.6
2017-04-18,427.2
2017-04-19,423.3
2017-04-20,422.0
2017-04-21,427.15
2017-04-24,438.4
2017-04-25,443.25
2017-04-26,437.7
2017-04-27,437.35
2017-04-28,447.8
2017-05-02,461.4
2017-05-03,470.15
2017-05-04,471.5
2017-05-05,463.65
2017-05-08,454.9
2017-05-09,450.9
2017-05-10,449.75
2017-05-11,440.1
2017-05-12,432.05
2017-05-15,442.95
2017-05-16,443.6
2017-05-17,439.3
2017-05-18,448.2
2017-05-19,454.8
2017-05-22,448.85
2017-05-23,445.5
2017-05-24,433.75
2017-05-25,444.85
2017-05-26,446.7
2017-05-29,467.6
2017-05-30,453.3
2017-05-31,453.9
2017-06-01,449.9
2017-06-02,459.8
2017-06-05,467.4
2017-06-06,460.75
2017-06-07,471.6
2017-06-08,464.35
2017-06-09,467.0
2017-06-12,466.95
2017-06-13,465.7
2017-06-14,461.25
2017-06-15,458.9
2017-06-16,463.35
2017-06-19,473.5
2017-06-20,465.05
2017-06-21,465.05
2017-06-22,453.65
2017-06-23,439.95
2017-06-27,446.45
2017-06-28,454.7
2017-06-29,483.8
2017-06-30,487.65
2017-07-03,491.35
2017-07-04,487.0
2017-07-05,484.15
2017-07-06,486.45
2017-07-07,475.7
2017-07-10,481.5
2017-07-11,476.95
2017-07-12,475.45
2017-07-13,474.6
2017-07-14,469.2
2017-07-17,477.55
2017-07-18,482.9
2017-07-19,484.6
2017-07-20,476.85
2017-07-21,472.3
2017-07-24,472.95
2017-07-25,240.7
2017-07-26,244.8
2017-07-27,237.2
2017-07-28,230.4
2017-07-31,231.3
2017-08-01,221.6
2017-08-02,248.75
2017-08-03,247.8
2017-08-04,249.3
2017-08-07,249.55
2017-08-08,248.45
2017-08-09,254.9
2017-08-10,245.3
2017-08-11,247.8
2017-08-14,249.6
2017-08-16,250.85
2017-08-17,250.05
2017-08-18,250.1
2017-08-21,257.05
2017-08-22,257.5
2017-08-23,260.45
2017-08-24,256.45
2017-08-28,257.3
2017-08-29,255.05
2017-08-30,256.85
2017-08-31,258.05
2017-09-01,254.75
2017-09-04,258.05
2017-09-05,285.95
2017-09-06,283.65
2017-09-07,298.85
2017-09-08,294.45
2017-09-11,296.7
2017-09-12,317.8
2017-09-13,311.8
2017-09-14,316.85
2017-09-15,324.45
2017-09-18,328.0
2017-09-19,329.4
2017-09-20,330.5
2017-09-21,330.2
2017-09-22,315.75
2017-09-25,307.8
2017-09-26,311.65
2017-09-27,303.35
2017-09-28,307.6
2017-09-29,312.25
2017-10-03,314.8
2017-10-04,326.65
2017-10-05,326.65
2017-10-06,326.85
2017-10-09,324.4
2017-10-10,325.8
2017-10-11,319.3
2017-10-12,320.85
2017-10-13,319.35
2017-10-16,316.0
2017-10-17,323.6
2017-10-18,326.2
2017-10-19,324.15
2017-10-23,379.9
2017-10-24,363.5
2017-10-25,366.85
2017-10-26,354.5
2017-10-27,348.0
2017-10-30,356.65
2017-10-31,352.1
2017-11-01,358.45
2017-11-02,359.2
2017-11-03,356.45
2017-11-06,365.5
2017-11-07,358.55
2017-11-08,360.15
2017-11-09,366.75
2017-11-10,372.45
2017-11-13,370.9
2017-11-14,366.9
2017-11-15,365.25
2017-11-16,370.15
2017-11-17,392.6
2017-11-20,387.2
2017-11-21,385.2
2017-11-22,389.8
2017-11-23,390.2
2017-11-24,397.0
2017-11-27,409.1
2017-11-28,410.1
2017-11-29,406.15
2017-11-30,406.25
2017-12-01,407.9
2017-12-04,398.8
2017-12-05,400.0
2017-12-06,399.4
2017-12-07,407.65
2017-12-08,415.4
2017-12-11,416.95
2017-12-12,415.0
2017-12-13,409.5
2017-12-14,412.9
2017-12-15,416.8
2017-12-18,419.4
2017-12-19,422.35
2017-12-20,421.95
2017-12-21,420.45
2017-12-22,422.5
2017-12-26,422.2
2017-12-27,419.4
2017-12-28,420.75
2017-12-29,418.05
