Date,PENIND
2017-01-02,40.9
2017-01-03,41.15
2017-01-04,41.9
2017-01-05,41.75
2017-01-06,41.15
2017-01-09,41.55
2017-01-10,42.1
2017-01-11,44.8
2017-01-12,44.45
2017-01-13,44.35
2017-01-16,44.85
2017-01-17,44.8
2017-01-18,44.3
2017-01-19,44.3
2017-01-20,43.55
2017-01-23,43.85
2017-01-24,43.75
2017-01-25,43.75
2017-01-27,43.6
2017-01-30,43.7
2017-01-31,42.95
2017-02-01,42.15
2017-02-02,42.75
2017-02-03,42.75
2017-02-06,42.45
2017-02-07,43.15
2017-02-08,43.25
2017-02-09,43.05
2017-02-10,42.85
2017-02-13,43.2
2017-02-14,41.95
2017-02-15,40.4
2017-02-16,40.45
2017-02-17,42.8
2017-02-20,42.45
2017-02-21,42.3
2017-02-22,42.1
2017-02-23,42.6
2017-02-27,42.4
2017-02-28,42.45
2017-03-01,42.35
2017-03-02,42.1
2017-03-03,42.7
2017-03-06,42.35
2017-03-07,41.9
2017-03-08,41.1
2017-03-09,40.6
2017-03-10,41.3
2017-03-14,42.2
2017-03-15,43.1
2017-03-16,43.45
2017-03-17,42.5
2017-03-20,42.2
2017-03-21,41.85
2017-03-22,41.9
2017-03-23,41.8
2017-03-24,41.8
2017-03-27,41.85
2017-03-28,41.55
2017-03-29,41.1
2017-03-30,40.85
2017-03-31,40.95
2017-04-03,42.8
2017-04-05,45.35
2017-04-06,46.5
2017-04-07,45.9
2017-04-10,49.7
2017-04-11,50.55
2017-04-12,49.7
2017-04-13,49.9
2017-04-17,53.35
2017-04-18,50.95
2017-04-19,52.65
2017-04-20,51.7
2017-04-21,50.75
2017-04-24,50.9
2017-04-25,51.55
2017-04-26,50.55
2017-04-27,49.75
2017-04-28,50.8
2017-05-02,51.5
2017-05-03,50.9
2017-05-04,49.85
2017-05-05,48.8
2017-05-08,48.9
2017-05-09,48.7
2017-05-10,48.85
2017-05-11,49.1
2017-05-12,48.6
2017-05-15,48.9
2017-05-16,49.65
2017-05-17,48.8
2017-05-18,48.75
2017-05-19,46.75
2017-05-22,47.0
2017-05-23,46.15
2017-05-24,45.65
2017-05-25,46.25
2017-05-26,46.8
2017-05-29,47.4
2017-05-30,51.4
2017-05-31,49.8
2017-06-01,49.3
2017-06-02,49.3
2017-06-05,50.0
2017-06-06,49.85
2017-06-07,51.45
2017-06-08,53.5
2017-06-09,56.35
2017-06-12,56.25
2017-06-13,56.4
2017-06-14,55.4
2017-06-15,54.85
2017-06-16,55.75
2017-06-19,54.5
2017-06-20,55.1
2017-06-21,53.5
2017-06-22,51.5
2017-06-23,50.8
2017-06-27,49.75
2017-06-28,50.85
2017-06-29,51.45
2017-06-30,52.25
2017-07-03,53.6
2017-07-04,54.05
2017-07-05,56.25
2017-07-06,56.05
2017-07-07,55.75
2017-07-10,55.25
2017-07-11,53.8
2017-07-12,55.75
2017-07-13,55.8
2017-07-14,53.7
2017-07-17,53.1
2017-07-18,53.3
2017-07-19,53.9
2017-07-20,54.3
2017-07-21,54.55
2017-07-24,54.8
2017-07-25,55.0
2017-07-26,55.1
2017-07-27,54.8
2017-07-28,54.85
2017-07-31,54.8
2017-08-01,55.4
2017-08-02,55.4
2017-08-03,55.0
2017-08-04,54.75
2017-08-07,54.4
2017-08-08,52.8
2017-08-09,50.9
2017-08-10,49.55
2017-08-11,49.65
2017-08-14,53.15
2017-08-16,56.3
2017-08-17,58.7
2017-08-18,59.95
2017-08-21,57.2
2017-08-22,56.1
2017-08-23,59.65
2017-08-24,61.8
2017-08-28,63.05
2017-08-29,61.0
2017-08-30,64.95
2017-08-31,65.35
2017-09-01,63.55
2017-09-04,62.2
2017-09-05,63.65
2017-09-06,64.75
2017-09-07,66.55
2017-09-08,64.85
2017-09-11,64.25
2017-09-12,64.5
2017-09-13,62.7
2017-09-14,62.4
2017-09-15,61.9
2017-09-18,65.95
2017-09-19,64.25
2017-09-20,64.1
2017-09-21,62.6
2017-09-22,59.35
2017-09-25,57.75
2017-09-26,58.95
2017-09-27,57.35
2017-09-28,59.1
2017-09-29,59.95
2017-10-03,58.8
2017-10-04,57.65
2017-10-05,60.15
2017-10-06,59.9
2017-10-09,60.4
2017-10-10,59.75
2017-10-11,59.05
2017-10-12,59.6
2017-10-13,59.85
2017-10-16,59.3
2017-10-17,58.85
2017-10-18,69.25
2017-10-19,71.8
2017-10-23,70.15
2017-10-24,73.55
2017-10-25,71.65
2017-10-26,72.8
2017-10-27,71.65
2017-10-30,72.4
2017-10-31,70.05
2017-11-01,70.6
2017-11-02,68.95
2017-11-03,72.75
2017-11-06,75.6
2017-11-07,71.35
2017-11-08,69.45
2017-11-09,68.7
2017-11-10,68.4
2017-11-13,65.55
2017-11-14,65.35
2017-11-15,62.35
2017-11-16,63.2
2017-11-17,62.75
2017-11-20,62.1
2017-11-21,63.25
2017-11-22,63.75
2017-11-23,64.75
2017-11-24,67.4
2017-11-27,69.0
2017-11-28,68.25
2017-11-29,66.9
2017-11-30,66.7
2017-12-01,64.25
2017-12-04,63.95
2017-12-05,63.95
2017-12-06,62.5
2017-12-07,63.65
2017-12-08,64.4
2017-12-11,63.15
2017-12-12,62.15
2017-12-13,61.8
2017-12-14,61.1
2017-12-15,62.0
2017-12-18,62.5
2017-12-19,63.75
2017-12-20,66.25
2017-12-21,67.9
2017-12-22,66.55
2017-12-26,67.9
2017-12-27,65.65
2017-12-28,66.5
2017-12-29,68.75
