Date,GICHSGFIN
2017-01-02,270.0
2017-01-03,266.8
2017-01-04,270.0
2017-01-05,270.0
2017-01-06,269.85
2017-01-09,269.55
2017-01-10,267.25
2017-01-11,271.35
2017-01-12,271.55
2017-01-13,270.15
2017-01-16,279.95
2017-01-17,277.8
2017-01-18,296.75
2017-01-19,292.4
2017-01-20,284.45
2017-01-23,284.2
2017-01-24,289.6
2017-01-25,294.35
2017-01-27,292.4
2017-01-30,299.45
2017-01-31,292.85
2017-02-01,301.35
2017-02-02,301.9
2017-02-03,314.4
2017-02-06,320.75
2017-02-07,314.95
2017-02-08,318.2
2017-02-09,311.8
2017-02-10,312.8
2017-02-13,310.3
2017-02-14,308.7
2017-02-15,303.1
2017-02-16,308.1
2017-02-17,315.45
2017-02-20,318.3
2017-02-21,315.8
2017-02-22,315.2
2017-02-23,320.95
2017-02-27,317.15
2017-02-28,316.05
2017-03-01,308.2
2017-03-02,298.75
2017-03-03,301.55
2017-03-06,303.15
2017-03-07,303.15
2017-03-08,305.25
2017-03-09,303.1
2017-03-10,302.75
2017-03-14,308.8
2017-03-15,316.55
2017-03-16,323.75
2017-03-17,319.6
2017-03-20,323.25
2017-03-21,327.15
2017-03-22,327.6
2017-03-23,345.65
2017-03-24,359.15
2017-03-27,358.6
2017-03-28,364.25
2017-03-29,364.8
2017-03-30,370.85
2017-03-31,365.65
2017-04-03,404.4
2017-04-05,424.1
2017-04-06,442.15
2017-04-07,451.0
2017-04-10,496.1
2017-04-11,488.15
2017-04-12,476.95
2017-04-13,504.05
2017-04-17,500.1
2017-04-18,493.75
2017-04-19,495.7
2017-04-20,494.95
2017-04-21,491.1
2017-04-24,508.1
2017-04-25,518.65
2017-04-26,506.9
2017-04-27,508.8
2017-04-28,500.9
2017-05-02,515.95
2017-05-03,551.15
2017-05-04,571.8
2017-05-05,559.65
2017-05-08,572.4
2017-05-09,564.15
2017-05-10,572.25
2017-05-11,558.3
2017-05-12,539.5
2017-05-15,544.75
2017-05-16,559.75
2017-05-17,553.5
2017-05-18,536.85
2017-05-19,530.85
2017-05-22,523.05
2017-05-23,504.85
2017-05-24,508.0
2017-05-25,521.9
2017-05-26,527.75
2017-05-29,512.7
2017-05-30,524.4
2017-05-31,540.25
2017-06-01,535.95
2017-06-02,534.15
2017-06-05,547.5
2017-06-06,545.45
2017-06-07,563.55
2017-06-08,569.25
2017-06-09,584.15
2017-06-12,584.6
2017-06-13,594.05
2017-06-14,602.1
2017-06-15,614.1
2017-06-16,608.75
2017-06-19,616.05
2017-06-20,613.7
2017-06-21,604.9
2017-06-22,590.85
2017-06-23,567.7
2017-06-27,552.65
2017-06-28,573.4
2017-06-29,570.15
2017-06-30,568.5
2017-07-03,568.3
2017-07-04,556.35
2017-07-05,558.05
2017-07-06,569.65
2017-07-07,560.5
2017-07-10,561.15
2017-07-11,550.55
2017-07-12,544.8
2017-07-13,559.2
2017-07-14,552.65
2017-07-17,547.0
2017-07-18,549.45
2017-07-19,554.85
2017-07-20,551.1
2017-07-21,556.55
2017-07-24,538.85
2017-07-25,517.5
2017-07-26,519.85
2017-07-27,519.0
2017-07-28,510.95
2017-07-31,518.0
2017-08-01,511.15
2017-08-02,517.75
2017-08-03,508.7
2017-08-04,504.3
2017-08-07,511.15
2017-08-08,504.4
2017-08-09,498.35
2017-08-10,484.3
2017-08-11,475.2
2017-08-14,488.65
2017-08-16,511.5
2017-08-17,509.6
2017-08-18,492.85
2017-08-21,488.6
2017-08-22,489.65
2017-08-23,506.85
2017-08-24,498.7
2017-08-28,538.7
2017-08-29,534.5
2017-08-30,537.15
2017-08-31,532.9
2017-09-01,537.45
2017-09-04,522.2
2017-09-05,532.35
2017-09-06,545.3
2017-09-07,537.75
2017-09-08,535.1
2017-09-11,534.7
2017-09-12,533.85
2017-09-13,527.15
2017-09-14,544.6
2017-09-15,544.6
2017-09-18,550.5
2017-09-19,541.65
2017-09-20,537.85
2017-09-21,536.7
2017-09-22,521.2
2017-09-25,500.15
2017-09-26,516.3
2017-09-27,515.55
2017-09-28,518.35
2017-09-29,530.1
2017-10-03,528.6
2017-10-04,519.4
2017-10-05,509.95
2017-10-06,511.5
2017-10-09,515.6
2017-10-10,514.05
2017-10-11,520.0
2017-10-12,512.9
2017-10-13,510.0
2017-10-16,507.7
2017-10-17,504.9
2017-10-18,505.5
2017-10-19,507.4
2017-10-23,499.45
2017-10-24,496.8
2017-10-25,488.65
2017-10-26,498.4
2017-10-27,491.5
2017-10-30,490.75
2017-10-31,482.5
2017-11-01,481.85
2017-11-02,483.25
2017-11-03,480.6
2017-11-06,474.6
2017-11-07,467.95
2017-11-08,440.7
2017-11-09,439.7
2017-11-10,441.75
2017-11-13,427.7
2017-11-14,431.9
2017-11-15,418.9
2017-11-16,422.45
2017-11-17,438.85
2017-11-20,436.5
2017-11-21,431.4
2017-11-22,424.95
2017-11-23,422.6
2017-11-24,425.25
2017-11-27,430.55
2017-11-28,458.55
2017-11-29,448.55
2017-11-30,440.4
2017-12-01,435.15
2017-12-04,426.55
2017-12-05,414.75
2017-12-06,408.45
2017-12-07,416.9
2017-12-08,420.95
2017-12-11,411.95
2017-12-12,409.3
2017-12-13,409.1
2017-12-14,403.5
2017-12-15,403.15
2017-12-18,411.15
2017-12-19,411.55
2017-12-20,410.7
2017-12-21,420.2
2017-12-22,442.2
2017-12-26,468.05
2017-12-27,464.3
2017-12-28,467.3
2017-12-29,463.1
