Date,PRAJIND
2017-01-02,81.75
2017-01-03,84.0
2017-01-04,85.15
2017-01-05,85.1
2017-01-06,83.9
2017-01-09,83.9
2017-01-10,86.35
2017-01-11,85.4
2017-01-12,83.9
2017-01-13,82.8
2017-01-16,82.5
2017-01-17,83.05
2017-01-18,83.95
2017-01-19,83.15
2017-01-20,81.3
2017-01-23,81.45
2017-01-24,80.7
2017-01-25,81.2
2017-01-27,81.8
2017-01-30,83.3
2017-01-31,82.55
2017-02-01,83.9
2017-02-02,84.2
2017-02-03,83.55
2017-02-06,82.45
2017-02-07,83.8
2017-02-08,83.75
2017-02-09,83.2
2017-02-10,83.05
2017-02-13,79.25
2017-02-14,78.55
2017-02-15,77.25
2017-02-16,77.7
2017-02-17,78.3
2017-02-20,78.1
2017-02-21,78.05
2017-02-22,78.0
2017-02-23,77.95
2017-02-27,78.5
2017-02-28,79.45
2017-03-01,80.35
2017-03-02,82.25
2017-03-03,83.0
2017-03-06,83.35
2017-03-07,82.45
2017-03-08,80.95
2017-03-09,79.45
2017-03-10,78.85
2017-03-14,78.75
2017-03-15,78.85
2017-03-16,80.05
2017-03-17,79.35
2017-03-20,78.95
2017-03-21,79.15
2017-03-22,79.85
2017-03-23,80.05
2017-03-24,78.75
2017-03-27,80.05
2017-03-28,79.6
2017-03-29,79.7
2017-03-30,80.05
2017-03-31,80.05
2017-04-03,80.3
2017-04-05,82.55
2017-04-06,83.0
2017-04-07,80.8
2017-04-10,81.85
2017-04-11,81.95
2017-04-12,80.75
2017-04-13,80.55
2017-04-17,80.2
2017-04-18,78.95
2017-04-19,78.4
2017-04-20,80.4
2017-04-21,81.25
2017-04-24,81.1
2017-04-25,82.5
2017-04-26,85.65
2017-04-27,88.3
2017-04-28,86.45
2017-05-02,85.55
2017-05-03,83.65
2017-05-04,83.95
2017-05-05,82.85
2017-05-08,82.75
2017-05-09,84.4
2017-05-10,85.6
2017-05-11,84.5
2017-05-12,83.2
2017-05-15,83.05
2017-05-16,82.2
2017-05-17,82.15
2017-05-18,81.25
2017-05-19,81.0
2017-05-22,80.05
2017-05-23,77.8
2017-05-24,78.1
2017-05-25,77.35
2017-05-26,80.15
2017-05-29,76.65
2017-05-30,76.4
2017-05-31,76.35
2017-06-01,76.3
2017-06-02,76.55
2017-06-05,76.1
2017-06-06,78.25
2017-06-07,79.2
2017-06-08,78.0
2017-06-09,79.25
2017-06-12,78.35
2017-06-13,79.7
2017-06-14,78.95
2017-06-15,78.45
2017-06-16,78.5
2017-06-19,78.5
2017-06-20,80.15
2017-06-21,80.3
2017-06-22,79.3
2017-06-23,77.6
2017-06-27,76.6
2017-06-28,76.3
2017-06-29,75.85
2017-06-30,75.2
2017-07-03,75.35
2017-07-04,75.25
2017-07-05,76.55
2017-07-06,77.45
2017-07-07,78.95
2017-07-10,78.25
2017-07-11,78.5
2017-07-12,77.75
2017-07-13,77.05
2017-07-14,82.15
2017-07-17,79.4
2017-07-18,78.2
2017-07-19,78.7
2017-07-20,78.65
2017-07-21,78.9
2017-07-24,77.95
2017-07-25,77.8
2017-07-26,78.55
2017-07-27,77.6
2017-07-28,76.25
2017-07-31,76.95
2017-08-01,76.95
2017-08-02,75.65
2017-08-03,74.35
2017-08-04,74.8
2017-08-07,75.45
2017-08-08,74.3
2017-08-09,73.2
2017-08-10,68.35
2017-08-11,66.05
2017-08-14,66.75
2017-08-16,71.5
2017-08-17,70.25
2017-08-18,68.5
2017-08-21,67.5
2017-08-22,66.5
2017-08-23,66.9
2017-08-24,68.9
2017-08-28,69.1
2017-08-29,67.4
2017-08-30,68.45
2017-08-31,67.7
2017-09-01,67.5
2017-09-04,67.1
2017-09-05,67.25
2017-09-06,69.05
2017-09-07,70.6
2017-09-08,71.8
2017-09-11,71.55
2017-09-12,70.8
2017-09-13,72.3
2017-09-14,71.55
2017-09-15,69.4
2017-09-18,72.4
2017-09-19,71.6
2017-09-20,71.9
2017-09-21,71.2
2017-09-22,68.95
2017-09-25,68.2
2017-09-26,68.5
2017-09-27,65.65
2017-09-28,66.95
2017-09-29,68.2
2017-10-03,66.7
2017-10-04,65.9
2017-10-05,66.0
2017-10-06,65.7
2017-10-09,65.65
2017-10-10,70.2
2017-10-11,71.55
2017-10-12,70.8
2017-10-13,69.75
2017-10-16,68.3
2017-10-17,67.4
2017-10-18,68.05
2017-10-19,67.95
2017-10-23,68.0
2017-10-24,68.75
2017-10-25,69.7
2017-10-26,71.25
2017-10-27,71.1
2017-10-30,72.05
2017-10-31,79.15
2017-11-01,81.2
2017-11-02,77.15
2017-11-03,76.3
2017-11-06,77.95
2017-11-07,78.8
2017-11-08,81.15
2017-11-09,82.75
2017-11-10,81.9
2017-11-13,79.65
2017-11-14,80.05
2017-11-15,77.15
2017-11-16,77.9
2017-11-17,81.3
2017-11-20,86.9
2017-11-21,89.65
2017-11-22,88.3
2017-11-23,105.95
2017-11-24,117.1
2017-11-27,116.25
2017-11-28,118.2
2017-11-29,112.55
2017-11-30,113.1
2017-12-01,110.1
2017-12-04,105.05
2017-12-05,115.2
2017-12-06,110.5
2017-12-07,115.2
2017-12-08,112.3
2017-12-11,114.3
2017-12-12,113.05
2017-12-13,108.85
2017-12-14,105.9
2017-12-15,107.75
2017-12-18,106.25
2017-12-19,109.25
2017-12-20,113.0
2017-12-21,112.55
2017-12-22,111.3
2017-12-26,110.3
2017-12-27,108.2
2017-12-28,110.65
2017-12-29,111.85
