Date,BBTC
2017-01-02,524.4
2017-01-03,525.9
2017-01-04,525.3
2017-01-05,533.2
2017-01-06,544.75
2017-01-09,539.7
2017-01-10,545.9
2017-01-11,547.85
2017-01-12,544.55
2017-01-13,549.35
2017-01-16,551.85
2017-01-17,549.15
2017-01-18,546.35
2017-01-19,554.0
2017-01-20,541.25
2017-01-23,541.45
2017-01-24,545.55
2017-01-25,546.35
2017-01-27,567.1
2017-01-30,585.15
2017-01-31,599.7
2017-02-01,610.75
2017-02-02,604.45
2017-02-03,605.35
2017-02-06,606.0
2017-02-07,600.75
2017-02-08,608.1
2017-02-09,601.25
2017-02-10,600.05
2017-02-13,610.05
2017-02-14,600.05
2017-02-15,603.0
2017-02-16,605.3
2017-02-17,636.25
2017-02-20,628.95
2017-02-21,635.05
2017-02-22,654.25
2017-02-23,664.45
2017-02-27,676.2
2017-02-28,675.15
2017-03-01,690.45
2017-03-02,687.5
2017-03-03,717.45
2017-03-06,805.45
2017-03-07,784.15
2017-03-08,792.3
2017-03-09,783.25
2017-03-10,767.25
2017-03-14,759.05
2017-03-15,761.5
2017-03-16,761.05
2017-03-17,760.6
2017-03-20,764.05
2017-03-21,755.05
2017-03-22,756.7
2017-03-23,826.5
2017-03-24,847.05
2017-03-27,863.25
2017-03-28,865.95
2017-03-29,845.55
2017-03-30,852.8
2017-03-31,853.35
2017-04-03,850.9
2017-04-05,847.35
2017-04-06,840.5
2017-04-07,827.95
2017-04-10,823.3
2017-04-11,826.05
2017-04-12,842.35
2017-04-13,884.55
2017-04-17,888.15
2017-04-18,881.45
2017-04-19,899.3
2017-04-20,911.45
2017-04-21,890.3
2017-04-24,908.3
2017-04-25,911.65
2017-04-26,918.35
2017-04-27,930.8
2017-04-28,941.3
2017-05-02,939.15
2017-05-03,919.5
2017-05-04,898.0
2017-05-05,883.65
2017-05-08,881.15
2017-05-09,886.95
2017-05-10,888.1
2017-05-11,881.3
2017-05-12,881.2
2017-05-15,881.8
2017-05-16,880.8
2017-05-17,880.3
2017-05-18,875.15
2017-05-19,881.15
2017-05-22,879.25
2017-05-23,878.65
2017-05-24,880.05
2017-05-25,909.0
2017-05-26,905.7
2017-05-29,881.65
2017-05-30,881.8
2017-05-31,882.2
2017-06-01,895.35
2017-06-02,890.4
2017-06-05,896.85
2017-06-06,879.65
2017-06-07,885.35
2017-06-08,888.75
2017-06-09,881.35
2017-06-12,878.7
2017-06-13,879.2
2017-06-14,929.6
2017-06-15,932.35
2017-06-16,919.15
2017-06-19,907.35
2017-06-20,909.3
2017-06-21,912.3
2017-06-22,901.5
2017-06-23,880.75
2017-06-27,880.85
2017-06-28,886.95
2017-06-29,887.8
2017-06-30,880.95
2017-07-03,893.15
2017-07-04,884.15
2017-07-05,887.5
2017-07-06,912.05
2017-07-07,897.35
2017-07-10,894.4
2017-07-11,886.2
2017-07-12,882.4
2017-07-13,886.45
2017-07-14,880.55
2017-07-17,880.2
2017-07-18,880.25
2017-07-19,882.3
2017-07-20,890.55
2017-07-21,887.05
2017-07-24,882.15
2017-07-25,883.25
2017-07-26,881.1
2017-07-27,878.55
2017-07-28,882.75
2017-07-31,876.2
2017-08-01,878.95
2017-08-02,875.95
2017-08-03,874.05
2017-08-04,882.0
2017-08-07,915.5
2017-08-08,886.4
2017-08-09,880.3
2017-08-10,880.25
2017-08-11,884.15
2017-08-14,889.2
2017-08-16,919.5
2017-08-17,906.6
2017-08-18,895.75
2017-08-21,895.35
2017-08-22,903.9
2017-08-23,910.2
2017-08-24,897.65
2017-08-28,898.5
2017-08-29,891.65
2017-08-30,932.7
2017-08-31,1003.8
2017-09-01,1023.35
2017-09-04,1034.9
2017-09-05,1050.0
2017-09-06,1053.65
2017-09-07,1052.9
2017-09-08,1037.3
2017-09-11,1040.35
2017-09-12,1054.1
2017-09-13,1048.9
2017-09-14,1067.05
2017-09-15,1236.65
2017-09-18,1257.25
2017-09-19,1266.4
2017-09-20,1266.1
2017-09-21,1265.65
2017-09-22,1258.95
2017-09-25,1232.15
2017-09-26,1230.1
2017-09-27,1190.85
2017-09-28,1180.7
2017-09-29,1286.9
2017-10-03,1358.3
2017-10-04,1391.9
2017-10-05,1423.15
2017-10-06,1415.1
2017-10-09,1353.5
2017-10-10,1377.35
2017-10-11,1372.1
2017-10-12,1490.15
2017-10-13,1528.5
2017-10-16,1544.0
2017-10-17,1649.2
2017-10-18,1725.2
2017-10-19,1691.85
2017-10-23,1683.9
2017-10-24,1627.5
2017-10-25,1602.15
2017-10-26,1678.95
2017-10-27,1680.05
2017-10-30,1679.3
2017-10-31,1677.85
2017-11-01,1649.2
2017-11-02,1647.95
2017-11-03,1647.3
2017-11-06,1627.15
2017-11-07,1595.3
2017-11-08,1558.0
2017-11-09,1617.95
2017-11-10,1597.6
2017-11-13,1586.75
2017-11-14,1553.5
2017-11-15,1530.05
2017-11-16,1493.9
2017-11-17,1459.75
2017-11-20,1517.75
2017-11-21,1510.2
2017-11-22,1489.35
2017-11-23,1470.15
2017-11-24,1508.95
2017-11-27,1522.3
2017-11-28,1535.2
2017-11-29,1519.05
2017-11-30,1527.7
2017-12-01,1516.55
2017-12-04,1514.5
2017-12-05,1489.4
2017-12-06,1480.9
2017-12-07,1500.05
2017-12-08,1529.9
2017-12-11,1505.8
2017-12-12,1473.35
2017-12-13,1471.6
2017-12-14,1448.8
2017-12-15,1456.45
2017-12-18,1459.55
2017-12-19,1504.65
2017-12-20,1536.95
2017-12-21,1543.45
2017-12-22,1627.45
2017-12-26,1652.3
2017-12-27,1630.45
2017-12-28,1626.75
2017-12-29,1702.55
