Date,POWERMECH
2017-01-02,449.95
2017-01-03,445.35
2017-01-04,439.9
2017-01-05,435.0
2017-01-06,434.65
2017-01-09,432.65
2017-01-10,429.65
2017-01-11,425.4
2017-01-12,447.25
2017-01-13,442.85
2017-01-16,459.65
2017-01-17,452.6
2017-01-18,446.2
2017-01-19,449.1
2017-01-20,444.55
2017-01-23,444.2
2017-01-24,448.15
2017-01-25,448.2
2017-01-27,445.45
2017-01-30,448.05
2017-01-31,448.1
2017-02-01,450.95
2017-02-02,449.25
2017-02-03,450.8
2017-02-06,455.1
2017-02-07,459.0
2017-02-08,462.85
2017-02-09,453.9
2017-02-10,451.4
2017-02-13,450.65
2017-02-14,451.05
2017-02-15,444.9
2017-02-16,449.75
2017-02-17,447.9
2017-02-20,444.1
2017-02-21,443.85
2017-02-22,443.0
2017-02-23,441.15
2017-02-27,435.75
2017-02-28,435.25
2017-03-01,435.0
2017-03-02,428.8
2017-03-03,426.35
2017-03-06,423.7
2017-03-07,414.5
2017-03-08,408.1
2017-03-09,403.85
2017-03-10,393.5
2017-03-14,399.9
2017-03-15,400.15
2017-03-16,480.15
2017-03-17,510.7
2017-03-20,509.6
2017-03-21,513.25
2017-03-22,511.75
2017-03-23,516.75
2017-03-24,512.35
2017-03-27,516.55
2017-03-28,516.75
2017-03-29,510.25
2017-03-30,522.45
2017-03-31,534.25
2017-04-03,550.05
2017-04-05,549.9
2017-04-06,539.45
2017-04-07,534.05
2017-04-10,531.3
2017-04-11,526.4
2017-04-12,526.15
2017-04-13,546.15
2017-04-17,547.75
2017-04-18,532.95
2017-04-19,533.15
2017-04-20,550.0
2017-04-21,548.45
2017-04-24,544.75
2017-04-25,558.3
2017-04-26,551.05
2017-04-27,554.7
2017-04-28,558.05
2017-05-02,582.1
2017-05-03,581.1
2017-05-04,580.6
2017-05-05,584.2
2017-05-08,589.3
2017-05-09,592.95
2017-05-10,609.05
2017-05-11,606.6
2017-05-12,590.05
2017-05-15,590.3
2017-05-16,585.65
2017-05-17,582.75
2017-05-18,581.2
2017-05-19,595.65
2017-05-22,595.9
2017-05-23,584.8
2017-05-24,580.1
2017-05-25,585.4
2017-05-26,591.4
2017-05-29,587.8
2017-05-30,590.0
2017-05-31,584.35
2017-06-01,585.35
2017-06-02,589.15
2017-06-05,585.4
2017-06-06,585.5
2017-06-07,585.25
2017-06-08,585.15
2017-06-09,585.3
2017-06-12,585.5
2017-06-13,586.85
2017-06-14,586.15
2017-06-15,597.8
2017-06-16,602.55
2017-06-19,604.0
2017-06-20,603.45
2017-06-21,599.75
2017-06-22,585.0
2017-06-23,585.4
2017-06-27,606.35
2017-06-28,594.3
2017-06-29,585.05
2017-06-30,585.3
2017-07-03,585.05
2017-07-04,596.3
2017-07-05,589.25
2017-07-06,593.95
2017-07-07,588.9
2017-07-10,586.3
2017-07-11,588.85
2017-07-12,593.25
2017-07-13,595.6
2017-07-14,592.75
2017-07-17,595.35
2017-07-18,586.9
2017-07-19,583.85
2017-07-20,582.35
2017-07-21,582.7
2017-07-24,590.0
2017-07-25,593.75
2017-07-26,585.1
2017-07-27,585.0
2017-07-28,585.35
2017-07-31,586.45
2017-08-01,585.0
2017-08-02,585.0
2017-08-03,585.0
2017-08-04,585.0
2017-08-07,585.0
2017-08-08,573.4
2017-08-09,562.8
2017-08-10,542.55
2017-08-11,546.0
2017-08-14,569.15
2017-08-16,556.45
2017-08-17,550.25
2017-08-18,545.8
2017-08-21,528.6
2017-08-22,530.15
2017-08-23,533.9
2017-08-24,545.0
2017-08-28,542.1
2017-08-29,529.8
2017-08-30,526.95
2017-08-31,530.25
2017-09-01,531.55
2017-09-04,535.05
2017-09-05,536.1
2017-09-06,534.0
2017-09-07,545.8
2017-09-08,539.65
2017-09-11,539.85
2017-09-12,544.4
2017-09-13,540.0
2017-09-14,547.4
2017-09-15,539.9
2017-09-18,544.0
2017-09-19,545.35
2017-09-20,553.25
2017-09-21,551.3
2017-09-22,549.25
2017-09-25,547.05
2017-09-26,555.65
2017-09-27,545.15
2017-09-28,554.15
2017-09-29,558.4
2017-10-03,566.7
2017-10-04,568.5
2017-10-05,559.75
2017-10-06,560.0
2017-10-09,559.35
2017-10-10,559.85
2017-10-11,575.35
2017-10-12,579.2
2017-10-13,570.7
2017-10-16,566.45
2017-10-17,565.6
2017-10-18,570.15
2017-10-19,561.6
2017-10-23,567.5
2017-10-24,560.05
2017-10-25,563.2
2017-10-26,560.1
2017-10-27,561.85
2017-10-30,559.5
2017-10-31,564.3
2017-11-01,565.75
2017-11-02,678.9
2017-11-03,769.9
2017-11-06,750.3
2017-11-07,729.35
2017-11-08,710.85
2017-11-09,729.3
2017-11-10,720.35
2017-11-13,714.4
2017-11-14,722.6
2017-11-15,710.15
2017-11-16,704.9
2017-11-17,742.1
2017-11-20,749.95
2017-11-21,769.9
2017-11-22,772.55
2017-11-23,771.8
2017-11-24,745.3
2017-11-27,731.05
2017-11-28,722.75
2017-11-29,764.85
2017-11-30,762.85
2017-12-01,732.3
2017-12-04,762.7
2017-12-05,760.75
2017-12-06,750.1
2017-12-07,750.45
2017-12-08,757.75
2017-12-11,745.35
2017-12-12,730.55
2017-12-13,719.55
2017-12-14,717.6
2017-12-15,718.45
2017-12-18,751.15
2017-12-19,769.25
2017-12-20,766.85
2017-12-21,747.5
2017-12-22,741.8
2017-12-26,736.55
2017-12-27,742.7
2017-12-28,750.45
2017-12-29,737.75
