Date,DWARKESH
2017-01-02,348.15
2017-01-03,349.8
2017-01-04,356.1
2017-01-05,353.65
2017-01-06,362.75
2017-01-09,380.25
2017-01-10,407.55
2017-01-11,396.2
2017-01-12,395.25
2017-01-13,400.3
2017-01-16,397.3
2017-01-17,402.3
2017-01-18,396.75
2017-01-19,398.6
2017-01-20,384.8
2017-01-23,391.4
2017-01-24,404.8
2017-01-25,408.85
2017-01-27,409.35
2017-01-30,405.9
2017-01-31,398.65
2017-02-01,407.4
2017-02-02,436.65
2017-02-03,446.65
2017-02-06,440.35
2017-02-07,435.0
2017-02-08,419.9
2017-02-09,415.15
2017-02-10,423.25
2017-02-13,418.95
2017-02-14,414.75
2017-02-15,401.4
2017-02-16,408.05
2017-02-17,410.45
2017-02-20,417.0
2017-02-21,415.55
2017-02-22,407.4
2017-02-23,406.25
2017-02-27,398.1
2017-02-28,399.2
2017-03-01,402.2
2017-03-02,396.55
2017-03-03,426.95
2017-03-06,446.65
2017-03-07,437.7
2017-03-08,427.15
2017-03-09,428.15
2017-03-10,421.9
2017-03-14,428.3
2017-03-15,426.3
2017-03-16,429.25
2017-03-17,449.4
2017-03-20,451.7
2017-03-21,443.25
2017-03-22,446.0
2017-03-23,451.55
2017-03-24,447.5
2017-03-27,449.15
2017-03-28,438.7
2017-03-29,426.6
2017-03-30,437.0
2017-03-31,440.4
2017-04-03,459.5
2017-04-05,451.45
2017-04-06,449.05
2017-04-07,447.5
2017-04-10,444.95
2017-04-11,445.9
2017-04-12,463.6
2017-04-13,454.15
2017-04-17,452.05
2017-04-18,446.25
2017-04-19,455.15
2017-04-20,472.65
2017-04-21,485.15
2017-04-24,480.15
2017-04-25,480.9
2017-04-26,469.8
2017-04-27,469.35
2017-04-28,468.6
2017-05-02,473.0
2017-05-03,476.25
2017-05-04,476.85
2017-05-05,465.85
2017-05-08,456.35
2017-05-09,462.45
2017-05-10,464.15
2017-05-11,465.05
2017-05-12,466.6
2017-05-15,461.5
2017-05-16,474.5
2017-05-17,475.35
2017-05-18,454.25
2017-05-19,444.15
2017-05-22,438.75
2017-05-23,448.0
2017-05-24,437.55
2017-05-25,450.15
2017-05-26,442.85
2017-05-29,438.0
2017-05-30,423.2
2017-05-31,429.0
2017-06-01,441.3
2017-06-02,450.7
2017-06-05,435.25
2017-06-06,414.7
2017-06-07,418.75
2017-06-08,415.6
2017-06-09,418.35
2017-06-12,410.65
2017-06-13,412.45
2017-06-14,403.95
2017-06-15,399.85
2017-06-16,399.1
2017-06-19,403.4
2017-06-20,413.55
2017-06-21,436.85
2017-06-22,427.55
2017-06-23,427.35
2017-06-27,412.45
2017-06-28,418.85
2017-06-29,428.6
2017-06-30,430.05
2017-07-03,437.25
2017-07-04,426.65
2017-07-05,429.45
2017-07-06,428.8
2017-07-07,430.45
2017-07-10,434.4
2017-07-11,430.55
2017-07-12,429.65
2017-07-13,425.15
2017-07-14,428.15
2017-07-17,426.85
2017-07-18,435.4
2017-07-19,430.4
2017-07-20,437.45
2017-07-21,447.95
2017-07-24,457.25
2017-07-25,478.55
2017-07-26,491.7
2017-07-27,477.5
2017-07-28,479.35
2017-07-31,510.45
2017-08-01,527.35
2017-08-02,563.35
2017-08-03,598.7
2017-08-04,665.1
2017-08-07,749.6
2017-08-08,674.65
2017-08-09,667.4
2017-08-10,66.45
2017-08-11,67.7
2017-08-14,68.35
2017-08-16,66.35
2017-08-17,65.7
2017-08-18,65.3
2017-08-21,65.1
2017-08-22,61.3
2017-08-23,62.5
2017-08-24,62.1
2017-08-28,64.15
2017-08-29,65.75
2017-08-30,67.25
2017-08-31,66.45
2017-09-01,65.3
2017-09-04,62.95
2017-09-05,63.75
2017-09-06,66.1
2017-09-07,66.0
2017-09-08,62.85
2017-09-11,64.55
2017-09-12,63.4
2017-09-13,64.1
2017-09-14,63.55
2017-09-15,63.55
2017-09-18,62.95
2017-09-19,64.0
2017-09-20,67.45
2017-09-21,68.6
2017-09-22,68.4
2017-09-25,64.6
2017-09-26,63.55
2017-09-27,61.55
2017-09-28,62.4
2017-09-29,62.45
2017-10-03,63.35
2017-10-04,64.5
2017-10-05,64.0
2017-10-06,66.65
2017-10-09,66.05
2017-10-10,78.75
2017-10-11,73.9
2017-10-12,78.8
2017-10-13,76.6
2017-10-16,74.75
2017-10-17,73.95
2017-10-18,74.25
2017-10-19,73.45
2017-10-23,77.9
2017-10-24,76.7
2017-10-25,74.9
2017-10-26,72.75
2017-10-27,73.6
2017-10-30,77.4
2017-10-31,76.6
2017-11-01,75.65
2017-11-02,73.8
2017-11-03,72.2
2017-11-06,73.5
2017-11-07,69.8
2017-11-08,67.25
2017-11-09,68.15
2017-11-10,68.9
2017-11-13,62.25
2017-11-14,63.3
2017-11-15,61.15
2017-11-16,62.15
2017-11-17,62.7
2017-11-20,63.15
2017-11-21,62.7
2017-11-22,61.65
2017-11-23,63.65
2017-11-24,61.6
2017-11-27,61.05
2017-11-28,60.4
2017-11-29,59.2
2017-11-30,57.1
2017-12-01,58.25
2017-12-04,57.0
2017-12-05,62.95
2017-12-06,60.0
2017-12-07,60.05
2017-12-08,58.75
2017-12-11,57.85
2017-12-12,56.85
2017-12-13,56.4
2017-12-14,54.65
2017-12-15,53.3
2017-12-18,50.9
2017-12-19,52.9
2017-12-20,51.4
2017-12-21,49.8
2017-12-22,47.65
2017-12-26,48.85
2017-12-27,46.6
2017-12-28,44.4
2017-12-29,47.3
