Date,GMRINFRA
2017-01-02,12.05
2017-01-03,12.25
2017-01-04,12.75
2017-01-05,12.75
2017-01-06,12.5
2017-01-09,12.5
2017-01-10,12.65
2017-01-11,12.7
2017-01-12,12.65
2017-01-13,12.55
2017-01-16,12.6
2017-01-17,12.55
2017-01-18,12.55
2017-01-19,12.65
2017-01-20,12.7
2017-01-23,12.55
2017-01-24,12.8
2017-01-25,12.75
2017-01-27,13.15
2017-01-30,12.85
2017-01-31,12.7
2017-02-01,13.1
2017-02-02,12.85
2017-02-03,13.7
2017-02-06,14.25
2017-02-07,13.75
2017-02-08,13.95
2017-02-09,14.4
2017-02-10,14.7
2017-02-13,14.3
2017-02-14,14.25
2017-02-15,13.75
2017-02-16,14.0
2017-02-17,14.35
2017-02-20,15.45
2017-02-21,14.95
2017-02-22,14.95
2017-02-23,14.9
2017-02-27,15.4
2017-02-28,15.9
2017-03-01,15.8
2017-03-02,15.85
2017-03-03,16.3
2017-03-06,16.4
2017-03-07,16.35
2017-03-08,16.3
2017-03-09,16.2
2017-03-10,15.9
2017-03-14,16.3
2017-03-15,16.35
2017-03-16,17.2
2017-03-17,16.7
2017-03-20,16.7
2017-03-21,16.5
2017-03-22,16.05
2017-03-23,16.35
2017-03-24,16.45
2017-03-27,16.3
2017-03-28,16.5
2017-03-29,16.4
2017-03-30,16.35
2017-03-31,16.0
2017-04-03,16.3
2017-04-05,16.55
2017-04-06,16.45
2017-04-07,15.9
2017-04-10,15.8
2017-04-11,15.9
2017-04-12,15.65
2017-04-13,15.6
2017-04-17,16.1
2017-04-18,15.75
2017-04-19,15.7
2017-04-20,16.45
2017-04-21,17.55
2017-04-24,18.25
2017-04-25,17.85
2017-04-26,17.15
2017-04-27,17.55
2017-04-28,17.25
2017-05-02,17.15
2017-05-03,16.85
2017-05-04,16.85
2017-05-05,16.2
2017-05-08,16.7
2017-05-09,17.15
2017-05-10,17.0
2017-05-11,16.7
2017-05-12,16.6
2017-05-15,17.55
2017-05-16,17.4
2017-05-17,17.3
2017-05-18,16.75
2017-05-19,16.95
2017-05-22,16.8
2017-05-23,15.9
2017-05-24,14.55
2017-05-25,15.2
2017-05-26,15.95
2017-05-29,14.8
2017-05-30,15.0
2017-05-31,15.05
2017-06-01,14.95
2017-06-02,16.9
2017-06-05,16.7
2017-06-06,16.2
2017-06-07,16.65
2017-06-08,16.6
2017-06-09,17.0
2017-06-12,17.75
2017-06-13,18.85
2017-06-14,19.3
2017-06-15,19.75
2017-06-16,19.45
2017-06-19,19.3
2017-06-20,20.0
2017-06-21,21.35
2017-06-22,20.8
2017-06-23,21.35
2017-06-27,19.25
2017-06-28,19.3
2017-06-29,19.0
2017-06-30,19.65
2017-07-03,19.6
2017-07-04,18.55
2017-07-05,18.9
2017-07-06,19.0
2017-07-07,19.3
2017-07-10,19.0
2017-07-11,18.45
2017-07-12,18.05
2017-07-13,17.95
2017-07-14,18.0
2017-07-17,18.05
2017-07-18,17.7
2017-07-19,18.1
2017-07-20,17.8
2017-07-21,18.0
2017-07-24,18.65
2017-07-25,18.8
2017-07-26,19.15
2017-07-27,19.3
2017-07-28,18.9
2017-07-31,18.8
2017-08-01,18.7
2017-08-02,18.5
2017-08-03,17.9
2017-08-04,17.65
2017-08-07,18.55
2017-08-08,17.7
2017-08-09,16.95
2017-08-10,15.9
2017-08-11,15.5
2017-08-14,16.05
2017-08-16,16.5
2017-08-17,18.55
2017-08-18,18.25
2017-08-21,17.5
2017-08-22,17.0
2017-08-23,17.2
2017-08-24,17.25
2017-08-28,17.45
2017-08-29,16.85
2017-08-30,17.2
2017-08-31,17.2
2017-09-01,17.7
2017-09-04,17.2
2017-09-05,17.1
2017-09-06,17.2
2017-09-07,17.5
2017-09-08,17.25
2017-09-11,17.3
2017-09-12,17.35
2017-09-13,17.9
2017-09-14,18.0
2017-09-15,17.9
2017-09-18,18.15
2017-09-19,18.05
2017-09-20,17.85
2017-09-21,17.5
2017-09-22,16.75
2017-09-25,16.45
2017-09-26,16.55
2017-09-27,15.95
2017-09-28,15.95
2017-09-29,16.4
2017-10-03,16.45
2017-10-04,16.35
2017-10-05,16.2
2017-10-06,16.5
2017-10-09,16.25
2017-10-10,16.4
2017-10-11,15.75
2017-10-12,16.2
2017-10-13,16.1
2017-10-16,16.05
2017-10-17,16.05
2017-10-18,16.05
2017-10-19,15.95
2017-10-23,17.25
2017-10-24,17.4
2017-10-25,18.45
2017-10-26,18.45
2017-10-27,18.05
2017-10-30,18.2
2017-10-31,19.2
2017-11-01,19.05
2017-11-02,18.85
2017-11-03,19.0
2017-11-06,18.4
2017-11-07,17.5
2017-11-08,17.4
2017-11-09,17.8
2017-11-10,17.7
2017-11-13,17.75
2017-11-14,17.85
2017-11-15,16.35
2017-11-16,16.95
2017-11-17,17.0
2017-11-20,17.2
2017-11-21,17.25
2017-11-22,17.0
2017-11-23,16.95
2017-11-24,18.65
2017-11-27,18.9
2017-11-28,18.15
2017-11-29,18.45
2017-11-30,18.35
2017-12-01,17.6
2017-12-04,17.25
2017-12-05,17.2
2017-12-06,16.8
2017-12-07,17.15
2017-12-08,17.65
2017-12-11,17.65
2017-12-12,17.1
2017-12-13,17.05
2017-12-14,16.85
2017-12-15,17.2
2017-12-18,17.2
2017-12-19,17.75
2017-12-20,18.3
2017-12-21,19.85
2017-12-22,19.55
2017-12-26,19.55
2017-12-27,19.05
2017-12-28,20.25
2017-12-29,22.45
