Date,SASKEN
2017-01-02,403.35
2017-01-03,404.0
2017-01-04,404.5
2017-01-05,401.3
2017-01-06,402.75
2017-01-09,403.85
2017-01-10,402.0
2017-01-11,400.6
2017-01-12,401.55
2017-01-13,401.3
2017-01-16,399.55
2017-01-17,399.3
2017-01-18,401.2
2017-01-19,394.2
2017-01-20,388.25
2017-01-23,387.85
2017-01-24,386.7
2017-01-25,388.85
2017-01-27,390.65
2017-01-30,388.8
2017-01-31,389.45
2017-02-01,387.95
2017-02-02,391.25
2017-02-03,390.1
2017-02-06,389.2
2017-02-07,391.7
2017-02-08,388.95
2017-02-09,394.0
2017-02-10,395.85
2017-02-13,397.05
2017-02-14,396.55
2017-02-15,398.4
2017-02-16,400.25
2017-02-17,398.85
2017-02-20,404.8
2017-02-21,405.15
2017-02-22,399.45
2017-02-23,397.55
2017-02-27,391.0
2017-02-28,393.6
2017-03-01,397.8
2017-03-02,398.3
2017-03-03,395.1
2017-03-06,397.0
2017-03-07,396.05
2017-03-08,395.05
2017-03-09,395.25
2017-03-10,393.2
2017-03-14,395.65
2017-03-15,391.15
2017-03-16,391.0
2017-03-17,387.4
2017-03-20,381.05
2017-03-21,386.45
2017-03-22,383.3
2017-03-23,383.4
2017-03-24,381.6
2017-03-27,382.1
2017-03-28,381.0
2017-03-29,383.05
2017-03-30,383.5
2017-03-31,383.75
2017-04-03,386.9
2017-04-05,393.1
2017-04-06,395.4
2017-04-07,416.0
2017-04-10,416.65
2017-04-11,418.85
2017-04-12,415.25
2017-04-13,413.35
2017-04-17,413.05
2017-04-18,406.65
2017-04-19,402.1
2017-04-20,415.45
2017-04-21,408.8
2017-04-24,402.3
2017-04-25,403.2
2017-04-26,393.8
2017-04-27,447.75
2017-04-28,424.5
2017-05-02,419.15
2017-05-03,411.75
2017-05-04,407.85
2017-05-05,406.1
2017-05-08,401.2
2017-05-09,414.1
2017-05-10,412.3
2017-05-11,414.9
2017-05-12,415.05
2017-05-15,415.6
2017-05-16,415.05
2017-05-17,422.4
2017-05-18,419.05
2017-05-19,414.25
2017-05-22,397.25
2017-05-23,400.2
2017-05-24,393.05
2017-05-25,394.05
2017-05-26,396.7
2017-05-29,400.75
2017-05-30,398.05
2017-05-31,395.2
2017-06-01,400.1
2017-06-02,399.8
2017-06-05,396.15
2017-06-06,404.45
2017-06-07,412.5
2017-06-08,414.4
2017-06-09,417.6
2017-06-12,409.25
2017-06-13,408.4
2017-06-14,407.15
2017-06-15,409.1
2017-06-16,410.95
2017-06-19,406.45
2017-06-20,413.55
2017-06-21,442.15
2017-06-22,435.3
2017-06-23,425.75
2017-06-27,417.6
2017-06-28,425.4
2017-06-29,419.25
2017-06-30,418.1
2017-07-03,421.95
2017-07-04,441.55
2017-07-05,448.9
2017-07-06,440.75
2017-07-07,465.95
2017-07-10,509.05
2017-07-11,491.85
2017-07-12,549.6
2017-07-13,555.35
2017-07-14,538.25
2017-07-17,536.15
2017-07-18,514.6
2017-07-19,501.65
2017-07-20,528.35
2017-07-21,524.75
2017-07-24,518.8
2017-07-25,506.7
2017-07-26,506.95
2017-07-27,499.8
2017-07-28,510.55
2017-07-31,504.85
2017-08-01,494.8
2017-08-02,492.75
2017-08-03,491.8
2017-08-04,483.4
2017-08-07,489.5
2017-08-08,475.85
2017-08-09,461.05
2017-08-10,444.55
2017-08-11,433.8
2017-08-14,451.25
2017-08-16,461.85
2017-08-17,462.5
2017-08-18,456.0
2017-08-21,450.25
2017-08-22,445.3
2017-08-23,452.1
2017-08-24,448.0
2017-08-28,461.15
2017-08-29,449.55
2017-08-30,452.6
2017-08-31,442.25
2017-09-01,478.05
2017-09-04,475.25
2017-09-05,485.7
2017-09-06,483.7
2017-09-07,489.35
2017-09-08,504.85
2017-09-11,521.15
2017-09-12,515.8
2017-09-13,515.35
2017-09-14,509.3
2017-09-15,508.05
2017-09-18,521.65
2017-09-19,524.7
2017-09-20,523.45
2017-09-21,528.8
2017-09-22,512.95
2017-09-25,517.05
2017-09-26,508.85
2017-09-27,499.5
2017-09-28,495.75
2017-09-29,499.75
2017-10-03,505.15
2017-10-04,503.2
2017-10-05,514.1
2017-10-06,520.1
2017-10-09,524.15
2017-10-10,527.35
2017-10-11,512.75
2017-10-12,523.35
2017-10-13,523.9
2017-10-16,528.95
2017-10-17,572.45
2017-10-18,568.85
2017-10-19,563.05
2017-10-23,554.2
2017-10-24,557.2
2017-10-25,539.3
2017-10-26,532.25
2017-10-27,531.3
2017-10-30,532.15
2017-10-31,525.85
2017-11-01,534.1
2017-11-02,542.55
2017-11-03,536.1
2017-11-06,534.2
2017-11-07,529.75
2017-11-08,522.45
2017-11-09,528.7
2017-11-10,530.6
2017-11-13,539.15
2017-11-14,539.3
2017-11-15,540.5
2017-11-16,559.1
2017-11-17,566.1
2017-11-20,594.25
2017-11-21,607.2
2017-11-22,604.0
2017-11-23,605.25
2017-11-24,613.45
2017-11-27,607.8
2017-11-28,601.4
2017-11-29,603.35
2017-11-30,637.3
2017-12-01,678.5
2017-12-04,674.75
2017-12-05,680.15
2017-12-06,664.6
2017-12-07,688.3
2017-12-08,690.6
2017-12-11,721.1
2017-12-12,700.85
2017-12-13,683.0
2017-12-14,658.7
2017-12-15,662.4
2017-12-18,666.5
2017-12-19,687.7
2017-12-20,696.3
2017-12-21,698.2
2017-12-22,701.1
2017-12-26,735.15
2017-12-27,733.35
2017-12-28,730.55
2017-12-29,733.2
