Date,CUB
2017-01-02,129.7
2017-01-03,132.35
2017-01-04,131.35
2017-01-05,135.05
2017-01-06,138.8
2017-01-09,139.35
2017-01-10,138.35
2017-01-11,139.05
2017-01-12,136.2
2017-01-13,141.5
2017-01-16,142.6
2017-01-17,143.05
2017-01-18,141.25
2017-01-19,140.0
2017-01-20,142.0
2017-01-23,144.95
2017-01-24,143.8
2017-01-25,148.1
2017-01-27,154.6
2017-01-30,144.95
2017-01-31,150.05
2017-02-01,153.55
2017-02-02,160.15
2017-02-03,165.5
2017-02-06,166.7
2017-02-07,162.55
2017-02-08,157.4
2017-02-09,150.15
2017-02-10,156.55
2017-02-13,153.85
2017-02-14,150.5
2017-02-15,155.25
2017-02-16,152.6
2017-02-17,151.05
2017-02-20,150.0
2017-02-21,150.85
2017-02-22,149.95
2017-02-23,148.1
2017-02-27,145.8
2017-02-28,144.3
2017-03-01,146.55
2017-03-02,144.45
2017-03-03,143.95
2017-03-06,143.2
2017-03-07,141.4
2017-03-08,141.05
2017-03-09,137.6
2017-03-10,137.75
2017-03-14,139.85
2017-03-15,148.1
2017-03-16,147.95
2017-03-17,146.75
2017-03-20,145.7
2017-03-21,146.0
2017-03-22,143.75
2017-03-23,142.5
2017-03-24,143.95
2017-03-27,142.3
2017-03-28,142.6
2017-03-29,142.05
2017-03-30,145.0
2017-03-31,151.6
2017-04-03,151.65
2017-04-05,152.65
2017-04-06,152.85
2017-04-07,152.95
2017-04-10,153.1
2017-04-11,153.5
2017-04-12,149.35
2017-04-13,150.6
2017-04-17,150.2
2017-04-18,148.6
2017-04-19,148.55
2017-04-20,148.6
2017-04-21,149.2
2017-04-24,151.8
2017-04-25,152.95
2017-04-26,160.3
2017-04-27,159.25
2017-04-28,164.8
2017-05-02,164.3
2017-05-03,165.6
2017-05-04,164.55
2017-05-05,166.95
2017-05-08,165.65
2017-05-09,168.5
2017-05-10,168.4
2017-05-11,173.25
2017-05-12,173.8
2017-05-15,181.8
2017-05-16,179.65
2017-05-17,176.65
2017-05-18,174.7
2017-05-19,169.35
2017-05-22,164.05
2017-05-23,168.15
2017-05-24,167.5
2017-05-25,168.3
2017-05-26,171.9
2017-05-29,165.2
2017-05-30,167.0
2017-05-31,171.15
2017-06-01,173.75
2017-06-02,173.25
2017-06-05,172.3
2017-06-06,169.85
2017-06-07,173.35
2017-06-08,173.75
2017-06-09,174.8
2017-06-12,174.65
2017-06-13,174.75
2017-06-14,192.3
2017-06-15,179.05
2017-06-16,182.65
2017-06-19,183.4
2017-06-20,178.6
2017-06-21,180.85
2017-06-22,179.75
2017-06-23,179.35
2017-06-27,178.85
2017-06-28,177.5
2017-06-29,182.2
2017-06-30,176.85
2017-07-03,180.8
2017-07-04,182.1
2017-07-05,179.6
2017-07-06,180.0
2017-07-07,181.55
2017-07-10,184.8
2017-07-11,183.5
2017-07-12,183.05
2017-07-13,174.15
2017-07-14,172.45
2017-07-17,169.6
2017-07-18,166.7
2017-07-19,164.05
2017-07-20,161.55
2017-07-21,159.65
2017-07-24,158.7
2017-07-25,162.65
2017-07-26,163.35
2017-07-27,168.05
2017-07-28,167.55
2017-07-31,176.35
2017-08-01,174.95
2017-08-02,171.25
2017-08-03,170.95
2017-08-04,168.05
2017-08-07,171.1
2017-08-08,168.25
2017-08-09,162.0
2017-08-10,156.85
2017-08-11,155.2
2017-08-14,156.1
2017-08-16,158.3
2017-08-17,159.8
2017-08-18,154.1
2017-08-21,155.6
2017-08-22,156.55
2017-08-23,158.4
2017-08-24,162.2
2017-08-28,159.0
2017-08-29,159.15
2017-08-30,159.0
2017-08-31,158.9
2017-09-01,160.45
2017-09-04,160.6
2017-09-05,161.35
2017-09-06,161.55
2017-09-07,160.05
2017-09-08,160.0
2017-09-11,162.9
2017-09-12,166.75
2017-09-13,167.85
2017-09-14,167.75
2017-09-15,166.7
2017-09-18,169.45
2017-09-19,169.8
2017-09-20,165.05
2017-09-21,164.15
2017-09-22,160.2
2017-09-25,155.75
2017-09-26,154.55
2017-09-27,149.7
2017-09-28,156.7
2017-09-29,162.3
2017-10-03,164.15
2017-10-04,164.5
2017-10-05,164.05
2017-10-06,163.85
2017-10-09,162.0
2017-10-10,158.85
2017-10-11,159.35
2017-10-12,158.05
2017-10-13,159.6
2017-10-16,159.8
2017-10-17,160.3
2017-10-18,159.65
2017-10-19,157.6
2017-10-23,159.7
2017-10-24,159.75
2017-10-25,156.65
2017-10-26,158.15
2017-10-27,159.55
2017-10-30,159.65
2017-10-31,161.55
2017-11-01,160.7
2017-11-02,159.95
2017-11-03,163.35
2017-11-06,162.05
2017-11-07,164.2
2017-11-08,164.5
2017-11-09,162.2
2017-11-10,162.8
2017-11-13,166.35
2017-11-14,162.05
2017-11-15,161.95
2017-11-16,163.0
2017-11-17,164.0
2017-11-20,164.2
2017-11-21,164.2
2017-11-22,165.05
2017-11-23,164.25
2017-11-24,165.95
2017-11-27,161.65
2017-11-28,163.7
2017-11-29,163.05
2017-11-30,167.45
2017-12-01,171.6
2017-12-04,175.75
2017-12-05,179.8
2017-12-06,178.85
2017-12-07,179.5
2017-12-08,179.0
2017-12-11,180.7
2017-12-12,177.75
2017-12-13,178.85
2017-12-14,177.9
2017-12-15,178.25
2017-12-18,177.45
2017-12-19,177.3
2017-12-20,173.55
2017-12-21,176.4
2017-12-22,178.15
2017-12-26,179.35
2017-12-27,178.8
2017-12-28,178.7
2017-12-29,179.8
