Date,NAVINFLUOR
2017-01-02,2518.05
2017-01-03,2543.45
2017-01-04,2583.9
2017-01-05,2577.2
2017-01-06,2610.5
2017-01-09,2707.65
2017-01-10,2799.45
2017-01-11,2840.9
2017-01-12,2830.3
2017-01-13,2778.45
2017-01-16,2835.15
2017-01-17,2871.95
2017-01-18,2862.75
2017-01-19,2827.5
2017-01-20,2856.4
2017-01-23,2740.7
2017-01-24,2680.2
2017-01-25,2719.55
2017-01-27,2703.6
2017-01-30,2697.85
2017-01-31,2661.8
2017-02-01,2686.8
2017-02-02,2705.55
2017-02-03,2680.7
2017-02-06,2684.85
2017-02-07,2680.25
2017-02-08,2666.4
2017-02-09,2653.4
2017-02-10,2626.45
2017-02-13,2582.4
2017-02-14,2543.7
2017-02-15,2515.7
2017-02-16,2585.8
2017-02-17,2602.35
2017-02-20,2590.65
2017-02-21,2620.55
2017-02-22,2561.9
2017-02-23,2530.75
2017-02-27,2489.8
2017-02-28,2536.5
2017-03-01,2511.6
2017-03-02,2497.95
2017-03-03,2510.1
2017-03-06,2511.9
2017-03-07,2503.8
2017-03-08,2509.55
2017-03-09,2570.0
2017-03-10,2568.3
2017-03-14,2592.15
2017-03-15,2636.3
2017-03-16,2675.85
2017-03-17,2733.25
2017-03-20,2819.35
2017-03-21,2868.55
2017-03-22,2900.1
2017-03-23,2851.65
2017-03-24,2961.65
2017-03-27,2962.85
2017-03-28,2976.15
2017-03-29,2965.95
2017-03-30,2998.75
2017-03-31,3043.25
2017-04-03,3136.85
2017-04-05,3182.05
2017-04-06,3163.25
2017-04-07,3110.65
2017-04-10,3022.8
2017-04-11,3164.55
2017-04-12,3135.6
2017-04-13,3115.0
2017-04-17,3115.3
2017-04-18,3155.65
2017-04-19,3145.8
2017-04-20,3175.85
2017-04-21,3166.45
2017-04-24,3197.05
2017-04-25,3215.05
2017-04-26,3187.5
2017-04-27,3144.25
2017-04-28,3140.6
2017-05-02,3002.15
2017-05-03,3026.6
2017-05-04,3073.45
2017-05-05,3038.9
2017-05-08,3076.85
2017-05-09,3073.05
2017-05-10,3055.5
2017-05-11,3044.3
2017-05-12,3013.5
2017-05-15,2975.5
2017-05-16,3009.6
