Date,NSIL
2017-01-02,750.0
2017-01-03,738.15
2017-01-04,758.1
2017-01-05,763.95
2017-01-06,771.0
2017-01-09,768.8
2017-01-10,747.15
2017-01-11,842.45
2017-01-12,832.35
2017-01-13,811.2
2017-01-16,810.05
2017-01-17,803.65
2017-01-18,804.7
2017-01-19,799.5
2017-01-20,799.35
2017-01-23,806.45
2017-01-24,806.05
2017-01-25,796.1
2017-01-27,789.65
2017-01-30,805.0
2017-01-31,785.45
2017-02-01,811.0
2017-02-02,792.05
2017-02-03,805.3
2017-02-06,800.5
2017-02-07,818.8
2017-02-08,799.15
2017-02-09,813.05
2017-02-10,807.0
2017-02-13,792.1
2017-02-14,781.75
2017-02-15,775.7
2017-02-16,772.3
2017-02-17,781.2
2017-02-20,789.0
2017-02-21,791.1
2017-02-22,785.95
2017-02-23,809.75
2017-02-27,801.65
2017-02-28,819.2
2017-03-01,830.35
2017-03-02,818.5
2017-03-03,826.05
2017-03-06,831.0
2017-03-07,829.9
2017-03-08,830.45
2017-03-09,844.95
2017-03-10,825.1
2017-03-14,830.0
2017-03-15,817.15
2017-03-16,920.8
2017-03-17,889.35
2017-03-20,891.55
2017-03-21,880.1
2017-03-22,880.0
2017-03-23,897.5
2017-03-24,887.05
2017-03-27,882.35
2017-03-28,888.0
2017-03-29,886.9
2017-03-30,888.0
2017-03-31,898.95
2017-04-03,900.0
2017-04-05,910.0
2017-04-06,923.85
2017-04-07,925.55
2017-04-10,916.15
2017-04-11,932.75
2017-04-12,921.5
2017-04-13,915.95
2017-04-17,908.7
2017-04-18,906.6
2017-04-19,897.25
2017-04-20,914.0
2017-04-21,923.95
2017-04-24,916.45
2017-04-25,903.9
2017-04-26,902.0
2017-04-27,910.0
2017-04-28,914.6
2017-05-02,920.0
2017-05-03,914.5
2017-05-04,923.55
2017-05-05,896.25
2017-05-08,900.0
2017-05-09,920.15
2017-05-10,920.55
2017-05-11,906.2
2017-05-12,920.0
2017-05-15,907.45
2017-05-16,911.9
2017-05-17,928.6
2017-05-18,909.3
2017-05-19,915.25
2017-05-22,900.0
2017-05-23,900.9
2017-05-24,899.0
2017-05-25,880.65
2017-05-26,897.7
2017-05-29,888.0
2017-05-30,875.5
2017-05-31,875.45
2017-06-01,875.15
2017-06-02,880.0
2017-06-05,880.0
2017-06-06,880.3
2017-06-07,880.05
2017-06-08,892.9
2017-06-09,892.0
2017-06-12,892.0
2017-06-13,893.65
2017-06-14,894.5
2017-06-15,928.0
2017-06-16,909.1
2017-06-19,911.1
2017-06-20,905.25
2017-06-21,901.95
2017-06-22,900.0
2017-06-23,899.5
2017-06-27,885.1
2017-06-28,879.95
2017-06-29,881.8
2017-06-30,880.0
2017-07-03,885.3
2017-07-04,904.25
2017-07-05,890.8
2017-07-06,888.0
2017-07-07,901.0
2017-07-11,885.65
2017-07-12,900.0
2017-07-13,890.0
2017-07-14,896.45
2017-07-17,885.55
2017-07-18,888.0
2017-07-19,907.55
2017-07-20,908.55
2017-07-21,889.95
2017-07-24,903.45
2017-07-25,891.0
2017-07-26,902.7
2017-07-27,888.0
2017-07-28,895.3
2017-07-31,895.0
2017-08-01,888.45
2017-08-02,887.85
2017-08-03,932.5
2017-08-04,1030.75
2017-08-07,1034.3
2017-08-08,1013.2
2017-08-09,994.05
2017-08-10,980.0
2017-08-11,957.15
2017-08-14,1114.95
2017-08-16,1107.6
2017-08-17,1118.65
2017-08-18,1085.95
2017-08-21,1062.9
2017-08-22,1059.0
2017-08-23,1060.0
2017-08-24,1191.65
2017-08-28,1186.1
2017-08-29,1115.1
2017-08-30,1149.75
2017-08-31,1170.4
2017-09-01,1151.35
2017-09-04,1164.3
2017-09-05,1222.55
2017-09-06,1239.8
2017-09-07,1232.85
2017-09-08,1250.35
2017-09-11,1236.05
2017-09-12,1289.65
2017-09-13,1285.1
2017-09-14,1272.0
2017-09-15,1251.05
2017-09-18,1232.15
2017-09-19,1236.9
2017-09-20,1220.0
2017-09-21,1205.05
2017-09-22,1142.25
2017-09-25,1130.5
2017-09-26,1149.5
2017-09-27,1120.05
2017-09-28,1135.05
2017-09-29,1147.0
2017-10-03,1142.1
2017-10-04,1155.0
2017-10-05,1155.0
2017-10-06,1165.05
2017-10-09,1145.75
2017-10-10,1184.05
2017-10-11,1178.95
2017-10-12,1220.25
2017-10-13,1236.1
2017-10-16,1201.85
2017-10-17,1260.8
2017-10-18,1262.85
2017-10-19,1257.05
2017-10-23,1425.45
2017-10-24,1420.15
2017-10-25,1440.0
2017-10-26,1367.75
2017-10-27,1409.1
2017-10-30,1392.4
2017-10-31,1344.5
2017-11-01,1342.05
2017-11-02,1352.85
2017-11-03,1345.0
2017-11-06,1304.9
2017-11-07,1314.0
2017-11-08,1289.0
2017-11-09,1290.25
2017-11-10,1270.7
2017-11-13,1295.1
2017-11-14,1263.25
2017-11-15,1251.15
2017-11-16,1205.9
2017-11-17,1204.95
2017-11-20,1244.35
2017-11-21,1230.0
2017-11-22,1215.1
2017-11-23,1210.5
2017-11-24,1285.75
2017-11-27,1337.8
2017-11-28,1340.4
2017-11-29,1304.2
2017-11-30,1331.25
2017-12-01,1330.2
2017-12-04,1336.7
2017-12-05,1336.0
2017-12-06,1331.5
2017-12-07,1362.45
2017-12-08,1401.6
2017-12-11,1409.25
2017-12-12,1337.5
2017-12-13,1368.95
2017-12-14,1344.15
2017-12-15,1389.8
2017-12-18,1334.1
2017-12-19,1385.1
2017-12-20,1380.8
2017-12-21,1373.25
2017-12-22,1410.8
2017-12-26,1457.25
2017-12-27,1449.0
2017-12-28,1477.25
2017-12-29,1440.6
