Date,VLSFINANCE
2017-01-02,49.3
2017-01-03,51.05
2017-01-04,56.15
2017-01-05,58.4
2017-01-06,56.55
2017-01-09,55.7
2017-01-10,56.05
2017-01-11,57.0
2017-01-12,56.45
2017-01-13,55.3
2017-01-16,56.25
2017-01-17,56.25
2017-01-18,55.65
2017-01-19,55.7
2017-01-20,53.9
2017-01-23,54.85
2017-01-24,54.65
2017-01-25,56.6
2017-01-27,56.45
2017-01-30,55.2
2017-01-31,53.75
2017-02-01,54.75
2017-02-02,55.5
2017-02-03,55.45
2017-02-06,59.25
2017-02-07,58.85
2017-02-08,58.3
2017-02-09,58.6
2017-02-10,58.85
2017-02-13,58.15
2017-02-14,56.7
2017-02-15,53.9
2017-02-16,55.25
2017-02-17,54.45
2017-02-20,55.2
2017-02-21,57.25
2017-02-22,56.0
2017-02-23,55.9
2017-02-27,55.55
2017-02-28,54.45
2017-03-01,55.9
2017-03-02,57.7
2017-03-03,60.2
2017-03-06,63.35
2017-03-07,61.9
2017-03-08,60.25
2017-03-09,60.8
2017-03-10,60.15
2017-03-14,64.15
2017-03-15,65.7
2017-03-16,65.4
2017-03-17,64.25
2017-03-20,65.3
2017-03-21,63.05
2017-03-22,61.3
2017-03-23,61.75
2017-03-24,61.05
2017-03-27,60.45
2017-03-28,61.45
2017-03-29,63.65
2017-03-30,62.45
2017-03-31,61.9
2017-04-03,62.6
2017-04-05,63.0
2017-04-06,62.15
2017-04-07,63.2
2017-04-10,63.2
2017-04-11,63.35
2017-04-12,62.45
2017-04-13,62.45
2017-04-17,61.6
2017-04-18,63.7
2017-04-19,65.7
2017-04-20,65.0
2017-04-21,67.1
2017-04-24,69.75
2017-04-25,71.85
2017-04-26,69.15
2017-04-27,67.6
2017-04-28,65.25
2017-05-02,64.75
2017-05-03,63.35
2017-05-04,66.45
2017-05-05,64.8
2017-05-08,68.25
2017-05-09,76.6
2017-05-10,75.0
2017-05-11,72.55
2017-05-12,71.4
2017-05-15,73.85
2017-05-16,71.45
2017-05-17,70.35
2017-05-18,67.1
2017-05-19,66.6
2017-05-22,64.1
2017-05-23,63.35
2017-05-24,61.8
2017-05-25,64.5
2017-05-26,63.8
2017-05-29,63.8
2017-05-30,64.25
2017-05-31,64.95
2017-06-01,64.6
2017-06-02,66.75
2017-06-05,68.4
2017-06-06,66.75
2017-06-07,66.9
2017-06-08,66.0
2017-06-09,65.05
2017-06-12,63.8
2017-06-13,65.5
2017-06-14,64.35
2017-06-15,64.9
2017-06-16,67.1
2017-06-19,65.9
2017-06-20,64.4
2017-06-21,65.2
2017-06-22,64.9
2017-06-23,63.4
2017-06-27,62.45
2017-06-28,62.65
2017-06-29,63.35
2017-06-30,62.75
2017-07-03,63.15
2017-07-04,68.85
2017-07-05,68.3
2017-07-06,68.6
2017-07-07,67.5
2017-07-10,66.8
2017-07-11,66.9
2017-07-12,68.0
2017-07-13,71.9
2017-07-14,69.75
2017-07-17,68.55
2017-07-18,68.9
2017-07-19,68.05
2017-07-20,67.95
2017-07-21,69.55
2017-07-24,69.5
2017-07-25,71.8
2017-07-26,73.05
2017-07-27,70.5
2017-07-28,70.4
2017-07-31,72.8
2017-08-01,66.8
2017-08-02,65.45
2017-08-03,65.0
2017-08-04,66.35
2017-08-07,67.15
2017-08-08,65.75
2017-08-09,64.0
2017-08-10,60.6
2017-08-11,58.85
2017-08-14,61.6
2017-08-16,62.25
2017-08-17,62.65
2017-08-18,61.3
2017-08-21,63.55
2017-08-22,62.95
2017-08-23,62.55
2017-08-24,62.95
2017-08-28,62.95
2017-08-29,61.9
2017-08-30,62.85
2017-08-31,65.7
2017-09-01,69.3
2017-09-04,67.25
2017-09-05,72.4
2017-09-06,73.9
2017-09-07,81.65
2017-09-08,78.85
2017-09-11,86.6
2017-09-12,83.7
2017-09-13,81.25
2017-09-14,82.65
2017-09-15,81.95
2017-09-18,85.1
2017-09-19,82.1
2017-09-20,83.1
2017-09-21,80.45
2017-09-22,77.7
2017-09-25,72.7
2017-09-26,73.7
2017-09-27,70.8
2017-09-28,70.9
2017-09-29,71.0
2017-10-03,69.8
2017-10-04,72.9
2017-10-05,72.1
2017-10-06,83.65
2017-10-09,83.15
2017-10-10,82.15
2017-10-11,85.55
2017-10-12,92.2
2017-10-13,91.75
2017-10-16,90.6
2017-10-17,92.7
2017-10-18,90.05
2017-10-19,88.5
2017-10-23,89.85
2017-10-24,87.85
2017-10-25,85.75
2017-10-26,83.7
2017-10-27,84.05
2017-10-30,84.85
2017-10-31,85.95
2017-11-01,89.8
2017-11-02,93.3
2017-11-03,90.75
2017-11-06,87.55
2017-11-07,84.85
2017-11-08,85.0
2017-11-09,84.6
2017-11-10,83.1
2017-11-13,83.2
2017-11-14,82.9
2017-11-15,78.75
2017-11-16,84.85
2017-11-17,83.55
2017-11-20,84.5
2017-11-21,84.4
2017-11-22,93.35
2017-11-23,90.5
2017-11-24,90.2
2017-11-27,99.55
2017-11-28,97.75
2017-11-29,94.45
2017-11-30,91.65
2017-12-01,91.85
2017-12-04,91.6
2017-12-05,89.75
2017-12-06,88.3
2017-12-07,90.8
2017-12-08,91.2
2017-12-11,91.6
2017-12-12,90.5
2017-12-13,87.75
2017-12-14,87.75
2017-12-15,91.35
2017-12-18,89.75
2017-12-19,94.15
2017-12-20,92.55
2017-12-21,99.9
2017-12-22,99.65
2017-12-26,97.85
2017-12-27,96.3
2017-12-28,95.1
2017-12-29,95.65
