Date,TNPL
2017-01-02,332.2
2017-01-03,341.6
2017-01-04,345.8
2017-01-05,344.0
2017-01-06,342.7
2017-01-09,341.25
2017-01-10,341.4
2017-01-11,346.95
2017-01-12,342.0
2017-01-13,344.05
2017-01-16,349.45
2017-01-17,348.8
2017-01-18,351.6
2017-01-19,351.65
2017-01-20,341.1
2017-01-23,340.6
2017-01-24,341.1
2017-01-25,343.25
2017-01-27,343.45
2017-01-30,341.55
2017-01-31,337.25
2017-02-01,341.8
2017-02-02,343.75
2017-02-03,342.05
2017-02-06,347.85
2017-02-07,362.45
2017-02-08,365.95
2017-02-09,359.55
2017-02-10,357.45
2017-02-13,347.65
2017-02-14,342.5
2017-02-15,340.0
2017-02-16,349.85
2017-02-17,350.05
2017-02-20,350.35
2017-02-21,347.4
2017-02-22,348.55
2017-02-23,349.8
2017-02-27,345.4
2017-02-28,342.2
2017-03-01,347.45
2017-03-02,347.95
2017-03-03,351.15
2017-03-06,352.7
2017-03-07,351.85
2017-03-08,348.65
2017-03-09,319.1
2017-03-10,317.25
2017-03-14,313.65
2017-03-15,317.15
2017-03-16,322.35
2017-03-17,317.45
2017-03-20,315.3
2017-03-21,315.45
2017-03-22,315.2
2017-03-23,314.5
2017-03-24,315.6
2017-03-27,316.7
2017-03-28,316.9
2017-03-29,313.95
2017-03-30,316.75
2017-03-31,314.65
2017-04-03,313.9
2017-04-05,320.05
2017-04-06,325.15
2017-04-07,320.0
2017-04-10,318.7
2017-04-11,321.75
2017-04-12,320.7
2017-04-13,319.25
2017-04-17,315.95
2017-04-18,307.95
2017-04-19,297.2
2017-04-20,301.6
2017-04-21,302.65
2017-04-24,294.2
2017-04-25,299.9
2017-04-26,294.75
2017-04-27,297.9
2017-04-28,296.9
2017-05-02,295.0
2017-05-03,292.45
2017-05-04,294.2
2017-05-05,290.4
2017-05-08,291.7
2017-05-09,289.65
2017-05-10,296.45
2017-05-11,323.25
2017-05-12,334.8
2017-05-15,343.75
2017-05-16,353.15
2017-05-17,351.55
2017-05-18,342.85
2017-05-19,341.4
2017-05-22,340.8
2017-05-23,329.1
2017-05-24,329.95
2017-05-25,332.3
2017-05-26,334.85
2017-05-29,337.25
2017-05-30,330.2
2017-05-31,336.4
2017-06-01,336.0
2017-06-02,330.1
2017-06-05,324.25
2017-06-06,331.75
2017-06-07,323.75
2017-06-08,333.7
2017-06-09,327.45
2017-06-12,325.1
2017-06-13,330.35
2017-06-14,339.65
2017-06-15,339.1
2017-06-16,340.35
2017-06-19,334.9
2017-06-20,333.65
2017-06-21,330.4
2017-06-22,330.45
2017-06-23,323.65
2017-06-27,315.55
2017-06-28,315.45
2017-06-29,316.2
2017-06-30,311.8
2017-07-03,317.85
2017-07-04,321.05
2017-07-05,318.6
2017-07-06,314.6
2017-07-07,316.45
2017-07-10,321.75
2017-07-11,330.95
2017-07-12,340.4
2017-07-13,339.35
2017-07-14,338.75
2017-07-17,340.25
2017-07-18,338.05
2017-07-19,343.9
2017-07-20,341.3
2017-07-21,342.6
2017-07-24,341.2
2017-07-25,340.1
2017-07-26,338.4
2017-07-27,382.5
2017-07-28,386.0
2017-07-31,371.95
2017-08-01,368.7
2017-08-02,360.05
2017-08-03,369.3
2017-08-04,363.9
2017-08-07,354.1
2017-08-08,362.65
2017-08-09,360.25
2017-08-10,353.95
2017-08-11,345.45
2017-08-14,343.2
2017-08-16,344.1
2017-08-17,347.75
2017-08-18,340.15
2017-08-21,340.25
2017-08-22,335.35
2017-08-23,338.35
2017-08-24,339.35
2017-08-28,338.8
2017-08-29,330.95
2017-08-30,331.65
2017-08-31,334.6
2017-09-01,342.55
2017-09-04,334.5
2017-09-05,337.15
2017-09-06,335.1
2017-09-07,341.95
2017-09-08,351.5
2017-09-11,351.95
2017-09-12,352.9
2017-09-13,348.0
2017-09-14,354.2
2017-09-15,359.1
2017-09-18,357.65
2017-09-19,353.25
2017-09-20,374.3
2017-09-21,364.6
2017-09-22,355.1
2017-09-25,343.75
2017-09-26,353.0
2017-09-27,345.35
2017-09-28,345.55
2017-09-29,349.85
2017-10-03,351.65
2017-10-04,356.6
2017-10-05,357.05
2017-10-06,355.95
2017-10-09,350.55
2017-10-10,355.0
2017-10-11,345.35
2017-10-12,338.5
2017-10-13,342.0
2017-10-16,344.0
2017-10-17,347.95
2017-10-18,349.0
2017-10-19,346.75
2017-10-23,347.2
2017-10-24,350.5
2017-10-25,351.0
2017-10-26,350.3
2017-10-27,349.5
2017-10-30,353.1
2017-10-31,363.35
2017-11-01,358.55
2017-11-02,355.5
2017-11-03,359.4
2017-11-06,356.4
2017-11-07,354.7
2017-11-08,348.3
2017-11-09,350.3
2017-11-10,345.55
2017-11-13,345.3
2017-11-14,333.0
2017-11-15,319.3
2017-11-16,333.3
2017-11-17,333.65
2017-11-20,347.6
2017-11-21,355.75
2017-11-22,363.45
2017-11-23,358.7
2017-11-24,361.15
2017-11-27,381.4
2017-11-28,381.95
2017-11-29,383.2
2017-11-30,373.8
2017-12-01,365.1
2017-12-04,363.55
2017-12-05,365.15
2017-12-06,366.15
2017-12-07,369.85
2017-12-08,384.8
2017-12-11,421.4
2017-12-12,430.65
2017-12-13,435.15
2017-12-14,431.4
2017-12-15,437.55
2017-12-18,436.6
2017-12-19,438.6
2017-12-20,430.55
2017-12-21,424.6
2017-12-22,429.05
2017-12-26,435.05
2017-12-27,437.75
2017-12-28,439.85
2017-12-29,447.3
