Date,BIL
2017-01-02,483.5
2017-01-03,489.5
2017-01-04,488.7
2017-01-05,490.6
2017-01-06,494.5
2017-01-09,484.2
2017-01-10,480.75
2017-01-11,496.05
2017-01-12,488.25
2017-01-13,494.25
2017-01-16,489.05
2017-01-17,498.05
2017-01-18,496.6
2017-01-19,524.8
2017-01-20,511.6
2017-01-23,518.1
2017-01-24,503.25
2017-01-25,493.5
2017-01-27,493.7
2017-01-30,483.2
2017-01-31,477.35
2017-02-01,483.45
2017-02-02,482.35
2017-02-03,479.9
2017-02-06,480.3
2017-02-07,477.75
2017-02-08,492.8
2017-02-09,485.55
2017-02-10,483.25
2017-02-13,484.4
2017-02-14,484.55
2017-02-15,475.85
2017-02-16,471.3
2017-02-17,466.55
2017-02-20,468.55
2017-02-21,466.8
2017-02-22,466.7
2017-02-23,464.35
2017-02-27,474.4
2017-02-28,482.35
2017-03-01,470.25
2017-03-02,459.45
2017-03-03,466.0
2017-03-06,501.45
2017-03-07,531.75
2017-03-08,522.75
2017-03-09,527.25
2017-03-10,523.35
2017-03-14,523.35
2017-03-15,523.35
2017-03-16,528.7
2017-03-17,535.55
2017-03-20,536.55
2017-03-21,534.4
2017-03-22,532.75
2017-03-23,532.45
2017-03-24,529.95
2017-03-27,534.2
2017-03-28,532.8
2017-03-29,523.35
2017-03-30,526.7
2017-03-31,525.85
2017-04-03,527.4
2017-04-05,533.7
2017-04-06,535.65
2017-04-07,530.55
2017-04-10,530.15
2017-04-11,530.75
2017-04-12,534.8
2017-04-13,536.05
2017-04-17,544.3
2017-04-18,543.6
2017-04-19,534.9
2017-04-20,537.3
2017-04-21,559.3
2017-04-24,572.65
2017-04-25,571.0
2017-04-26,565.2
2017-04-27,561.8
2017-04-28,572.35
2017-05-02,583.5
2017-05-03,570.3
2017-05-04,579.65
2017-05-05,563.3
2017-05-08,565.95
2017-05-09,574.5
2017-05-10,586.3
2017-05-11,587.6
2017-05-12,584.5
2017-05-15,574.9
2017-05-16,581.85
2017-05-17,580.3
2017-05-18,578.3
2017-05-19,583.45
2017-05-22,584.65
2017-05-23,567.6
2017-05-24,564.15
2017-05-25,583.45
2017-05-26,608.15
2017-05-29,609.0
2017-05-30,600.5
2017-05-31,595.6
2017-06-01,591.65
2017-06-02,602.5
2017-06-05,592.6
2017-06-06,586.9
2017-06-07,590.25
2017-06-08,588.2
2017-06-09,585.3
2017-06-12,585.7
2017-06-13,589.85
2017-06-14,590.6
2017-06-15,586.75
2017-06-16,586.85
2017-06-19,590.65
2017-06-20,603.8
2017-06-21,604.15
2017-06-22,605.9
2017-06-23,600.45
2017-06-27,591.8
2017-06-28,580.3
2017-06-29,580.7
2017-06-30,588.05
2017-07-03,591.75
2017-07-04,602.2
2017-07-05,603.4
2017-07-06,597.45
2017-07-07,589.2
2017-07-10,586.3
2017-07-11,594.2
2017-07-12,592.3
2017-07-13,592.05
2017-07-14,596.6
2017-07-17,596.35
2017-07-18,590.4
2017-07-19,593.5
2017-07-20,578.4
2017-07-21,598.3
2017-07-24,595.8
2017-07-25,591.25
2017-07-26,589.75
2017-07-27,598.8
2017-07-28,590.7
2017-07-31,596.8
2017-08-01,592.1
2017-08-02,580.75
2017-08-03,581.25
2017-08-04,584.35
2017-08-07,596.05
2017-08-08,592.7
2017-08-09,577.35
2017-08-10,567.8
2017-08-11,559.4
2017-08-14,572.5
2017-08-16,560.05
2017-08-17,571.65
2017-08-18,557.05
2017-08-21,559.7
2017-08-22,565.7
2017-08-23,564.6
2017-08-24,568.55
2017-08-28,567.9
2017-08-29,563.1
2017-08-30,575.1
2017-08-31,581.35
2017-09-01,591.5
2017-09-04,592.8
2017-09-05,602.4
2017-09-06,593.95
2017-09-07,601.15
2017-09-08,604.1
2017-09-11,612.4
2017-09-12,624.2
2017-09-13,624.15
2017-09-14,623.25
2017-09-15,638.6
2017-09-18,654.7
2017-09-19,654.0
2017-09-20,650.3
2017-09-21,654.3
2017-09-22,628.35
2017-09-25,595.35
2017-09-26,587.65
2017-09-27,579.9
2017-09-28,562.35
2017-09-29,587.65
2017-10-03,587.9
2017-10-04,585.55
2017-10-05,601.2
2017-10-06,600.45
2017-10-09,622.7
2017-10-10,614.35
2017-10-11,622.15
2017-10-12,628.7
2017-10-13,625.35
2017-10-16,626.95
2017-10-17,622.25
2017-10-18,637.95
2017-10-19,625.15
2017-10-23,620.05
2017-10-24,615.7
2017-10-25,613.5
2017-10-26,603.2
2017-10-27,603.6
2017-10-30,624.0
2017-10-31,614.1
2017-11-01,621.15
2017-11-02,613.15
2017-11-03,615.55
2017-11-06,610.15
2017-11-07,597.8
2017-11-08,599.65
2017-11-09,592.85
2017-11-10,588.15
2017-11-13,574.6
2017-11-14,562.25
2017-11-15,554.05
2017-11-16,562.0
2017-11-17,557.55
2017-11-20,552.5
2017-11-21,541.2
2017-11-22,539.7
2017-11-23,541.6
2017-11-24,541.5
2017-11-27,544.35
2017-11-28,542.75
2017-11-29,547.95
2017-11-30,552.6
2017-12-01,548.8
2017-12-04,552.6
2017-12-05,549.5
2017-12-06,552.65
2017-12-07,559.7
2017-12-08,554.85
2017-12-11,547.3
2017-12-12,531.2
2017-12-13,530.1
2017-12-14,523.8
2017-12-15,534.85
2017-12-18,540.25
2017-12-19,537.05
2017-12-20,533.45
2017-12-21,525.55
2017-12-22,515.75
2017-12-26,518.35
2017-12-27,511.65
2017-12-28,518.8
2017-12-29,515.6
