Symbol,Renyi_entropy
MRF,5.406456626612819
EICHERMOT,5.303272390377589
BOSCHLTD,5.163226316731872
3MINDIA,5.060710753206276
SHREECEM,5.010700332631615
HONAUT,4.991376059805212
PAGEIND,4.940082765417661
MARUTI,4.853071388428028
WABCOINDIA,4.565389315976243
SUNCLAYLTD,4.543750140872762
BAJAJFINSV,4.540696703385871
NESTLEIND,4.540696703385871
BRITANNIA,4.475777157286557
PGHH,4.455974529990376
SHARDAMOTR,4.4256273736010865
LAXMIMACH,4.365002751784651
MCDOWELL-N,4.332295433808868
VHL,4.3102627188089855
VENKEYS,4.30543179153932
TTKPRESTIG,4.291077478087637
SCHAEFFLER,4.279270965500648
DALMIABHA,4.26760222166627
TIDEWATER,4.262972583767529
AVANTIFEED,4.262972583767528
DYNAMATECH,4.235636029603779
CERA,4.211217502255632
CANFINHOME,4.209026920875814
BLUEDART,4.145446188687431
BHARATRAS,4.13320113772733
DRREDDY,4.117104210685158
VSTIND,4.113120141670284
DFMFOODS,4.111134043698653
GILLETTE,4.09734072156632
ULTRACEMCO,4.097340721566318
GSKCONS,4.091487046314857
MAHSCOOTER,4.076042723887384
KICL,4.058948290528083
TEAMLEASE,4.055188887604178
BAJFINANCE,4.049576150699219
HEROMOTOCO,4.042141172211702
MOTILALOFS,4.038444310330376
PEL,4.023792033543505
BAYERCROP,4.016545625022738
BASF,4.0039894062473245
BALKRISIND,3.998656060271962
ABBOTINDIA,3.998656060271962
TVSSRICHAK,3.9810809154504554
RANEHOLDIN,3.9810809154504545
BEML,3.962098464538163
ORISSAMINE,3.960390522193007
SIYSIL,3.94179319837742
JUBLFOOD,3.9401195578193877
JCHAC,3.9218920440601237
ENDURANCE,3.9169780292576934
BANARISUG,3.9104633482364997
APLAPOLLO,3.88957905506958
TATAELXSI,3.875372028425229
JINDWORLD,3.872792205541565
VMART,3.852133182493589
BANKBEES,3.8506029603128207
NEULANDLAB,3.849075076134767
PNBHOUSING,3.8399564719183337
KIRLOSIND,3.8309202658543953
SANOFI,3.8101480056205066
SWARAJENG,3.805752394147469
NILKAMAL,3.8013760195476705
SOTL,3.7999214738366756
RELIANCE,3.7941243561523494
OFSS,3.786924901009496
WENDT,3.7869249010094954
SHRIRAMCIT,3.762827349430435
SFL,3.762827349430435
ATUL,3.757240742721795
CEATLTD,3.7558489540489726
CENTURYTEX,3.751685172877193
AJANTPHARM,3.7392968520202405
VSTTILLERS,3.7338398125571826
HIL,3.7324801930411433
WEIZFOREX,3.7297664871695484
LUMAXIND,3.7149713282528007
LUXIND,3.7069925625209943
LUPIN,3.695142522603499
PHILIPCARB,3.691223510402763
BBL,3.683431263182597
TIRUMALCHM,3.6744163920863833
DBL,3.6604123440023653
HDFCBANK,3.6441110425910526
HERITGFOOD,3.640386643500071
BAJAJHLDNG,3.626847975167273
OCL,3.62196991671384
VINDHYATEL,3.6207541110929498
ACC,3.6074769094112726
NAVINFLUOR,3.606278586919165
SUNDARMFIN,3.593190952163796
ALKEM,3.5872981831966455
TCS,3.5802723931722396
IBULHSGFIN,3.577941389785764
SYMPHONY,3.572137542965964
WHIRLPOOL,3.5675185971096686
MINDAIND,3.566367186504628
BAJAJ-AUTO,3.551518255763228
STAR,3.5447385687778485
OCCL,3.5402441791900094
HDFC,3.53912373089352
POKARNA,3.5302050541616814
GRPLTD,3.5169744311750506
JSWHL,3.5158797403158695
SRF,3.509336641726933
INDUSINDBK,3.500678578983819
