Date,NOCIL
2017-01-02,68.5
2017-01-03,70.0
2017-01-04,72.15
2017-01-05,71.95
2017-01-06,71.2
2017-01-09,73.7
2017-01-10,72.55
2017-01-11,72.75
2017-01-12,71.3
2017-01-13,74.05
2017-01-16,74.6
2017-01-17,75.85
2017-01-18,75.0
2017-01-19,77.1
2017-01-20,76.15
2017-01-23,74.85
2017-01-24,76.1
2017-01-25,75.15
2017-01-27,74.35
2017-01-30,74.85
2017-01-31,74.75
2017-02-01,76.05
2017-02-02,74.5
2017-02-03,74.2
2017-02-06,75.45
2017-02-07,78.55
2017-02-08,79.3
2017-02-09,78.15
2017-02-10,80.15
2017-02-13,81.85
2017-02-14,83.85
2017-02-15,80.3
2017-02-16,81.9
2017-02-17,81.1
2017-02-20,84.5
2017-02-21,83.15
2017-02-22,82.5
2017-02-23,82.65
2017-02-27,83.85
2017-02-28,85.05
2017-03-01,83.95
2017-03-02,81.3
2017-03-03,81.9
2017-03-06,82.6
2017-03-07,81.75
2017-03-08,81.85
2017-03-09,80.35
2017-03-10,83.15
2017-03-14,83.8
2017-03-15,84.05
2017-03-16,84.85
2017-03-17,86.8
2017-03-20,87.15
2017-03-21,85.55
2017-03-22,84.8
2017-03-23,84.5
2017-03-24,84.75
2017-03-27,85.1
2017-03-28,89.9
2017-03-29,88.45
2017-03-30,90.55
2017-03-31,93.8
2017-04-03,95.85
2017-04-05,96.55
2017-04-06,94.75
2017-04-07,94.8
2017-04-10,93.9
2017-04-11,97.2
2017-04-12,101.25
2017-04-13,99.8
2017-04-17,99.3
2017-04-18,96.9
2017-04-19,101.0
2017-04-20,104.65
2017-04-21,107.2
2017-04-24,109.6
2017-04-25,108.0
2017-04-26,104.8
2017-04-27,105.2
2017-04-28,106.15
2017-05-02,110.2
2017-05-03,108.5
2017-05-04,109.3
2017-05-05,106.55
2017-05-08,108.1
2017-05-09,108.2
2017-05-10,109.75
2017-05-11,106.8
2017-05-12,106.5
2017-05-15,107.35
2017-05-16,106.05
2017-05-17,105.2
2017-05-18,103.4
2017-05-19,101.9
2017-05-22,97.65
2017-05-23,95.6
2017-05-24,91.95
2017-05-25,98.0
2017-05-26,103.8
2017-05-29,102.4
2017-05-30,104.95
2017-05-31,105.55
2017-06-01,105.95
2017-06-02,106.3
2017-06-05,105.15
2017-06-06,103.95
2017-06-07,105.05
2017-06-08,109.7
2017-06-09,112.4
2017-06-12,113.35
2017-06-13,119.75
2017-06-14,122.5
2017-06-15,117.3
2017-06-16,114.1
2017-06-19,117.4
2017-06-20,116.5
2017-06-21,116.7
2017-06-22,116.3
2017-06-23,111.75
2017-06-27,113.1
2017-06-28,112.9
2017-06-29,113.05
2017-06-30,112.25
2017-07-03,114.2
2017-07-04,113.05
2017-07-05,114.2
2017-07-06,118.0
2017-07-07,119.6
2017-07-10,123.75
2017-07-11,123.2
2017-07-12,122.15
2017-07-13,122.55
2017-07-14,121.8
2017-07-17,121.9
2017-07-18,124.3
2017-07-19,123.6
2017-07-20,124.05
2017-07-21,125.35
2017-07-24,128.05
2017-07-25,129.45
2017-07-26,132.75
2017-07-27,139.45
2017-07-28,138.2
2017-07-31,144.4
2017-08-01,147.7
2017-08-02,141.05
2017-08-03,136.85
2017-08-04,139.05
2017-08-07,141.6
2017-08-08,136.3
2017-08-09,133.0
2017-08-10,129.45
2017-08-11,128.1
2017-08-14,132.5
2017-08-16,132.5
2017-08-17,137.1
2017-08-18,137.85
2017-08-21,132.8
2017-08-22,132.8
2017-08-23,135.45
2017-08-24,135.9
2017-08-28,137.15
2017-08-29,134.75
2017-08-30,137.6
2017-08-31,142.25
2017-09-01,142.15
2017-09-04,138.1
2017-09-05,139.9
2017-09-06,140.5
2017-09-07,140.95
2017-09-08,139.2
2017-09-11,141.05
2017-09-12,142.2
2017-09-13,146.0
2017-09-14,147.9
2017-09-15,145.2
2017-09-18,150.8
2017-09-19,152.35
2017-09-20,151.55
2017-09-21,148.0
2017-09-22,142.8
2017-09-25,137.0
2017-09-26,144.3
2017-09-27,140.8
2017-09-28,141.45
2017-09-29,142.55
2017-10-03,141.65
2017-10-04,142.25
2017-10-05,156.25
2017-10-06,157.15
2017-10-09,165.7
2017-10-10,171.85
2017-10-11,166.75
2017-10-12,170.75
2017-10-13,167.95
2017-10-16,171.8
2017-10-17,177.45
2017-10-18,184.1
2017-10-19,184.35
2017-10-23,188.55
2017-10-24,180.8
2017-10-25,182.15
2017-10-26,184.2
2017-10-27,181.05
2017-10-30,181.2
2017-10-31,183.4
2017-11-01,180.25
2017-11-02,176.55
2017-11-03,178.0
2017-11-06,176.65
2017-11-07,174.15
2017-11-08,170.5
2017-11-09,182.15
2017-11-10,180.8
2017-11-13,178.35
2017-11-14,185.65
2017-11-15,179.6
2017-11-16,179.15
2017-11-17,175.8
2017-11-20,177.25
2017-11-21,182.3
2017-11-22,183.8
2017-11-23,182.3
2017-11-24,181.35
2017-11-27,179.45
2017-11-28,178.3
2017-11-29,176.35
2017-11-30,176.05
2017-12-01,175.15
2017-12-04,170.35
2017-12-05,167.7
2017-12-06,167.95
2017-12-07,172.85
2017-12-08,174.65
2017-12-11,172.8
2017-12-12,173.0
2017-12-13,172.55
2017-12-14,174.05
2017-12-15,174.2
2017-12-18,174.3
2017-12-19,181.05
2017-12-20,181.45
2017-12-21,182.65
2017-12-22,180.6
2017-12-26,184.6
2017-12-27,182.1
2017-12-28,181.25
2017-12-29,181.75
