Date,KOTAKGOLD
2017-01-02,251.0
2017-01-03,251.05
2017-01-04,254.2
2017-01-05,252.8
2017-01-06,253.4
2017-01-09,253.8
2017-01-10,255.95
2017-01-11,257.35
2017-01-12,260.8
2017-01-13,258.15
2017-01-16,260.15
2017-01-17,261.0
2017-01-18,260.55
2017-01-19,258.45
2017-01-20,258.2
2017-01-23,258.7
2017-01-24,258.15
2017-01-25,253.65
2017-01-27,251.7
2017-01-30,253.0
2017-01-31,253.7
2017-02-01,254.75
2017-02-02,256.0
2017-02-03,255.1
2017-02-06,257.55
2017-02-07,261.0
2017-02-08,262.5
2017-02-09,261.7
2017-02-10,259.85
2017-02-13,260.0
2017-02-14,258.45
2017-02-15,259.25
2017-02-16,260.9
2017-02-17,262.4
2017-02-20,261.65
2017-02-21,259.75
2017-02-22,261.7
2017-02-23,260.25
2017-02-27,262.85
2017-02-28,265.8
2017-03-01,264.0
2017-03-02,264.65
2017-03-03,263.05
2017-03-06,263.0
2017-03-07,262.9
2017-03-08,260.8
2017-03-09,259.3
2017-03-10,258.1
2017-03-14,256.2
2017-03-15,254.2
2017-03-16,255.7
2017-03-17,255.9
2017-03-20,255.85
2017-03-21,255.2
2017-03-22,258.25
2017-03-23,258.4
2017-03-24,257.95
2017-03-27,258.0
2017-03-28,256.5
2017-03-29,255.8
2017-03-30,257.1
2017-03-31,255.7
2017-04-03,256.2
2017-04-05,257.4
2017-04-06,258.65
2017-04-07,258.85
2017-04-10,257.95
2017-04-11,256.7
2017-04-12,260.3
2017-04-13,261.65
2017-04-17,262.0
2017-04-18,262.1
2017-04-19,261.95
2017-04-20,261.5
2017-04-21,262.05
2017-04-24,259.6
2017-04-25,261.95
2017-04-26,259.95
2017-04-27,261.15
2017-04-28,267.25
2017-05-02,263.25
2017-05-03,261.6
2017-05-04,257.2
2017-05-05,256.35
2017-05-08,253.55
2017-05-09,251.95
2017-05-10,250.85
2017-05-11,250.3
2017-05-12,249.1
2017-05-15,249.0
2017-05-16,249.7
2017-05-17,252.05
2017-05-18,256.9
2017-05-19,255.0
2017-05-22,254.9
2017-05-23,256.2
2017-05-24,256.05
2017-05-25,256.1
2017-05-26,256.0
2017-05-29,255.95
2017-05-30,256.7
2017-05-31,255.65
2017-06-01,256.95
2017-06-02,256.1
2017-06-05,258.95
2017-06-06,258.7
2017-06-07,258.85
2017-06-08,259.0
2017-06-09,257.55
2017-06-12,256.7
2017-06-13,255.9
2017-06-14,254.45
2017-06-15,253.55
2017-06-16,252.25
2017-06-19,250.85
2017-06-20,252.1
2017-06-21,254.45
2017-06-22,253.15
2017-06-23,254.2
2017-06-27,254.1
2017-06-28,254.65
2017-06-29,254.9
2017-06-30,254.5
2017-07-03,253.5
2017-07-04,250.3
2017-07-05,251.0
2017-07-06,252.0
2017-07-07,251.5
2017-07-10,250.95
2017-07-11,249.65
2017-07-12,248.05
2017-07-13,249.15
2017-07-14,249.0
2017-07-17,249.65
2017-07-18,250.35
2017-07-19,250.7
2017-07-20,250.1
2017-07-21,250.75
2017-07-24,252.5
2017-07-25,251.3
2017-07-26,250.2
2017-07-27,252.25
2017-07-28,250.6
2017-07-31,251.95
2017-08-01,252.5
2017-08-02,251.1
2017-08-03,250.25
2017-08-04,251.3
2017-08-07,250.0
2017-08-08,251.0
2017-08-09,251.15
2017-08-10,253.05
2017-08-11,255.9
2017-08-14,254.9
2017-08-16,255.8
2017-08-17,260.55
2017-08-18,263.1
2017-08-21,257.35
2017-08-22,257.1
2017-08-23,255.7
2017-08-24,255.45
2017-08-28,257.65
2017-08-29,262.9
2017-08-30,260.95
2017-08-31,259.95
2017-09-01,261.5
2017-09-04,265.95
2017-09-05,265.3
2017-09-06,266.8
2017-09-07,265.2
2017-09-08,267.4
2017-09-11,265.2
2017-09-12,263.6
2017-09-13,264.3
2017-09-14,262.55
2017-09-15,262.75
2017-09-18,261.6
2017-09-19,261.25
2017-09-20,263.15
2017-09-21,260.7
2017-09-22,262.75
2017-09-25,262.85
2017-09-26,266.25
2017-09-27,264.6
2017-09-28,262.75
2017-09-29,261.7
2017-10-03,262.05
2017-10-04,261.15
2017-10-05,261.0
2017-10-06,259.25
2017-10-09,262.1
2017-10-10,262.4
2017-10-11,263.9
2017-10-12,264.3
2017-10-13,264.45
2017-10-16,265.65
2017-10-17,270.15
2017-10-18,268.95
2017-10-19,269.8
2017-10-23,263.45
2017-10-24,263.5
2017-10-25,262.1
2017-10-26,260.85
2017-10-27,258.6
2017-10-30,258.25
2017-10-31,259.65
2017-11-01,258.85
2017-11-02,258.4
2017-11-03,257.6
2017-11-06,258.8
2017-11-07,259.75
2017-11-08,259.95
2017-11-09,260.9
2017-11-10,260.55
2017-11-13,260.85
2017-11-14,258.85
2017-11-15,260.85
2017-11-16,258.6
2017-11-17,258.65
2017-11-20,261.1
2017-11-21,259.45
2017-11-22,258.6
2017-11-23,259.15
2017-11-24,259.5
2017-11-27,260.0
2017-11-28,259.5
2017-11-29,259.0
2017-11-30,257.7
2017-12-01,256.7
2017-12-04,255.55
2017-12-05,255.6
2017-12-06,254.05
2017-12-07,254.1
2017-12-08,251.1
2017-12-11,251.3
2017-12-12,251.0
2017-12-13,250.9
2017-12-14,252.6
2017-12-15,250.8
2017-12-18,250.3
2017-12-19,250.95
2017-12-20,252.15
2017-12-21,252.6
2017-12-22,252.35
2017-12-26,253.95
2017-12-27,256.05
2017-12-28,257.65
2017-12-29,257.5
