Date,PFS
2017-01-02,37.75
2017-01-03,38.55
2017-01-04,38.5
2017-01-05,39.15
2017-01-06,38.95
2017-01-09,38.8
2017-01-10,39.15
2017-01-11,39.4
2017-01-12,40.8
2017-01-13,41.3
2017-01-16,41.85
2017-01-17,43.8
2017-01-18,43.75
2017-01-19,43.25
2017-01-20,41.6
2017-01-23,42.55
2017-01-24,42.45
2017-01-25,42.95
2017-01-27,43.5
2017-01-30,42.7
2017-01-31,41.7
2017-02-01,42.45
2017-02-02,42.5
2017-02-03,42.1
2017-02-06,42.55
2017-02-07,42.1
2017-02-08,42.15
2017-02-09,41.8
2017-02-10,42.75
2017-02-13,42.05
2017-02-14,40.5
2017-02-15,39.75
2017-02-16,39.9
2017-02-17,40.05
2017-02-20,41.5
2017-02-21,41.4
2017-02-22,42.1
2017-02-23,41.05
2017-02-27,40.9
2017-02-28,41.35
2017-03-01,41.0
2017-03-02,40.05
2017-03-03,39.8
2017-03-06,39.6
2017-03-07,39.8
2017-03-08,39.1
2017-03-09,38.65
2017-03-10,38.65
2017-03-14,39.15
2017-03-15,39.45
2017-03-16,39.3
2017-03-17,39.1
2017-03-20,39.35
2017-03-21,39.05
2017-03-22,38.85
2017-03-23,38.85
2017-03-24,39.8
2017-03-27,40.35
2017-03-28,39.85
2017-03-29,40.4
2017-03-30,41.4
2017-03-31,41.55
2017-04-03,41.75
2017-04-05,42.1
2017-04-06,42.95
2017-04-07,43.5
2017-04-10,46.7
2017-04-11,47.4
2017-04-12,47.75
2017-04-13,46.75
2017-04-17,47.8
2017-04-18,45.65
2017-04-19,46.55
2017-04-20,47.4
2017-04-21,47.1
2017-04-24,46.0
2017-04-25,46.85
2017-04-26,45.4
2017-04-27,45.2
2017-04-28,46.15
2017-05-02,46.4
2017-05-03,47.15
2017-05-04,46.85
2017-05-05,45.25
2017-05-08,47.4
2017-05-09,47.5
2017-05-10,48.25
2017-05-11,48.35
2017-05-12,49.2
2017-05-15,49.7
2017-05-16,49.35
2017-05-17,48.6
2017-05-18,47.2
2017-05-19,47.25
2017-05-22,46.75
2017-05-23,45.1
2017-05-24,43.1
2017-05-25,44.9
2017-05-26,44.45
2017-05-29,44.2
2017-05-30,43.55
2017-05-31,44.1
2017-06-01,43.4
2017-06-02,43.3
2017-06-05,42.85
2017-06-06,42.45
2017-06-07,43.05
2017-06-08,43.2
2017-06-09,42.7
2017-06-12,42.9
2017-06-13,42.75
2017-06-14,42.75
2017-06-15,42.05
2017-06-16,41.45
2017-06-19,40.95
2017-06-20,40.45
2017-06-21,39.05
2017-06-22,39.65
2017-06-23,39.5
2017-06-27,39.0
2017-06-28,38.85
2017-06-29,39.05
2017-06-30,39.4
2017-07-03,40.3
2017-07-04,39.9
2017-07-05,41.4
2017-07-06,41.75
2017-07-07,41.65
2017-07-10,42.0
2017-07-11,40.9
2017-07-12,42.05
2017-07-13,42.15
2017-07-14,41.35
2017-07-17,41.05
2017-07-18,40.4
2017-07-19,40.7
2017-07-20,40.6
2017-07-21,40.4
2017-07-24,40.85
2017-07-25,40.65
2017-07-26,40.5
2017-07-27,40.15
2017-07-28,39.8
2017-07-31,40.05
2017-08-01,40.15
2017-08-02,40.75
2017-08-03,40.4
2017-08-04,40.15
2017-08-07,41.1
2017-08-08,40.1
2017-08-09,39.15
2017-08-10,38.05
2017-08-11,36.65
2017-08-14,37.1
2017-08-16,36.65
2017-08-17,36.9
2017-08-18,36.7
2017-08-21,36.2
2017-08-22,36.1
2017-08-23,36.15
2017-08-24,36.7
2017-08-28,37.5
2017-08-29,37.8
2017-08-30,38.85
2017-08-31,38.1
2017-09-01,38.1
2017-09-04,37.4
2017-09-05,37.45
2017-09-06,37.55
2017-09-07,38.25
2017-09-08,40.9
2017-09-11,41.45
2017-09-12,41.25
2017-09-13,39.0
2017-09-14,41.5
2017-09-15,40.35
2017-09-18,40.05
2017-09-19,40.1
2017-09-20,40.15
2017-09-21,42.6
2017-09-22,40.3
2017-09-25,39.55
2017-09-26,38.75
2017-09-27,37.25
2017-09-28,37.75
2017-09-29,37.05
2017-10-03,37.55
2017-10-04,37.65
2017-10-05,39.5
2017-10-06,39.35
2017-10-09,39.2
2017-10-10,38.85
2017-10-11,38.3
2017-10-12,38.7
2017-10-13,38.4
2017-10-16,38.25
2017-10-17,38.15
2017-10-18,38.75
2017-10-19,38.6
2017-10-23,40.45
2017-10-24,40.5
2017-10-25,39.65
2017-10-26,40.1
2017-10-27,40.15
2017-10-30,40.65
2017-10-31,40.4
2017-11-01,40.75
2017-11-02,42.5
2017-11-03,43.05
2017-11-06,42.35
2017-11-07,40.65
2017-11-08,40.2
2017-11-09,40.55
2017-11-10,40.3
2017-11-13,39.85
2017-11-14,36.75
2017-11-15,36.7
2017-11-16,36.7
2017-11-17,36.8
2017-11-20,36.75
2017-11-21,37.15
2017-11-22,37.0
2017-11-23,36.65
2017-11-24,36.95
2017-11-27,37.0
2017-11-28,36.9
2017-11-29,37.15
2017-11-30,37.0
2017-12-01,36.65
2017-12-04,35.8
2017-12-05,35.45
2017-12-06,36.0
2017-12-07,36.15
2017-12-08,36.35
2017-12-11,36.05
2017-12-12,35.35
2017-12-13,34.8
2017-12-14,35.55
2017-12-15,35.4
2017-12-18,35.3
2017-12-19,35.35
2017-12-20,35.4
2017-12-21,36.3
2017-12-22,36.55
2017-12-26,36.9
2017-12-27,36.8
2017-12-28,36.75
2017-12-29,37.3
