Date,ELECTCAST
2017-01-02,23.45
2017-01-03,23.3
2017-01-04,23.35
2017-01-05,23.7
2017-01-06,24.5
2017-01-09,24.3
2017-01-10,25.8
2017-01-11,26.25
2017-01-12,25.75
2017-01-13,27.25
2017-01-16,27.15
2017-01-17,28.15
2017-01-18,28.2
2017-01-19,29.15
2017-01-20,28.0
2017-01-23,28.55
2017-01-24,28.3
2017-01-25,29.45
2017-01-27,28.55
2017-01-30,27.75
2017-01-31,26.9
2017-02-01,27.3
2017-02-02,27.75
2017-02-03,27.95
2017-02-06,27.55
2017-02-07,27.8
2017-02-08,28.0
2017-02-09,28.7
2017-02-10,28.5
2017-02-13,28.4
2017-02-14,27.7
2017-02-15,27.7
2017-02-16,28.05
2017-02-17,28.15
2017-02-20,28.1
2017-02-21,27.95
2017-02-22,27.55
2017-02-23,27.25
2017-02-27,26.75
2017-02-28,26.85
2017-03-01,28.45
2017-03-02,27.6
2017-03-03,27.55
2017-03-06,28.1
2017-03-07,27.8
2017-03-08,28.15
2017-03-09,28.0
2017-03-10,27.65
2017-03-14,28.0
2017-03-15,28.15
2017-03-16,28.65
2017-03-17,28.45
2017-03-20,29.65
2017-03-21,30.5
2017-03-22,29.85
2017-03-23,30.45
2017-03-24,31.0
2017-03-27,33.2
2017-03-28,32.8
2017-03-29,32.7
2017-03-30,33.1
2017-03-31,34.45
2017-04-03,35.55
2017-04-05,36.3
2017-04-06,36.05
2017-04-07,36.2
2017-04-10,39.1
2017-04-11,38.85
2017-04-12,37.3
2017-04-13,38.5
2017-04-17,37.95
2017-04-18,36.7
2017-04-19,37.0
2017-04-20,38.15
2017-04-21,38.6
2017-04-24,38.3
2017-04-25,37.8
2017-04-26,36.3
2017-04-27,35.7
2017-04-28,36.4
2017-05-02,35.9
2017-05-03,35.55
2017-05-04,35.95
2017-05-05,34.65
2017-05-08,34.75
2017-05-09,36.15
2017-05-10,36.3
2017-05-11,36.15
2017-05-12,36.35
2017-05-15,36.45
2017-05-16,36.0
2017-05-17,37.55
2017-05-18,35.8
2017-05-19,35.4
2017-05-22,34.25
2017-05-23,32.5
2017-05-24,32.5
2017-05-25,33.15
2017-05-26,34.9
2017-05-29,34.85
2017-05-30,34.35
2017-05-31,34.5
2017-06-01,34.1
2017-06-02,34.45
2017-06-05,34.6
2017-06-06,34.15
2017-06-07,33.6
2017-06-08,35.05
2017-06-09,34.75
2017-06-12,34.05
2017-06-13,33.15
2017-06-14,31.95
2017-06-15,32.0
2017-06-16,31.85
2017-06-19,31.15
2017-06-20,29.9
2017-06-21,30.9
2017-06-22,32.0
2017-06-23,30.5
2017-06-27,29.25
2017-06-28,29.15
2017-06-29,29.7
2017-06-30,30.35
2017-07-03,31.5
2017-07-04,30.8
2017-07-05,31.15
2017-07-06,31.8
2017-07-07,31.15
2017-07-10,31.45
2017-07-11,31.85
2017-07-12,32.0
2017-07-13,32.5
2017-07-14,32.0
2017-07-17,32.1
2017-07-18,30.75
2017-07-19,32.05
2017-07-20,31.9
2017-07-21,31.55
2017-07-24,32.8
2017-07-25,33.7
2017-07-26,34.2
2017-07-27,32.65
2017-07-28,32.25
2017-07-31,32.9
2017-08-01,33.2
2017-08-02,32.3
2017-08-03,29.35
2017-08-04,29.95
2017-08-07,28.8
2017-08-08,27.95
2017-08-09,27.0
2017-08-10,26.8
2017-08-11,25.8
2017-08-14,25.4
2017-08-16,28.25
2017-08-17,28.85
2017-08-18,29.15
2017-08-21,28.9
2017-08-22,29.2
2017-08-23,29.4
2017-08-24,29.05
2017-08-28,29.0
2017-08-29,28.45
2017-08-30,29.1
2017-08-31,28.95
2017-09-01,28.65
2017-09-04,28.2
2017-09-05,28.35
2017-09-06,28.0
2017-09-07,27.45
2017-09-08,27.55
2017-09-11,25.9
2017-09-12,26.55
2017-09-13,26.0
2017-09-14,26.0
2017-09-15,26.05
2017-09-18,26.8
2017-09-19,26.7
2017-09-20,26.6
2017-09-21,26.9
2017-09-22,26.0
2017-09-25,24.85
2017-09-26,25.3
2017-09-27,24.55
2017-09-28,24.15
2017-09-29,23.8
2017-10-03,23.85
2017-10-04,24.25
2017-10-05,24.7
2017-10-06,24.75
2017-10-09,24.5
2017-10-10,24.85
2017-10-11,25.15
2017-10-12,25.75
2017-10-13,29.0
2017-10-16,29.65
2017-10-17,28.7
2017-10-18,28.45
2017-10-19,28.9
2017-10-23,32.1
2017-10-24,34.05
2017-10-25,31.75
2017-10-26,33.25
2017-10-27,33.15
2017-10-30,32.2
2017-10-31,31.9
2017-11-01,30.7
2017-11-02,31.8
2017-11-03,35.25
2017-11-06,34.3
2017-11-07,33.85
2017-11-08,32.45
2017-11-09,31.3
2017-11-10,31.3
2017-11-13,30.2
2017-11-14,30.65
2017-11-15,29.65
2017-11-16,29.55
2017-11-17,29.9
2017-11-20,31.55
2017-11-21,31.65
2017-11-22,31.15
2017-11-23,31.0
2017-11-24,32.25
2017-11-27,32.55
2017-11-28,32.9
2017-11-29,33.1
2017-11-30,32.9
2017-12-01,32.55
2017-12-04,33.1
2017-12-05,33.0
2017-12-06,31.9
2017-12-07,32.05
2017-12-08,32.15
2017-12-11,32.1
2017-12-12,33.5
2017-12-13,32.9
2017-12-14,31.9
2017-12-15,31.3
2017-12-18,30.9
2017-12-19,31.65
2017-12-20,32.7
2017-12-21,32.85
2017-12-22,32.85
2017-12-26,34.4
2017-12-27,35.0
2017-12-28,36.85
2017-12-29,37.7
