Date,FIEMIND
2017-01-02,1145.5
2017-01-03,1158.15
2017-01-04,1172.8
2017-01-05,1156.35
2017-01-06,1157.95
2017-01-09,1158.7
2017-01-10,1155.75
2017-01-11,1168.2
2017-01-12,1202.45
2017-01-13,1198.2
2017-01-16,1203.25
2017-01-17,1179.85
2017-01-18,1177.2
2017-01-19,1193.35
2017-01-20,1142.55
2017-01-23,1099.35
2017-01-24,1105.8
2017-01-25,1103.7
2017-01-27,1122.95
2017-01-30,1088.7
2017-01-31,1066.8
2017-02-01,1087.65
2017-02-02,1076.25
2017-02-03,1062.5
2017-02-06,1080.15
2017-02-07,1075.3
2017-02-08,1072.5
2017-02-09,1073.15
2017-02-10,1106.75
2017-02-13,1043.45
2017-02-14,986.65
2017-02-15,956.25
2017-02-16,964.9
2017-02-17,952.5
2017-02-20,954.4
2017-02-21,987.05
2017-02-22,982.25
2017-02-23,980.05
2017-02-27,976.85
2017-02-28,938.35
2017-03-01,938.45
2017-03-02,926.15
2017-03-03,908.95
2017-03-06,889.3
2017-03-07,875.1
2017-03-08,857.8
2017-03-09,846.35
2017-03-10,846.65
2017-03-14,849.4
2017-03-15,857.45
2017-03-16,855.7
2017-03-17,853.75
2017-03-20,858.85
2017-03-21,864.75
2017-03-22,850.85
2017-03-23,850.05
2017-03-24,849.85
2017-03-27,874.1
2017-03-28,877.05
2017-03-29,892.75
2017-03-30,930.45
2017-03-31,963.65
2017-04-03,1005.95
2017-04-05,1072.05
2017-04-06,1031.35
2017-04-07,1021.0
2017-04-10,1014.65
2017-04-11,999.45
2017-04-12,1024.65
2017-04-13,1042.65
2017-04-17,1020.5
2017-04-18,1017.55
2017-04-19,1013.45
2017-04-20,1026.85
2017-04-21,1029.0
2017-04-24,1029.85
2017-04-25,1024.05
2017-04-26,1014.35
2017-04-27,1015.25
2017-04-28,1017.75
2017-05-02,1029.5
2017-05-03,1037.2
2017-05-04,1026.35
2017-05-05,1011.2
2017-05-08,1007.5
2017-05-09,1007.8
2017-05-10,1014.85
2017-05-11,1004.25
2017-05-12,992.85
2017-05-15,977.65
2017-05-16,986.55
2017-05-17,974.95
2017-05-18,952.25
2017-05-19,955.9
2017-05-22,919.9
2017-05-23,902.35
2017-05-24,882.7
2017-05-25,886.7
2017-05-26,887.6
2017-05-29,882.6
2017-05-30,894.35
2017-05-31,850.0
2017-06-01,845.5
2017-06-02,875.9
2017-06-05,882.25
2017-06-06,871.7
2017-06-07,873.35
2017-06-08,868.65
2017-06-09,867.2
2017-06-12,864.65
2017-06-13,925.9
2017-06-14,947.7
2017-06-15,952.45
2017-06-16,956.45
2017-06-19,955.85
2017-06-20,939.75
2017-06-21,942.05
2017-06-22,919.65
2017-06-23,900.2
2017-06-27,880.15
2017-06-28,876.55
2017-06-29,897.9
2017-06-30,886.95
2017-07-03,893.8
2017-07-04,917.4
2017-07-05,922.0
2017-07-06,907.75
2017-07-07,894.8
2017-07-10,910.1
2017-07-11,910.55
2017-07-12,909.65
2017-07-13,906.3
2017-07-14,920.05
2017-07-17,917.45
2017-07-18,913.35
2017-07-19,909.05
2017-07-20,914.15
2017-07-21,916.6
2017-07-24,913.45
2017-07-25,904.75
2017-07-26,911.5
2017-07-27,905.75
2017-07-28,904.8
2017-07-31,895.55
2017-08-01,890.45
2017-08-02,890.05
2017-08-03,886.55
2017-08-04,882.05
2017-08-07,879.2
2017-08-08,884.15
2017-08-09,885.0
2017-08-10,883.7
2017-08-11,875.45
2017-08-14,893.0
2017-08-16,888.0
2017-08-17,885.05
2017-08-18,885.25
2017-08-21,883.1
2017-08-22,902.3
2017-08-23,896.3
2017-08-24,900.6
2017-08-28,898.25
2017-08-29,901.3
2017-08-30,902.05
2017-08-31,932.65
2017-09-01,949.5
2017-09-04,940.1
2017-09-05,927.8
2017-09-06,962.75
2017-09-07,965.0
2017-09-08,957.35
2017-09-11,948.1
2017-09-12,941.3
2017-09-13,928.45
2017-09-14,954.8
2017-09-15,941.15
2017-09-18,937.85
2017-09-19,944.3
2017-09-20,929.55
2017-09-21,923.9
2017-09-22,910.1
2017-09-25,898.8
2017-09-26,898.5
2017-09-27,892.2
