Date,NDL
2017-01-02,110.0
2017-01-03,109.7
2017-01-04,121.75
2017-01-05,119.7
2017-01-06,117.85
2017-01-09,116.75
2017-01-10,120.05
2017-01-11,121.65
2017-01-12,119.2
2017-01-13,118.8
2017-01-16,121.9
2017-01-17,120.95
2017-01-18,120.55
2017-01-19,119.4
2017-01-20,117.6
2017-01-23,119.45
2017-01-24,119.95
2017-01-25,119.45
2017-01-27,119.6
2017-01-30,119.3
2017-01-31,118.45
2017-02-01,119.25
2017-02-02,123.25
2017-02-03,126.15
2017-02-06,126.05
2017-02-07,126.25
2017-02-08,125.7
2017-02-09,121.5
2017-02-10,117.6
2017-02-13,118.9
2017-02-14,118.0
2017-02-15,114.6
2017-02-16,116.7
2017-02-17,118.05
2017-02-20,118.6
2017-02-21,118.2
2017-02-22,118.1
2017-02-23,118.4
2017-02-27,117.8
2017-02-28,118.3
2017-03-01,118.25
2017-03-02,117.65
2017-03-03,117.7
2017-03-06,116.2
2017-03-07,115.95
2017-03-08,117.85
2017-03-09,118.75
2017-03-10,117.35
2017-03-14,117.2
2017-03-15,116.7
2017-03-16,118.3
2017-03-17,117.15
2017-03-20,115.15
2017-03-21,114.5
2017-03-22,112.65
2017-03-23,116.15
2017-03-24,116.1
2017-03-27,118.55
2017-03-28,120.55
2017-03-29,118.45
2017-03-30,118.8
2017-03-31,119.35
2017-04-03,119.9
2017-04-05,122.2
2017-04-06,122.2
2017-04-07,119.25
2017-04-10,119.2
2017-04-11,118.8
2017-04-12,117.5
2017-04-13,118.2
2017-04-17,118.9
2017-04-18,117.85
2017-04-19,117.2
2017-04-20,117.5
2017-04-21,117.1
2017-04-24,119.7
2017-04-25,119.3
2017-04-26,117.75
2017-04-27,117.75
2017-04-28,117.5
2017-05-02,121.0
2017-05-03,118.95
2017-05-04,118.55
2017-05-05,118.95
2017-05-08,118.7
2017-05-09,120.65
2017-05-10,120.1
2017-05-11,128.8
2017-05-12,125.95
2017-05-15,136.25
2017-05-16,133.95
2017-05-17,133.7
2017-05-18,131.1
2017-05-19,130.25
2017-05-22,128.45
2017-05-23,127.2
2017-05-24,127.1
2017-05-25,125.5
2017-05-26,126.35
2017-05-29,124.8
2017-05-30,123.95
2017-05-31,123.05
2017-06-01,124.55
2017-06-02,132.8
2017-06-05,133.4
2017-06-06,131.75
2017-06-07,128.75
2017-06-08,131.6
2017-06-09,129.8
2017-06-12,128.55
2017-06-13,128.65
2017-06-14,128.15
2017-06-15,127.75
2017-06-16,128.25
2017-06-19,128.3
2017-06-20,134.3
2017-06-21,132.55
2017-06-22,131.25
2017-06-23,131.05
2017-06-27,128.15
2017-06-28,129.25
2017-06-29,132.85
2017-06-30,132.95
2017-07-03,139.55
2017-07-04,140.8
2017-07-05,141.65
2017-07-06,145.0
2017-07-07,151.65
2017-07-10,148.75
2017-07-11,148.6
2017-07-12,147.35
2017-07-13,146.2
2017-07-14,149.5
2017-07-17,157.1
2017-07-18,153.0
2017-07-19,153.0
2017-07-20,151.4
2017-07-21,154.35
2017-07-24,153.3
2017-07-25,152.3
2017-07-26,155.45
2017-07-27,151.8
2017-07-28,149.55
2017-07-31,147.95
2017-08-01,147.85
2017-08-02,145.8
2017-08-03,141.05
2017-08-04,142.55
2017-08-07,149.1
2017-08-08,144.6
2017-08-09,138.95
2017-08-10,133.2
2017-08-11,134.3
2017-08-14,130.25
2017-08-16,139.9
2017-08-17,147.2
2017-08-18,145.75
2017-08-21,142.05
2017-08-22,139.4
2017-08-23,138.35
2017-08-24,140.5
2017-08-28,143.2
2017-08-29,140.35
2017-08-30,141.8
2017-08-31,142.5
2017-09-01,152.5
2017-09-04,153.9
2017-09-05,152.4
2017-09-06,153.15
2017-09-07,151.55
2017-09-08,148.45
2017-09-11,149.55
2017-09-12,148.35
2017-09-13,148.15
2017-09-14,144.15
2017-09-15,148.0
2017-09-18,150.25
2017-09-19,150.95
2017-09-20,152.05
2017-09-21,149.85
2017-09-22,145.05
2017-09-25,142.55
2017-09-26,140.75
2017-09-27,138.15
2017-09-28,137.9
2017-09-29,142.15
2017-10-03,139.2
2017-10-04,142.8
2017-10-05,141.05
2017-10-06,148.85
2017-10-09,166.85
2017-10-10,180.0
2017-10-11,172.05
2017-10-12,179.4
2017-10-13,176.0
2017-10-16,178.3
2017-10-17,176.0
2017-10-18,172.85
2017-10-19,172.75
2017-10-23,169.05
2017-10-24,173.95
2017-10-25,167.65
2017-10-26,169.8
2017-10-27,168.65
2017-10-30,166.9
2017-10-31,168.55
2017-11-01,168.05
2017-11-02,164.25
2017-11-03,163.6
2017-11-06,162.9
2017-11-07,167.1
2017-11-08,170.25
2017-11-09,169.0
2017-11-10,168.65
2017-11-13,168.0
2017-11-14,167.1
2017-11-15,162.45
2017-11-16,161.7
2017-11-17,163.1
2017-11-20,164.95
2017-11-21,165.9
2017-11-22,166.25
2017-11-23,165.65
2017-11-24,165.8
2017-11-27,173.55
2017-11-28,167.85
2017-11-29,169.85
2017-11-30,168.1
2017-12-01,165.8
2017-12-04,161.5
2017-12-05,159.15
2017-12-06,158.7
2017-12-07,159.3
2017-12-08,164.0
2017-12-11,168.6
2017-12-12,160.85
2017-12-13,156.95
2017-12-14,159.4
2017-12-15,160.1
2017-12-18,160.8
2017-12-19,160.0
2017-12-20,160.15
2017-12-21,161.6
2017-12-22,161.6
2017-12-26,158.2
2017-12-27,158.75
2017-12-28,164.35
2017-12-29,162.65
