Date,GUJAPOLLO
2017-01-02,135.35
2017-01-03,135.0
2017-01-04,134.5
2017-01-05,135.45
2017-01-06,136.35
2017-01-09,140.05
2017-01-10,139.05
2017-01-11,139.55
2017-01-12,139.0
2017-01-13,141.4
2017-01-16,140.0
2017-01-17,141.4
2017-01-18,139.95
2017-01-19,138.7
2017-01-20,139.5
2017-01-23,140.05
2017-01-24,141.3
2017-01-25,141.35
2017-01-27,142.0
2017-01-30,141.5
2017-01-31,139.9
2017-02-01,140.1
2017-02-02,140.5
2017-02-03,140.45
2017-02-06,140.6
2017-02-07,140.35
2017-02-08,149.8
2017-02-09,176.45
2017-02-10,161.85
2017-02-13,158.3
2017-02-14,156.4
2017-02-15,147.65
2017-02-16,150.45
2017-02-17,153.3
2017-02-20,149.3
2017-02-21,148.25
2017-02-22,146.15
2017-02-23,145.25
2017-02-27,146.05
2017-02-28,145.55
2017-03-01,145.8
2017-03-02,140.1
2017-03-03,142.9
2017-03-06,139.8
2017-03-07,143.0
2017-03-08,140.35
2017-03-09,141.95
2017-03-10,141.75
2017-03-14,140.25
2017-03-15,140.6
2017-03-16,141.9
2017-03-17,141.95
2017-03-20,142.65
2017-03-21,149.15
2017-03-22,145.7
2017-03-23,145.3
2017-03-24,146.1
2017-03-27,145.55
2017-03-28,145.85
2017-03-29,144.05
2017-03-30,142.95
2017-03-31,143.2
2017-04-03,144.95
2017-04-05,155.65
2017-04-06,154.4
2017-04-07,155.7
2017-04-10,157.35
2017-04-11,170.5
2017-04-12,171.05
2017-04-13,167.45
2017-04-17,173.6
2017-04-18,170.15
2017-04-19,171.2
2017-04-20,169.8
2017-04-21,169.5
2017-04-24,169.0
2017-04-25,166.85
2017-04-26,166.65
2017-04-27,165.6
2017-04-28,166.35
2017-05-02,167.35
2017-05-03,168.45
2017-05-04,170.45
2017-05-05,172.05
2017-05-08,172.45
2017-05-09,173.0
2017-05-10,172.55
2017-05-11,170.05
2017-05-12,170.3
2017-05-15,170.0
2017-05-16,170.05
2017-05-17,172.35
2017-05-18,172.1
2017-05-19,172.2
2017-05-22,173.0
2017-05-23,170.15
2017-05-24,172.9
2017-05-25,171.0
2017-05-26,171.95
2017-05-29,171.75
2017-05-30,170.2
2017-05-31,169.6
2017-06-01,171.05
2017-06-02,172.2
2017-06-05,173.0
2017-06-06,172.05
2017-06-07,173.25
2017-06-08,173.85
2017-06-09,171.65
2017-06-12,174.05
2017-06-13,173.0
2017-06-14,173.25
2017-06-15,174.0
2017-06-16,174.8
2017-06-19,175.5
2017-06-20,176.0
2017-06-21,175.55
2017-06-22,177.3
2017-06-23,177.3
2017-06-27,176.4
2017-06-28,176.4
2017-06-29,177.65
2017-06-30,178.35
2017-07-03,178.4
2017-07-04,181.2
2017-07-05,180.7
2017-07-06,178.15
2017-07-07,179.8
2017-07-10,179.0
2017-07-11,180.05
2017-07-12,180.3
2017-07-13,180.9
2017-07-14,180.85
2017-07-17,180.0
2017-07-18,181.5
2017-07-19,182.05
2017-07-20,183.9
2017-07-21,182.45
2017-07-24,184.05
2017-07-25,182.7
2017-07-26,183.2
2017-07-27,183.25
2017-07-28,183.6
2017-07-31,182.7
2017-08-01,183.8
2017-08-02,185.55
2017-08-03,183.15
2017-08-04,182.25
2017-08-07,183.45
2017-08-08,180.55
2017-08-09,177.3
2017-08-10,171.7
2017-08-11,179.95
2017-08-14,185.8
2017-08-16,186.3
2017-08-17,194.15
2017-08-18,192.9
2017-08-21,191.15
2017-08-22,185.25
2017-08-23,186.4
2017-08-24,186.0
2017-08-28,183.65
2017-08-29,180.35
2017-08-30,197.7
2017-08-31,202.4
2017-09-01,242.85
2017-09-04,248.05
2017-09-05,279.05
2017-09-06,276.5
2017-09-07,262.95
2017-09-08,256.45
2017-09-11,261.05
2017-09-12,285.65
2017-09-13,283.15
2017-09-14,273.85
2017-09-15,268.2
2017-09-18,282.0
2017-09-19,279.7
2017-09-20,275.15
2017-09-21,260.15
2017-09-22,243.35
2017-09-25,231.2
2017-09-26,236.55
2017-09-27,218.65
2017-09-28,220.75
2017-09-29,242.8
2017-10-03,252.65
2017-10-04,254.9
2017-10-05,248.85
2017-10-06,250.1
2017-10-09,246.1
2017-10-10,241.55
2017-10-11,238.25
2017-10-12,245.25
2017-10-13,264.05
2017-10-16,263.95
2017-10-17,260.65
2017-10-18,258.0
2017-10-19,261.0
2017-10-23,258.25
2017-10-24,255.2
2017-10-25,251.95
2017-10-26,253.55
2017-10-27,249.3
2017-10-30,252.9
2017-10-31,250.95
2017-11-01,255.1
2017-11-02,253.45
2017-11-03,248.65
2017-11-06,256.3
2017-11-07,252.15
2017-11-08,243.15
2017-11-09,241.65
2017-11-10,236.4
2017-11-13,229.0
2017-11-14,231.05
2017-11-15,229.0
2017-11-16,234.5
2017-11-17,232.1
2017-11-20,236.85
2017-11-21,239.6
2017-11-22,240.7
2017-11-23,236.55
2017-11-24,236.25
2017-11-27,234.8
2017-11-28,232.85
2017-11-29,235.55
2017-11-30,231.25
2017-12-01,226.85
2017-12-04,225.5
2017-12-05,224.55
2017-12-06,224.95
2017-12-07,235.75
2017-12-08,236.9
2017-12-11,237.55
2017-12-12,232.1
2017-12-13,224.0
2017-12-14,221.3
2017-12-15,241.0
2017-12-18,242.75
2017-12-19,236.5
2017-12-20,245.5
2017-12-21,241.9
2017-12-22,243.85
2017-12-26,240.35
2017-12-27,235.8
2017-12-28,245.95
2017-12-29,242.85
