Date,JMA
2017-01-02,176.85
2017-01-03,177.55
2017-01-04,177.5
2017-01-05,179.9
2017-01-06,179.65
2017-01-09,181.55
2017-01-11,181.7
2017-01-12,181.1
2017-01-13,182.05
2017-01-16,181.0
2017-01-17,183.1
2017-01-18,191.4
2017-01-19,181.55
2017-01-23,181.85
2017-01-24,180.7
2017-01-25,179.1
2017-01-27,180.1
2017-01-30,180.2
2017-01-31,188.9
2017-02-01,180.55
2017-02-02,186.8
2017-02-03,190.0
2017-02-06,188.0
2017-02-07,187.0
2017-02-08,186.0
2017-02-09,187.9
2017-02-10,186.05
2017-02-13,184.0
2017-02-14,190.0
2017-02-15,199.65
2017-02-16,201.4
2017-02-17,197.95
2017-02-20,199.3
2017-02-21,196.2
2017-02-22,200.0
2017-02-23,197.9
2017-02-27,200.0
2017-02-28,203.7
2017-03-01,203.0
2017-03-02,200.0
2017-03-03,200.25
2017-03-06,202.35
2017-03-07,205.0
2017-03-08,204.9
2017-03-09,205.0
2017-03-10,206.0
2017-03-14,203.55
2017-03-15,203.25
2017-03-16,203.35
2017-03-17,203.0
2017-03-20,202.2
2017-03-21,202.2
2017-03-22,204.05
2017-03-23,201.9
2017-03-24,201.35
2017-03-27,200.0
2017-03-28,198.0
2017-03-29,199.75
2017-03-30,200.25
2017-03-31,198.5
2017-04-03,195.9
2017-04-05,200.0
2017-04-06,207.7
2017-04-07,209.05
2017-04-10,207.3
2017-04-11,207.25
2017-04-12,210.45
2017-04-13,210.5
2017-04-17,208.5
2017-04-18,207.0
2017-04-19,205.1
2017-04-20,205.35
2017-04-21,203.6
2017-04-24,204.0
2017-04-25,244.8
2017-04-26,267.9
2017-04-27,256.7
2017-04-28,252.2
2017-05-02,243.45
2017-05-03,265.1
2017-05-04,254.15
2017-05-05,243.25
2017-05-08,243.9
2017-05-09,247.65
2017-05-10,252.2
2017-05-11,245.35
2017-05-12,231.85
2017-05-15,238.4
2017-05-16,242.1
2017-05-17,236.05
2017-05-18,232.0
2017-05-19,233.0
2017-05-22,225.4
2017-05-23,225.85
2017-05-24,222.95
2017-05-25,230.45
2017-05-26,253.0
2017-05-29,242.45
2017-05-30,247.4
2017-05-31,249.8
2017-06-01,242.6
2017-06-02,244.4
2017-06-05,237.15
2017-06-06,224.2
2017-06-07,232.6
2017-06-08,233.4
2017-06-09,232.25
2017-06-12,231.65
2017-06-13,227.7
2017-06-14,234.1
2017-06-15,233.5
2017-06-16,237.45
2017-06-19,234.8
2017-06-20,226.95
2017-06-21,230.8
2017-06-22,233.25
2017-06-23,231.85
2017-06-27,227.25
2017-06-28,226.5
2017-06-29,236.05
2017-06-30,235.85
2017-07-03,233.1
2017-07-04,239.4
2017-07-05,235.0
2017-07-06,236.0
2017-07-07,236.75
2017-07-10,249.0
2017-07-11,236.3
2017-07-12,236.1
2017-07-13,235.05
2017-07-14,230.2
2017-07-17,237.0
2017-07-18,233.45
2017-07-19,237.8
2017-07-20,237.3
2017-07-21,234.15
2017-07-24,240.95
2017-07-25,240.85
2017-07-26,244.15
2017-07-27,235.4
2017-07-28,237.0
2017-07-31,232.1
2017-08-01,232.15
2017-08-02,228.95
2017-08-03,228.0
2017-08-04,226.55
2017-08-07,225.5
2017-08-08,223.6
2017-08-09,221.0
2017-08-10,215.3
2017-08-11,215.1
2017-08-14,216.25
2017-08-16,226.0
2017-08-17,227.55
2017-08-18,220.65
2017-08-21,221.05
2017-08-22,217.95
2017-08-23,215.3
2017-08-24,209.8
2017-08-28,215.1
2017-08-29,217.0
2017-08-30,216.0
2017-08-31,215.35
2017-09-01,215.25
2017-09-04,221.55
2017-09-05,221.0
2017-09-06,216.05
2017-09-07,223.7
2017-09-08,217.8
2017-09-11,215.3
2017-09-12,218.75
2017-09-13,212.3
2017-09-14,214.35
2017-09-15,215.6
2017-09-18,204.85
2017-09-19,208.05
2017-09-20,206.1
2017-09-21,210.9
2017-09-22,223.8
2017-09-25,211.4
2017-09-26,208.95
2017-09-27,210.2
2017-09-28,211.3
2017-09-29,216.05
2017-10-03,215.6
2017-10-04,216.2
2017-10-05,220.4
2017-10-06,221.65
2017-10-09,219.15
2017-10-10,215.0
2017-10-11,217.0
2017-10-12,212.85
2017-10-13,213.7
2017-10-16,213.3
2017-10-17,225.2
2017-10-18,221.1
2017-10-19,217.15
2017-10-23,217.5
2017-10-24,217.9
2017-10-25,213.2
2017-10-26,214.7
2017-10-27,213.0
2017-10-30,213.0
2017-10-31,211.05
2017-11-01,214.6
2017-11-02,216.2
2017-11-03,215.0
2017-11-06,214.1
2017-11-07,219.4
2017-11-08,212.1
2017-11-09,213.5
2017-11-10,211.35
2017-11-13,210.0
2017-11-14,205.8
2017-11-15,204.05
2017-11-16,208.8
2017-11-17,204.95
2017-11-20,212.6
2017-11-21,255.1
2017-11-22,274.1
2017-11-23,265.65
2017-11-24,264.8
2017-11-27,258.75
2017-11-28,266.5
2017-11-29,263.4
2017-11-30,266.1
2017-12-01,267.9
2017-12-04,268.25
2017-12-05,265.1
2017-12-06,274.35
2017-12-07,275.05
2017-12-08,276.8
2017-12-11,268.0
2017-12-12,276.5
2017-12-13,258.7
2017-12-14,250.5
2017-12-15,256.55
2017-12-18,250.45
2017-12-19,258.15
2017-12-20,253.35
2017-12-21,256.25
2017-12-22,262.0
2017-12-26,258.35
2017-12-27,256.15
2017-12-28,262.25
2017-12-29,257.2
