Date,APLLTD
2017-01-02,601.5
2017-01-03,602.0
2017-01-04,605.25
2017-01-05,605.1
2017-01-06,606.6
2017-01-09,608.0
2017-01-10,605.1
2017-01-11,606.35
2017-01-12,602.5
2017-01-13,601.25
2017-01-16,601.25
2017-01-17,602.2
2017-01-18,600.05
2017-01-19,596.2
2017-01-20,593.5
2017-01-23,589.75
2017-01-24,584.85
2017-01-25,590.35
2017-01-27,576.75
2017-01-30,561.95
2017-01-31,560.25
2017-02-01,555.5
2017-02-02,554.55
2017-02-03,558.8
2017-02-06,555.05
2017-02-07,558.8
2017-02-08,552.15
2017-02-09,558.15
2017-02-10,557.55
2017-02-13,555.95
2017-02-14,560.8
2017-02-15,545.4
2017-02-16,549.7
2017-02-17,553.0
2017-02-20,581.15
2017-02-21,591.45
2017-02-22,583.3
2017-02-23,577.55
2017-02-27,575.7
2017-02-28,580.0
2017-03-01,576.9
2017-03-02,597.7
2017-03-03,602.2
2017-03-06,588.85
2017-03-07,588.3
2017-03-08,604.35
2017-03-09,601.35
2017-03-10,624.4
2017-03-14,615.45
2017-03-15,609.7
2017-03-16,604.45
2017-03-17,606.45
2017-03-20,600.7
2017-03-21,597.65
2017-03-22,591.25
2017-03-23,599.7
2017-03-24,602.05
2017-03-27,585.35
2017-03-28,592.8
2017-03-29,592.15
2017-03-30,606.9
2017-03-31,627.45
2017-04-03,621.1
2017-04-05,627.05
2017-04-06,619.15
2017-04-07,620.9
2017-04-10,621.3
2017-04-11,629.95
2017-04-12,623.5
2017-04-13,626.75
2017-04-17,608.3
2017-04-18,611.5
2017-04-19,606.05
2017-04-20,611.1
2017-04-21,608.1
2017-04-24,606.6
2017-04-25,611.7
2017-04-26,627.65
2017-04-27,614.5
2017-04-28,612.35
2017-05-02,621.25
2017-05-03,605.1
2017-05-04,597.5
2017-05-05,592.1
2017-05-08,585.1
2017-05-09,592.05
2017-05-10,600.6
2017-05-11,609.3
2017-05-12,599.45
2017-05-15,599.65
2017-05-16,607.1
2017-05-17,609.5
2017-05-18,604.3
2017-05-19,600.35
2017-05-22,599.95
2017-05-23,593.0
2017-05-24,577.2
2017-05-25,570.4
2017-05-26,558.15
2017-05-29,534.9
2017-05-30,538.8
2017-05-31,536.95
2017-06-01,532.55
2017-06-02,536.9
2017-06-05,549.0
2017-06-06,548.2
2017-06-07,553.05
2017-06-08,555.2
2017-06-09,550.95
2017-06-12,549.75
2017-06-13,547.9
2017-06-14,537.65
2017-06-15,531.3
2017-06-16,522.3
2017-06-19,523.45
2017-06-20,522.7
2017-06-21,533.55
2017-06-22,524.45
2017-06-23,511.9
2017-06-27,504.25
2017-06-28,505.15
2017-06-29,505.2
2017-06-30,506.2
2017-07-03,516.2
2017-07-04,512.1
2017-07-05,521.2
2017-07-06,508.9
2017-07-07,517.4
2017-07-10,517.2
2017-07-11,537.8
2017-07-12,527.5
2017-07-13,540.3
2017-07-14,541.15
2017-07-17,545.95
2017-07-18,552.85
2017-07-19,544.95
2017-07-20,559.45
2017-07-21,540.55
2017-07-24,545.25
2017-07-25,543.2
2017-07-26,544.45
2017-07-27,544.1
2017-07-28,542.45
2017-07-31,530.4
2017-08-01,524.6
2017-08-02,539.5
2017-08-03,530.5
2017-08-04,531.8
2017-08-07,530.4
2017-08-08,530.85
2017-08-09,526.15
2017-08-10,523.65
2017-08-11,515.0
2017-08-14,521.0
2017-08-16,515.3
2017-08-17,515.55
2017-08-18,517.95
2017-08-21,517.8
2017-08-22,511.5
2017-08-23,505.75
2017-08-24,510.2
2017-08-28,516.45
2017-08-29,507.1
2017-08-30,506.45
2017-08-31,519.3
2017-09-01,519.4
2017-09-04,513.1
2017-09-05,505.05
2017-09-06,506.4
2017-09-07,505.65
2017-09-08,499.3
2017-09-11,500.7
2017-09-12,500.75
2017-09-13,508.6
2017-09-14,503.55
2017-09-15,486.0
2017-09-18,489.3
2017-09-19,482.95
2017-09-20,480.75
2017-09-21,500.35
2017-09-22,489.95
2017-09-25,484.65
2017-09-26,492.4
2017-09-27,497.6
2017-09-28,500.0
2017-09-29,506.15
2017-10-03,502.9
2017-10-04,500.45
2017-10-05,502.1
2017-10-06,502.4
2017-10-09,501.9
2017-10-10,500.75
2017-10-11,494.4
2017-10-12,493.5
2017-10-13,495.9
2017-10-16,498.05
2017-10-17,500.3
2017-10-18,499.95
2017-10-19,501.2
2017-10-23,495.45
2017-10-24,494.85
2017-10-25,491.25
2017-10-26,495.4
2017-10-27,501.1
2017-10-30,513.9
2017-10-31,504.75
2017-11-01,505.4
2017-11-02,513.8
2017-11-03,506.55
2017-11-06,514.7
2017-11-07,515.35
2017-11-08,515.65
2017-11-09,515.45
2017-11-10,512.85
2017-11-13,515.25
2017-11-14,515.2
2017-11-15,514.55
2017-11-16,515.65
2017-11-17,516.1
2017-11-20,515.4
2017-11-21,516.25
2017-11-22,514.05
2017-11-23,514.3
2017-11-24,515.5
2017-11-27,515.15
2017-11-28,512.95
2017-11-29,514.1
2017-11-30,517.65
2017-12-01,512.15
2017-12-04,511.9
2017-12-05,515.35
2017-12-06,514.4
2017-12-07,517.1
2017-12-08,518.0
2017-12-11,518.6
2017-12-12,524.75
2017-12-13,522.3
2017-12-14,525.2
2017-12-15,528.2
2017-12-18,528.15
2017-12-19,528.05
2017-12-20,528.8
2017-12-21,528.3
2017-12-22,528.5
2017-12-26,530.45
2017-12-27,537.8
2017-12-28,538.7
2017-12-29,530.6
