Date,INDORAMA
2017-01-02,29.85
2017-01-03,31.1
2017-01-04,30.85
2017-01-05,33.0
2017-01-06,35.05
2017-01-09,35.75
2017-01-10,34.6
2017-01-11,34.2
2017-01-12,33.6
2017-01-13,33.8
2017-01-16,33.8
2017-01-17,33.3
2017-01-18,33.45
2017-01-19,33.85
2017-01-20,33.75
2017-01-23,33.7
2017-01-24,33.9
2017-01-25,33.65
2017-01-27,33.75
2017-01-30,33.2
2017-01-31,33.0
2017-02-01,33.2
2017-02-02,33.1
2017-02-03,35.85
2017-02-06,37.5
2017-02-07,36.85
2017-02-08,34.85
2017-02-09,33.1
2017-02-10,32.9
2017-02-13,31.65
2017-02-14,31.45
2017-02-15,31.0
2017-02-16,31.35
2017-02-17,31.35
2017-02-20,31.45
2017-02-21,32.25
2017-02-22,32.1
2017-02-23,31.5
2017-02-27,31.85
2017-02-28,31.6
2017-03-01,32.25
2017-03-02,31.6
2017-03-03,31.35
2017-03-06,32.3
2017-03-07,32.8
2017-03-08,32.05
2017-03-09,31.8
2017-03-10,32.0
2017-03-14,31.4
2017-03-15,31.75
2017-03-16,31.75
2017-03-17,31.4
2017-03-20,33.35
2017-03-21,32.65
2017-03-22,32.25
2017-03-23,32.65
2017-03-24,32.75
2017-03-27,32.15
2017-03-28,32.3
2017-03-29,32.25
2017-03-30,32.65
2017-03-31,32.55
2017-04-03,33.65
2017-04-05,34.45
2017-04-06,34.5
2017-04-07,34.0
2017-04-10,32.9
2017-04-11,33.95
2017-04-12,33.4
2017-04-13,35.75
2017-04-17,40.3
2017-04-18,38.0
2017-04-19,38.85
2017-04-20,38.95
2017-04-21,39.9
2017-04-24,39.95
2017-04-25,40.85
2017-04-26,38.75
2017-04-27,38.35
2017-04-28,37.45
2017-05-02,36.95
2017-05-03,37.45
2017-05-04,37.55
2017-05-05,37.05
2017-05-08,36.6
2017-05-09,37.25
2017-05-10,37.2
2017-05-11,38.55
2017-05-12,37.95
2017-05-15,37.4
2017-05-16,38.0
2017-05-17,37.9
2017-05-18,36.95
2017-05-19,33.55
2017-05-22,32.5
2017-05-23,31.35
2017-05-24,30.25
2017-05-25,31.1
2017-05-26,31.2
2017-05-29,30.7
2017-05-30,30.5
2017-05-31,31.15
2017-06-01,30.6
2017-06-02,30.75
2017-06-05,30.2
2017-06-06,29.6
2017-06-07,30.0
2017-06-08,29.55
2017-06-09,29.1
2017-06-12,28.85
2017-06-13,30.15
2017-06-14,30.2
2017-06-15,30.3
2017-06-16,30.55
2017-06-19,30.05
2017-06-20,29.55
2017-06-21,29.65
2017-06-22,29.95
2017-06-23,29.9
2017-06-27,29.65
2017-06-28,29.35
2017-06-29,29.1
2017-06-30,29.2
2017-07-03,30.1
2017-07-04,31.0
2017-07-05,30.9
2017-07-06,31.05
2017-07-07,30.85
2017-07-10,30.7
2017-07-11,30.8
2017-07-12,30.05
2017-07-13,31.1
2017-07-14,30.4
2017-07-17,30.65
2017-07-18,29.9
2017-07-19,31.0
2017-07-20,30.85
2017-07-21,31.35
2017-07-24,31.7
2017-07-25,31.25
2017-07-26,31.05
2017-07-27,30.1
2017-07-28,30.15
2017-07-31,30.1
2017-08-01,30.5
2017-08-02,31.45
2017-08-03,31.0
2017-08-04,30.55
2017-08-07,30.85
2017-08-08,29.75
2017-08-09,29.1
2017-08-10,28.1
2017-08-11,27.75
2017-08-14,28.15
2017-08-16,28.1
2017-08-17,27.8
2017-08-18,27.45
2017-08-21,26.7
2017-08-22,26.6
2017-08-23,27.5
2017-08-24,27.5
2017-08-28,27.25
2017-08-29,26.9
2017-08-30,27.05
2017-08-31,26.95
2017-09-01,27.0
2017-09-04,28.1
2017-09-05,28.75
2017-09-06,29.05
2017-09-07,29.95
2017-09-08,29.95
2017-09-11,30.0
2017-09-12,29.1
2017-09-13,28.65
2017-09-14,28.55
2017-09-15,28.3
2017-09-18,28.25
2017-09-19,28.3
2017-09-20,28.35
2017-09-21,28.6
2017-09-22,27.95
2017-09-25,26.95
2017-09-26,27.1
2017-09-27,26.7
2017-09-28,26.65
2017-09-29,26.55
2017-10-03,26.7
2017-10-04,27.55
2017-10-05,27.7
2017-10-06,28.25
2017-10-09,29.45
2017-10-10,35.3
2017-10-11,33.65
2017-10-12,37.6
2017-10-13,35.0
2017-10-16,34.6
2017-10-17,34.3
2017-10-18,34.7
2017-10-19,34.15
2017-10-23,34.3
2017-10-24,34.5
2017-10-25,33.8
2017-10-26,34.05
2017-10-27,33.25
2017-10-30,33.25
2017-10-31,33.35
2017-11-01,33.5
2017-11-02,32.95
2017-11-03,34.85
2017-11-06,34.3
2017-11-07,31.6
2017-11-08,31.45
2017-11-09,31.0
2017-11-10,30.55
2017-11-13,30.35
2017-11-14,30.25
2017-11-15,29.35
2017-11-16,30.1
2017-11-17,31.55
2017-11-20,34.2
2017-11-21,36.05
2017-11-22,35.0
2017-11-23,35.0
2017-11-24,38.05
2017-11-27,38.0
2017-11-28,36.3
2017-11-29,34.75
2017-11-30,34.85
2017-12-01,34.2
2017-12-04,33.85
2017-12-05,34.25
2017-12-06,33.6
2017-12-07,33.45
2017-12-08,33.4
2017-12-11,33.15
2017-12-12,33.2
2017-12-13,33.9
2017-12-14,34.8
2017-12-15,38.3
2017-12-18,40.8
2017-12-19,48.7
2017-12-20,45.55
2017-12-21,45.9
2017-12-22,44.4
2017-12-26,45.15
2017-12-27,44.25
2017-12-28,43.75
2017-12-29,43.8
