Date,WONDERLA
2017-01-02,339.25
2017-01-03,339.75
2017-01-04,338.65
2017-01-05,344.15
2017-01-06,344.15
2017-01-09,355.4
2017-01-10,351.05
2017-01-11,354.8
2017-01-12,350.6
2017-01-13,350.75
2017-01-16,352.6
2017-01-17,349.9
2017-01-18,349.95
2017-01-19,360.4
2017-01-20,353.65
2017-01-23,365.0
2017-01-24,370.35
2017-01-25,371.2
2017-01-27,375.2
2017-01-30,371.0
2017-01-31,373.35
2017-02-01,360.95
2017-02-02,368.65
2017-02-03,376.8
2017-02-06,381.2
2017-02-07,379.75
2017-02-08,379.8
2017-02-09,379.5
2017-02-10,375.7
2017-02-13,375.85
2017-02-14,375.25
2017-02-15,372.25
2017-02-16,366.45
2017-02-17,367.4
2017-02-20,372.95
2017-02-21,374.15
2017-02-22,374.45
2017-02-23,373.4
2017-02-27,373.85
2017-02-28,372.4
2017-03-01,373.8
2017-03-02,375.3
2017-03-03,378.25
2017-03-06,380.2
2017-03-07,381.2
2017-03-08,380.05
2017-03-09,378.1
2017-03-10,379.95
2017-03-14,384.35
2017-03-15,385.7
2017-03-16,390.1
2017-03-17,392.55
2017-03-20,388.7
2017-03-21,384.0
2017-03-22,378.9
2017-03-23,377.9
2017-03-24,382.9
2017-03-27,381.95
2017-03-28,381.45
2017-03-29,378.5
2017-03-30,382.7
2017-03-31,387.05
2017-04-03,384.0
2017-04-05,392.1
2017-04-06,387.45
2017-04-07,386.8
2017-04-10,395.15
2017-04-11,402.95
2017-04-12,398.2
2017-04-13,394.25
2017-04-17,390.1
2017-04-18,381.8
2017-04-19,384.75
2017-04-20,392.5
2017-04-21,388.05
2017-04-24,386.4
2017-04-25,393.15
2017-04-26,391.1
2017-04-27,388.1
2017-04-28,389.95
2017-05-02,385.55
2017-05-03,381.1
2017-05-04,382.45
2017-05-05,382.0
2017-05-08,379.75
2017-05-09,376.35
2017-05-10,382.85
2017-05-11,381.35
2017-05-12,391.6
2017-05-15,384.4
2017-05-16,393.3
2017-05-17,385.75
2017-05-18,385.05
2017-05-19,385.25
2017-05-22,381.7
2017-05-23,374.35
2017-05-24,370.7
2017-05-25,361.8
2017-05-26,371.65
2017-05-29,375.15
2017-05-30,377.9
2017-05-31,370.6
2017-06-01,372.0
2017-06-02,369.5
2017-06-05,369.15
2017-06-06,368.4
2017-06-07,368.05
2017-06-08,367.5
2017-06-09,371.45
2017-06-12,365.9
2017-06-13,372.0
2017-06-14,371.55
2017-06-15,367.55
2017-06-16,375.6
2017-06-19,379.35
2017-06-20,375.9
2017-06-21,378.45
2017-06-22,372.45
2017-06-23,371.4
2017-06-27,365.35
2017-06-28,356.9
2017-06-29,361.2
2017-06-30,352.95
2017-07-03,359.55
2017-07-04,360.7
2017-07-05,356.65
2017-07-06,357.15
2017-07-07,361.25
2017-07-10,357.35
2017-07-11,356.8
2017-07-12,357.9
2017-07-13,355.35
2017-07-14,358.05
2017-07-17,359.05
2017-07-18,359.55
2017-07-19,357.35
2017-07-20,357.6
2017-07-21,356.6
2017-07-24,355.6
2017-07-25,358.1
2017-07-26,353.9
2017-07-27,356.05
2017-07-28,357.15
2017-07-31,351.9
2017-08-01,349.95
2017-08-02,353.6
2017-08-03,347.9
2017-08-04,345.55
2017-08-07,347.35
2017-08-08,343.7
2017-08-09,345.1
2017-08-10,340.45
2017-08-11,337.4
2017-08-14,339.25
2017-08-16,339.45
2017-08-17,342.55
2017-08-18,341.15
2017-08-21,340.15
2017-08-22,335.4
2017-08-23,333.9
2017-08-24,337.75
2017-08-28,338.25
2017-08-29,338.95
2017-08-30,340.15
2017-08-31,341.05
2017-09-01,345.9
2017-09-04,352.95
2017-09-05,350.5
2017-09-06,350.0
2017-09-07,353.7
2017-09-08,350.3
2017-09-11,348.15
2017-09-12,350.75
2017-09-13,351.45
2017-09-14,350.25
2017-09-15,348.05
2017-09-18,350.9
2017-09-19,354.5
2017-09-20,356.05
2017-09-21,357.1
2017-09-22,352.9
2017-09-25,344.15
2017-09-26,342.0
2017-09-27,339.6
2017-09-28,341.8
2017-09-29,345.8
2017-10-03,358.3
2017-10-04,360.7
2017-10-05,361.55
2017-10-06,368.95
2017-10-09,371.45
2017-10-10,369.05
2017-10-11,362.5
2017-10-12,367.8
2017-10-13,369.6
2017-10-16,363.5
2017-10-17,366.15
2017-10-18,367.0
2017-10-19,365.25
2017-10-23,370.8
2017-10-24,367.1
2017-10-25,368.4
2017-10-26,366.7
2017-10-27,363.9
2017-10-30,367.85
2017-10-31,367.7
2017-11-01,369.15
2017-11-02,370.1
2017-11-03,373.4
2017-11-06,377.55
2017-11-07,381.8
2017-11-08,388.5
2017-11-09,388.2
2017-11-10,389.1
2017-11-13,388.5
2017-11-14,388.1
2017-11-15,382.6
2017-11-16,367.7
2017-11-17,368.5
2017-11-20,364.05
2017-11-21,364.85
2017-11-22,365.3
2017-11-23,364.1
2017-11-24,366.95
2017-11-27,365.6
2017-11-28,360.95
2017-11-29,353.65
2017-11-30,355.7
2017-12-01,352.1
2017-12-04,354.45
2017-12-05,353.0
2017-12-06,352.6
2017-12-07,358.95
2017-12-08,357.25
2017-12-11,358.8
2017-12-12,360.35
2017-12-13,361.45
2017-12-14,361.65
2017-12-15,360.05
2017-12-18,361.25
2017-12-19,362.65
2017-12-20,363.7
2017-12-21,367.6
2017-12-22,366.35
2017-12-26,367.1
2017-12-27,366.35
2017-12-28,362.45
2017-12-29,360.7
