Date,DBCORP
2017-01-02,360.75
2017-01-03,370.0
2017-01-04,374.25
2017-01-05,369.7
2017-01-06,373.2
2017-01-09,367.8
2017-01-10,369.5
2017-01-11,369.4
2017-01-12,379.1
2017-01-13,376.15
2017-01-16,357.75
2017-01-17,357.45
2017-01-18,355.25
2017-01-19,355.85
2017-01-20,360.1
2017-01-23,360.95
2017-01-24,364.0
2017-01-25,365.0
2017-01-27,361.25
2017-01-30,367.5
2017-01-31,371.15
2017-02-01,376.5
2017-02-02,374.9
2017-02-03,379.7
2017-02-06,375.95
2017-02-07,381.4
2017-02-08,380.55
2017-02-09,383.75
2017-02-10,385.85
2017-02-13,379.0
2017-02-14,378.45
2017-02-15,378.5
2017-02-16,377.65
2017-02-17,379.95
2017-02-20,379.0
2017-02-21,380.25
2017-02-22,382.05
2017-02-23,379.45
2017-02-27,381.95
2017-02-28,379.05
2017-03-01,374.9
2017-03-02,374.25
2017-03-03,380.55
2017-03-06,379.0
2017-03-07,377.15
2017-03-08,379.75
2017-03-09,379.5
2017-03-10,380.0
2017-03-14,381.4
2017-03-15,382.0
2017-03-16,381.75
2017-03-17,382.15
2017-03-20,385.0
2017-03-21,385.1
2017-03-22,377.9
2017-03-23,381.5
2017-03-24,380.05
2017-03-27,380.85
2017-03-28,370.3
2017-03-29,370.6
2017-03-30,375.2
2017-03-31,381.2
2017-04-03,381.05
2017-04-05,389.8
2017-04-06,392.55
2017-04-07,389.2
2017-04-10,380.05
2017-04-11,380.35
2017-04-12,383.65
2017-04-13,383.3
2017-04-17,385.15
2017-04-18,379.95
2017-04-19,379.65
2017-04-20,376.25
2017-04-21,379.05
2017-04-24,379.25
2017-04-25,383.35
2017-04-26,380.0
2017-04-27,379.95
2017-04-28,380.6
2017-05-02,379.45
2017-05-03,373.1
2017-05-04,368.9
2017-05-05,385.15
2017-05-08,382.2
2017-05-09,380.55
2017-05-10,374.7
2017-05-11,372.5
2017-05-12,369.05
2017-05-15,362.0
2017-05-16,359.4
2017-05-17,367.65
2017-05-18,366.65
2017-05-19,368.95
2017-05-22,361.3
2017-05-23,367.6
2017-05-24,354.55
2017-05-25,361.8
2017-05-26,369.2
2017-05-29,362.45
2017-05-30,365.45
2017-05-31,378.1
2017-06-01,378.6
2017-06-02,377.4
2017-06-05,370.15
2017-06-06,367.5
2017-06-07,373.95
2017-06-08,367.6
2017-06-09,369.55
2017-06-12,374.95
2017-06-13,374.8
2017-06-14,375.7
2017-06-15,373.55
2017-06-16,375.85
2017-06-19,376.05
2017-06-20,377.6
2017-06-21,376.35
2017-06-22,376.85
2017-06-23,382.75
2017-06-27,377.6
2017-06-28,376.1
2017-06-29,375.05
2017-06-30,381.4
2017-07-03,384.75
2017-07-04,382.6
2017-07-05,381.35
2017-07-06,381.05
2017-07-07,382.8
2017-07-10,378.4
2017-07-11,374.15
2017-07-12,380.6
2017-07-13,379.8
2017-07-14,378.15
2017-07-17,373.15
2017-07-18,373.05
2017-07-19,370.25
2017-07-20,373.8
2017-07-21,375.9
2017-07-24,371.3
2017-07-25,369.1
2017-07-26,377.1
2017-07-27,374.35
2017-07-28,376.7
2017-07-31,374.45
2017-08-01,379.95
2017-08-02,379.0
2017-08-03,377.7
2017-08-04,379.9
2017-08-07,380.2
2017-08-08,377.05
2017-08-09,379.05
2017-08-10,368.35
2017-08-11,366.7
2017-08-14,372.55
2017-08-16,365.0
2017-08-17,371.9
2017-08-18,376.5
2017-08-21,379.05
2017-08-22,379.5
2017-08-23,370.35
2017-08-24,372.15
2017-08-28,376.6
2017-08-29,375.55
2017-08-30,370.0
2017-08-31,370.1
2017-09-01,369.55
2017-09-04,375.8
2017-09-05,376.85
2017-09-06,376.4
2017-09-07,371.6
2017-09-08,374.2
2017-09-11,377.3
2017-09-12,370.6
2017-09-13,364.45
2017-09-14,367.3
2017-09-15,370.0
2017-09-18,365.8
2017-09-19,371.75
2017-09-20,366.55
2017-09-21,365.25
2017-09-22,367.0
2017-09-25,365.95
2017-09-26,371.55
2017-09-27,372.55
2017-09-28,368.65
2017-09-29,377.7
2017-10-03,380.6
2017-10-04,383.05
2017-10-05,382.0
2017-10-06,381.25
2017-10-09,380.0
2017-10-10,381.8
2017-10-11,375.9
2017-10-12,373.0
2017-10-13,369.65
2017-10-16,370.1
2017-10-17,368.25
2017-10-18,369.5
2017-10-19,371.7
2017-10-23,367.4
2017-10-24,366.5
2017-10-25,359.85
2017-10-26,361.3
2017-10-27,367.35
2017-10-30,368.0
2017-10-31,362.0
2017-11-01,359.85
2017-11-02,369.95
2017-11-03,371.15
2017-11-06,372.3
2017-11-07,360.55
2017-11-08,373.3
2017-11-09,369.15
2017-11-10,367.95
2017-11-13,369.55
2017-11-14,369.95
2017-11-15,362.65
2017-11-16,364.6
2017-11-17,368.2
2017-11-20,365.25
2017-11-21,362.05
2017-11-22,362.1
2017-11-23,363.85
2017-11-24,369.1
2017-11-27,368.5
2017-11-28,361.8
2017-11-29,366.4
2017-11-30,360.8
2017-12-01,360.8
2017-12-04,361.25
2017-12-05,352.35
2017-12-06,355.85
2017-12-07,355.55
2017-12-08,351.45
2017-12-11,349.9
2017-12-12,349.95
2017-12-13,348.4
2017-12-14,344.5
2017-12-15,345.5
2017-12-18,344.0
2017-12-19,344.35
2017-12-20,343.2
2017-12-21,339.65
2017-12-22,339.55
2017-12-26,344.4
2017-12-27,346.7
2017-12-28,353.7
2017-12-29,349.25
