Date,TAJGVK
2017-01-02,107.7
2017-01-03,108.0
2017-01-04,107.8
2017-01-05,109.25
2017-01-06,108.75
2017-01-09,110.1
2017-01-10,123.1
2017-01-11,122.35
2017-01-12,121.3
2017-01-13,122.75
2017-01-16,123.1
2017-01-17,122.4
2017-01-18,119.2
2017-01-19,119.55
2017-01-20,121.55
2017-01-23,122.95
2017-01-24,126.65
2017-01-25,127.1
2017-01-27,123.95
2017-01-30,125.8
2017-01-31,132.65
2017-02-01,136.5
2017-02-02,132.7
2017-02-03,131.4
2017-02-06,133.9
2017-02-07,134.05
2017-02-08,133.45
2017-02-09,134.45
2017-02-10,132.95
2017-02-13,135.5
2017-02-14,134.95
2017-02-15,133.8
2017-02-16,135.35
2017-02-17,129.9
2017-02-20,130.1
2017-02-21,132.55
2017-02-22,129.95
2017-02-23,127.65
2017-02-27,126.5
2017-02-28,128.45
2017-03-01,129.9
2017-03-02,126.35
2017-03-03,127.1
2017-03-06,127.35
2017-03-07,126.6
2017-03-08,126.55
2017-03-09,125.5
2017-03-10,127.55
2017-03-14,127.2
2017-03-15,126.15
2017-03-16,133.75
2017-03-17,129.3
2017-03-20,129.2
2017-03-21,127.5
2017-03-22,125.7
2017-03-23,128.4
2017-03-24,129.95
2017-03-27,129.9
2017-03-28,129.9
2017-03-29,130.05
2017-03-30,136.0
2017-03-31,154.55
2017-04-03,148.45
2017-04-05,153.8
2017-04-06,152.55
2017-04-07,151.95
2017-04-10,153.1
2017-04-11,152.7
2017-04-12,152.45
2017-04-13,154.0
2017-04-17,152.7
2017-04-18,164.2
2017-04-19,172.95
2017-04-20,170.2
2017-04-21,170.4
2017-04-24,171.1
2017-04-25,179.5
2017-04-26,172.0
2017-04-27,167.3
2017-04-28,163.1
2017-05-02,166.7
2017-05-03,170.4
2017-05-04,167.05
2017-05-05,165.75
2017-05-08,165.0
2017-05-09,164.2
2017-05-10,165.05
2017-05-11,166.95
2017-05-12,162.05
2017-05-15,169.7
2017-05-16,181.1
2017-05-17,178.65
2017-05-18,168.75
2017-05-19,162.25
2017-05-22,159.5
2017-05-23,151.95
2017-05-24,149.05
2017-05-25,154.45
2017-05-26,160.1
2017-05-29,155.9
2017-05-30,152.6
2017-05-31,152.85
2017-06-01,150.1
2017-06-02,150.8
2017-06-05,149.8
2017-06-06,150.9
2017-06-07,175.3
2017-06-08,169.15
2017-06-09,170.9
2017-06-12,162.9
2017-06-13,160.15
2017-06-14,158.05
2017-06-15,160.0
2017-06-16,162.05
2017-06-19,163.25
2017-06-20,163.45
2017-06-21,164.1
2017-06-22,166.5
2017-06-23,163.8
2017-06-27,156.75
2017-06-28,156.1
2017-06-29,157.3
2017-06-30,168.95
2017-07-03,166.2
2017-07-04,164.55
2017-07-05,166.0
2017-07-06,165.3
2017-07-07,173.6
2017-07-10,169.95
2017-07-11,165.9
2017-07-12,170.6
2017-07-13,167.85
2017-07-14,166.0
2017-07-17,165.3
2017-07-18,165.2
2017-07-19,163.55
2017-07-20,164.3
2017-07-21,162.05
2017-07-24,163.8
2017-07-25,163.1
2017-07-26,162.8
2017-07-27,161.7
2017-07-28,159.55
2017-07-31,163.25
2017-08-01,166.55
2017-08-02,168.55
2017-08-03,165.55
2017-08-04,165.0
2017-08-07,164.05
2017-08-08,163.0
2017-08-09,162.05
2017-08-10,160.45
2017-08-11,159.15
2017-08-14,160.85
2017-08-16,159.35
2017-08-17,162.15
2017-08-18,161.05
2017-08-21,157.85
2017-08-22,151.8
2017-08-23,156.15
2017-08-24,155.85
2017-08-28,153.95
2017-08-29,151.4
2017-08-30,154.8
2017-08-31,153.95
2017-09-01,153.0
2017-09-04,154.55
2017-09-05,152.35
2017-09-06,153.1
2017-09-07,152.75
2017-09-08,150.2
2017-09-11,154.15
2017-09-12,152.05
2017-09-13,152.05
2017-09-14,153.75
2017-09-15,152.4
2017-09-18,152.9
2017-09-19,160.5
2017-09-20,155.3
2017-09-21,170.0
2017-09-22,161.75
2017-09-25,168.65
2017-09-26,166.7
2017-09-27,170.0
2017-09-28,172.75
2017-09-29,173.0
2017-10-03,188.25
2017-10-04,181.75
2017-10-05,185.0
2017-10-06,183.3
2017-10-09,181.85
2017-10-10,180.25
2017-10-11,173.55
2017-10-12,172.9
2017-10-13,171.1
2017-10-16,172.9
2017-10-17,171.0
2017-10-18,168.8
2017-10-19,168.4
2017-10-23,178.9
2017-10-24,177.35
2017-10-25,175.65
2017-10-26,171.05
2017-10-27,171.25
2017-10-30,171.9
2017-10-31,174.95
2017-11-01,174.75
2017-11-02,168.7
2017-11-03,168.3
2017-11-06,165.5
2017-11-07,162.85
2017-11-08,165.75
2017-11-09,166.4
2017-11-10,164.7
2017-11-13,163.9
2017-11-14,165.2
2017-11-15,165.15
2017-11-16,165.1
2017-11-17,165.75
2017-11-20,166.05
2017-11-21,165.8
2017-11-22,167.9
2017-11-23,169.6
2017-11-24,181.6
2017-11-27,184.45
2017-11-28,187.6
2017-11-29,184.2
2017-11-30,182.85
2017-12-01,176.75
2017-12-04,172.6
2017-12-05,168.55
2017-12-06,166.2
2017-12-07,166.5
2017-12-08,166.5
2017-12-11,164.0
2017-12-12,165.15
2017-12-13,164.45
2017-12-14,168.3
2017-12-15,166.85
2017-12-18,166.1
2017-12-19,167.2
2017-12-20,168.75
2017-12-21,172.1
2017-12-22,171.85
2017-12-26,171.35
2017-12-27,169.05
2017-12-28,180.05
2017-12-29,177.0
