Date,HATSUN
2017-01-02,361.9
2017-01-03,365.35
2017-01-04,366.7
2017-01-05,365.1
2017-01-06,380.1
2017-01-09,382.05
2017-01-10,383.45
2017-01-11,385.3
2017-01-12,393.1
2017-01-13,399.8
2017-01-16,406.4
2017-01-17,400.65
2017-01-18,400.1
2017-01-19,440.05
2017-01-20,437.8
2017-01-23,451.7
2017-01-24,462.95
2017-01-25,450.65
2017-01-27,433.2
2017-01-30,442.85
2017-01-31,448.7
2017-02-01,442.0
2017-02-02,442.75
2017-02-03,440.7
2017-02-06,440.4
2017-02-07,442.2
2017-02-08,442.15
2017-02-09,444.7
2017-02-10,448.05
2017-02-13,448.5
2017-02-14,446.8
2017-02-15,448.1
2017-02-16,445.55
2017-02-17,443.65
2017-02-20,442.7
2017-02-21,445.35
2017-02-22,449.65
2017-02-23,449.4
2017-02-27,459.8
2017-02-28,465.45
2017-03-01,468.85
2017-03-02,464.9
2017-03-03,466.1
2017-03-06,466.95
2017-03-07,479.45
2017-03-08,495.75
2017-03-09,508.95
2017-03-10,505.6
2017-03-14,511.55
2017-03-15,515.15
2017-03-16,518.1
2017-03-17,528.35
2017-03-20,534.9
2017-03-21,525.4
2017-03-22,507.1
2017-03-23,512.35
2017-03-24,511.4
2017-03-27,510.95
2017-03-28,512.05
2017-03-29,515.6
2017-03-30,512.9
2017-03-31,512.55
2017-04-03,517.5
2017-04-05,518.55
2017-04-06,527.1
2017-04-07,535.7
2017-04-10,534.95
2017-04-11,548.7
2017-04-12,549.05
2017-04-13,549.7
2017-04-17,554.85
2017-04-18,554.1
2017-04-19,566.8
2017-04-20,578.75
2017-04-21,579.3
2017-04-24,584.9
2017-04-25,599.3
2017-04-26,623.8
2017-04-27,618.65
2017-04-28,622.4
2017-05-02,606.55
2017-05-03,618.5
2017-05-04,614.45
2017-05-05,610.4
2017-05-08,611.65
2017-05-09,619.05
2017-05-10,611.6
2017-05-11,612.65
2017-05-12,608.3
2017-05-15,614.0
2017-05-16,610.7
2017-05-17,603.4
2017-05-18,589.85
2017-05-19,599.6
2017-05-22,601.95
2017-05-23,602.3
2017-05-24,591.65
2017-05-25,591.15
2017-05-26,585.8
2017-05-29,586.45
2017-05-30,595.35
2017-05-31,584.0
2017-06-01,587.85
2017-06-02,589.05
2017-06-05,582.55
2017-06-06,583.65
2017-06-07,588.1
2017-06-08,584.05
2017-06-09,584.95
2017-06-12,584.65
2017-06-13,584.75
2017-06-14,584.9
2017-06-15,580.35
2017-06-16,580.1
2017-06-19,582.95
2017-06-20,580.1
2017-06-21,580.15
2017-06-22,595.4
2017-06-23,603.3
2017-06-27,603.9
2017-06-28,600.1
2017-06-29,601.15
2017-06-30,596.35
2017-07-03,598.65
2017-07-04,596.6
2017-07-05,606.3
2017-07-06,611.15
2017-07-07,628.35
2017-07-10,637.35
2017-07-11,627.15
2017-07-12,626.9
2017-07-13,649.3
2017-07-14,628.85
2017-07-17,622.65
2017-07-18,616.65
2017-07-19,617.35
2017-07-20,633.6
2017-07-21,629.8
2017-07-24,630.05
2017-07-25,622.15
2017-07-26,615.15
2017-07-27,620.4
2017-07-28,620.1
2017-07-31,625.6
2017-08-01,620.1
2017-08-02,620.0
2017-08-03,620.0
2017-08-04,620.0
2017-08-07,640.15
2017-08-08,638.4
2017-08-09,624.6
2017-08-10,612.75
2017-08-11,633.45
2017-08-14,631.5
2017-08-16,626.2
2017-08-17,633.75
2017-08-18,626.85
2017-08-21,620.15
2017-08-22,633.6
2017-08-23,635.9
2017-08-24,639.9
2017-08-28,639.05
2017-08-29,632.1
2017-08-30,630.45
2017-08-31,638.15
2017-09-01,628.25
2017-09-04,629.0
2017-09-05,630.45
2017-09-06,631.1
2017-09-07,627.95
2017-09-08,629.95
2017-09-11,629.5
2017-09-12,630.7
2017-09-13,633.45
2017-09-14,631.95
2017-09-15,630.05
2017-09-18,635.55
2017-09-19,680.1
2017-09-20,669.3
2017-09-21,660.25
2017-09-22,669.9
2017-09-25,676.75
2017-09-26,678.85
2017-09-27,695.6
2017-09-28,688.4
2017-09-29,695.5
2017-10-03,700.7
2017-10-04,769.05
2017-10-05,745.3
2017-10-06,738.8
2017-10-09,736.2
2017-10-10,729.5
2017-10-11,717.05
2017-10-12,722.0
2017-10-13,706.0
2017-10-16,705.55
2017-10-17,710.8
2017-10-18,700.35
2017-10-19,701.7
2017-10-23,711.65
2017-10-24,717.05
2017-10-25,703.3
2017-10-26,710.6
2017-10-27,711.35
2017-10-30,709.0
2017-10-31,712.85
2017-11-01,715.6
2017-11-02,720.1
2017-11-03,724.25
2017-11-06,730.35
2017-11-07,734.0
2017-11-08,736.35
2017-11-09,744.65
2017-11-10,745.9
2017-11-13,895.05
2017-11-14,883.3
2017-11-15,880.2
2017-11-16,874.8
2017-11-17,869.05
2017-11-20,864.8
2017-11-21,884.35
2017-11-22,872.75
2017-11-23,891.55
2017-11-24,895.25
2017-11-27,872.8
2017-11-28,879.1
2017-11-29,898.25
2017-11-30,891.05
2017-12-01,880.2
2017-12-04,884.9
2017-12-05,875.55
2017-12-06,871.25
2017-12-07,880.15
2017-12-08,875.25
2017-12-11,866.25
2017-12-12,851.1
2017-12-13,832.9
2017-12-14,831.85
2017-12-15,832.45
2017-12-18,836.15
2017-12-19,841.15
2017-12-20,842.05
2017-12-21,846.95
2017-12-22,844.2
2017-12-26,841.8
2017-12-27,837.7
2017-12-28,835.05
2017-12-29,828.4
