Date,TFCILTD
2017-01-02,54.55
2017-01-03,56.5
2017-01-04,56.2
2017-01-05,55.95
2017-01-06,55.5
2017-01-09,55.45
2017-01-10,57.55
2017-01-11,57.95
2017-01-12,56.05
2017-01-13,57.0
2017-01-16,60.0
2017-01-17,60.15
2017-01-18,59.2
2017-01-19,59.45
2017-01-20,57.45
2017-01-23,58.05
2017-01-24,57.95
2017-01-25,58.55
2017-01-27,59.1
2017-01-30,58.0
2017-01-31,56.95
2017-02-01,57.5
2017-02-02,58.1
2017-02-03,59.05
2017-02-06,59.6
2017-02-07,61.7
2017-02-08,60.95
2017-02-09,59.25
2017-02-10,60.6
2017-02-13,59.1
2017-02-14,58.8
2017-02-15,56.85
2017-02-16,57.95
2017-02-17,57.5
2017-02-20,58.4
2017-02-21,58.1
2017-02-22,57.95
2017-02-23,57.5
2017-02-27,56.25
2017-02-28,57.95
2017-03-01,57.6
2017-03-02,57.1
2017-03-03,57.65
2017-03-06,58.8
2017-03-07,57.9
2017-03-08,57.6
2017-03-09,57.0
2017-03-10,56.55
2017-03-14,58.15
2017-03-15,63.75
2017-03-16,67.65
2017-03-17,70.35
2017-03-20,74.65
2017-03-21,79.0
2017-03-22,73.95
2017-03-23,73.7
2017-03-24,72.1
2017-03-27,73.15
2017-03-28,75.05
2017-03-29,79.45
2017-03-30,81.1
2017-03-31,82.2
2017-04-03,83.7
2017-04-05,85.7
2017-04-06,85.9
2017-04-07,84.55
2017-04-10,85.85
2017-04-11,87.45
2017-04-12,84.35
2017-04-13,82.1
2017-04-17,82.2
2017-04-18,80.15
2017-04-19,77.75
2017-04-20,82.15
2017-04-21,83.55
2017-04-24,91.2
2017-04-25,92.3
2017-04-26,88.45
2017-04-27,90.45
2017-04-28,94.2
2017-05-02,99.7
2017-05-03,101.25
2017-05-04,97.1
2017-05-05,97.65
2017-05-08,97.4
2017-05-09,99.45
2017-05-10,99.05
2017-05-11,102.65
2017-05-12,104.75
2017-05-15,114.35
2017-05-16,110.0
2017-05-17,113.8
2017-05-18,111.95
2017-05-19,108.7
2017-05-22,106.95
2017-05-23,97.75
2017-05-24,96.3
2017-05-25,99.25
2017-05-26,101.7
2017-05-29,107.3
2017-05-30,102.4
2017-05-31,102.65
2017-06-01,102.0
2017-06-02,102.3
2017-06-05,101.1
2017-06-06,99.65
2017-06-07,105.4
2017-06-08,106.65
2017-06-09,104.65
2017-06-12,101.3
2017-06-13,103.9
2017-06-14,101.95
2017-06-15,101.2
2017-06-16,99.85
2017-06-19,102.05
2017-06-20,99.95
2017-06-21,101.05
2017-06-22,99.15
2017-06-23,97.85
2017-06-27,95.0
2017-06-28,98.6
2017-06-29,102.1
2017-06-30,99.15
2017-07-03,101.8
2017-07-04,100.9
2017-07-05,106.75
2017-07-06,107.5
2017-07-07,108.9
2017-07-10,107.15
2017-07-11,105.95
2017-07-12,105.65
2017-07-13,104.15
2017-07-14,103.15
2017-07-17,103.65
2017-07-18,102.4
2017-07-19,102.55
2017-07-20,99.95
2017-07-21,104.1
2017-07-24,104.7
2017-07-25,103.95
2017-07-26,101.55
2017-07-27,102.6
2017-07-28,104.25
2017-07-31,106.6
2017-08-01,102.5
2017-08-02,103.05
2017-08-03,101.1
2017-08-04,100.5
2017-08-07,102.95
2017-08-08,100.2
2017-08-09,98.65
2017-08-10,91.9
2017-08-11,93.5
2017-08-14,100.55
2017-08-16,99.7
2017-08-17,99.3
2017-08-18,100.45
2017-08-21,100.45
2017-08-22,98.85
2017-08-23,99.75
2017-08-24,100.3
2017-08-28,115.55
2017-08-29,115.9
2017-08-30,118.7
2017-08-31,118.75
2017-09-01,123.3
2017-09-04,120.2
2017-09-05,124.85
2017-09-06,127.2
2017-09-07,124.25
2017-09-08,126.2
2017-09-11,132.7
2017-09-12,143.05
2017-09-13,140.15
2017-09-14,140.95
2017-09-15,149.4
2017-09-18,152.95
2017-09-19,158.65
2017-09-20,159.7
2017-09-21,170.6
2017-09-22,157.6
2017-09-25,150.45
2017-09-26,152.75
2017-09-27,143.5
2017-09-28,145.3
2017-09-29,142.2
2017-10-03,135.2
2017-10-04,138.75
2017-10-05,142.2
2017-10-06,147.45
2017-10-09,146.95
2017-10-10,144.65
2017-10-11,138.95
2017-10-12,142.4
2017-10-13,140.25
2017-10-16,142.25
2017-10-17,140.85
2017-10-18,141.9
2017-10-19,142.3
2017-10-23,149.4
2017-10-24,149.5
2017-10-25,145.4
2017-10-26,146.05
2017-10-27,144.15
2017-10-30,144.95
2017-10-31,142.85
2017-11-01,144.4
2017-11-02,143.45
2017-11-03,142.4
2017-11-06,142.2
2017-11-07,139.7
2017-11-08,138.2
2017-11-09,138.85
2017-11-10,137.1
2017-11-13,141.4
2017-11-14,137.9
2017-11-15,135.8
2017-11-16,137.8
2017-11-17,137.15
2017-11-20,137.6
2017-11-21,154.45
2017-11-22,162.1
2017-11-23,161.05
2017-11-24,160.2
2017-11-27,163.35
2017-11-28,163.6
2017-11-29,163.85
2017-11-30,161.2
2017-12-01,155.9
2017-12-04,157.35
2017-12-05,157.55
2017-12-06,154.35
2017-12-07,157.1
2017-12-08,159.65
2017-12-11,159.8
2017-12-12,153.75
2017-12-13,153.3
2017-12-14,152.8
2017-12-15,153.3
2017-12-18,159.95
2017-12-19,161.55
2017-12-20,157.0
2017-12-21,159.85
2017-12-22,161.55
2017-12-26,161.6
2017-12-27,158.15
2017-12-28,157.35
2017-12-29,157.05
