Date,LAKSHVILAS
2017-01-02,142.2
2017-01-03,140.15
2017-01-04,139.1
2017-01-05,138.05
2017-01-06,136.55
2017-01-09,135.8
2017-01-10,135.9
2017-01-11,139.6
2017-01-12,137.4
2017-01-13,137.7
2017-01-16,138.0
2017-01-17,138.9
2017-01-18,138.75
2017-01-19,138.35
2017-01-20,138.2
2017-01-23,138.15
2017-01-24,138.3
2017-01-25,138.7
2017-01-27,139.5
2017-01-30,139.75
2017-01-31,139.8
2017-02-01,139.65
2017-02-02,139.95
2017-02-03,139.95
2017-02-06,143.2
2017-02-07,145.0
2017-02-08,151.85
2017-02-09,154.05
2017-02-10,152.65
2017-02-13,152.1
2017-02-14,149.4
2017-02-15,147.05
2017-02-16,150.0
2017-02-17,153.35
2017-02-20,152.75
2017-02-21,154.2
2017-02-22,153.85
2017-02-23,156.55
2017-02-27,159.85
2017-02-28,159.8
2017-03-01,162.95
2017-03-02,161.2
2017-03-03,161.7
2017-03-06,169.15
2017-03-07,167.85
2017-03-08,166.85
2017-03-09,163.7
2017-03-10,165.0
2017-03-14,162.45
2017-03-15,161.95
2017-03-16,161.85
2017-03-17,164.8
2017-03-20,164.7
2017-03-21,167.6
2017-03-22,164.05
2017-03-23,164.65
2017-03-24,164.5
2017-03-27,166.05
2017-03-28,163.15
2017-03-29,159.55
2017-03-30,160.55
2017-03-31,166.4
2017-04-03,168.6
2017-04-05,171.85
2017-04-06,170.65
2017-04-07,166.5
2017-04-10,166.8
2017-04-11,171.6
2017-04-12,174.25
2017-04-13,170.9
2017-04-17,172.05
2017-04-18,170.4
2017-04-19,171.85
2017-04-20,178.7
2017-04-21,187.5
2017-04-24,191.2
2017-04-25,198.3
2017-04-26,195.5
2017-04-27,180.3
2017-04-28,185.0
2017-05-02,180.8
2017-05-03,180.25
2017-05-04,179.5
2017-05-05,178.95
2017-05-08,181.95
2017-05-09,182.25
2017-05-10,180.7
2017-05-11,185.6
2017-05-12,186.25
2017-05-15,190.05
2017-05-16,191.2
2017-05-17,188.95
2017-05-18,186.2
2017-05-19,184.85
2017-05-22,183.85
2017-05-23,182.05
2017-05-24,182.15
2017-05-25,183.6
2017-05-26,182.9
2017-05-29,183.6
2017-05-30,189.9
2017-05-31,189.7
2017-06-01,188.65
2017-06-02,189.4
2017-06-05,188.85
2017-06-06,189.5
2017-06-07,186.9
2017-06-08,192.2
2017-06-09,194.6
2017-06-12,194.25
2017-06-13,199.55
2017-06-14,195.15
2017-06-15,194.25
2017-06-16,197.8
2017-06-19,197.25
2017-06-20,193.85
2017-06-21,201.95
2017-06-22,200.25
2017-06-23,200.4
2017-06-27,201.45
2017-06-28,197.45
2017-06-29,198.95
2017-06-30,199.5
2017-07-03,202.8
2017-07-04,206.65
2017-07-05,207.55
2017-07-06,204.95
2017-07-07,202.95
2017-07-10,204.6
2017-07-11,206.55
2017-07-12,203.8
2017-07-13,202.5
2017-07-14,201.7
2017-07-17,201.15
2017-07-18,201.25
2017-07-19,201.25
2017-07-20,202.2
2017-07-21,203.7
2017-07-24,198.75
2017-07-25,194.95
2017-07-26,183.35
2017-07-27,183.35
2017-07-28,179.5
2017-07-31,178.45
2017-08-01,180.65
2017-08-02,178.45
2017-08-03,176.95
2017-08-04,177.2
2017-08-07,176.75
2017-08-08,174.45
2017-08-09,177.35
2017-08-10,171.9
2017-08-11,169.95
2017-08-14,170.9
2017-08-16,177.5
2017-08-17,177.65
2017-08-18,178.7
2017-08-21,177.8
2017-08-22,177.9
2017-08-23,175.65
2017-08-24,177.2
2017-08-28,175.25
2017-08-29,174.7
2017-08-30,173.7
2017-08-31,174.0
2017-09-01,173.85
2017-09-04,173.3
2017-09-05,170.7
2017-09-06,168.75
2017-09-07,166.65
2017-09-08,167.9
2017-09-11,164.45
2017-09-12,164.55
2017-09-13,163.95
2017-09-14,162.6
2017-09-15,162.55
2017-09-18,164.8
2017-09-19,170.2
2017-09-20,166.5
2017-09-21,163.8
2017-09-22,154.4
2017-09-25,147.9
2017-09-26,149.85
2017-09-27,146.85
2017-09-28,146.75
2017-09-29,144.95
2017-10-03,143.1
2017-10-04,142.8
2017-10-05,144.25
2017-10-06,146.9
2017-10-09,148.6
2017-10-10,146.4
2017-10-11,140.75
2017-10-12,141.0
2017-10-13,140.2
2017-10-16,143.55
2017-10-17,149.75
2017-10-18,152.2
2017-10-19,153.05
2017-10-23,154.75
2017-10-24,150.3
2017-10-25,155.2
2017-10-26,156.0
2017-10-27,151.55
2017-10-30,150.8
2017-10-31,150.6
2017-11-01,156.05
2017-11-02,155.85
2017-11-03,160.6
2017-11-06,158.35
2017-11-07,154.6
2017-11-08,156.15
2017-11-09,155.85
2017-11-10,156.7
2017-11-13,157.05
2017-11-14,157.25
2017-11-15,153.55
2017-11-16,161.9
2017-11-17,168.0
2017-11-20,172.95
2017-11-21,175.4
2017-11-22,180.4
2017-11-23,185.05
2017-11-24,180.05
2017-11-27,169.45
2017-11-28,166.85
2017-11-29,168.5
2017-11-30,171.0
2017-12-01,170.75
2017-12-04,171.25
2017-12-05,154.05
2017-12-06,150.75
2017-12-07,149.85
2017-12-08,150.1
2017-12-11,148.15
2017-12-12,147.7
2017-12-13,147.6
2017-12-14,148.75
2017-12-15,146.45
2017-12-18,146.6
2017-12-19,150.0
2017-12-20,149.65
2017-12-21,147.8
2017-12-22,147.6
2017-12-26,145.8
2017-12-27,148.85
2017-12-28,150.55
2017-12-29,148.05
