Date,NESTLEIND
2017-01-02,5974.4
2017-01-03,6027.4
2017-01-04,5890.15
2017-01-05,5921.8
2017-01-06,5929.85
2017-01-09,5910.85
2017-01-10,5905.75
2017-01-11,5914.8
2017-01-12,5855.0
2017-01-13,5899.3
2017-01-16,5883.45
2017-01-17,5895.8
2017-01-18,5918.25
2017-01-19,5911.45
2017-01-20,5899.8
2017-01-23,5924.05
2017-01-24,5957.75
2017-01-25,5965.95
2017-01-27,5914.2
2017-01-30,5899.5
2017-01-31,5851.85
2017-02-01,5912.45
2017-02-02,5994.3
2017-02-03,6088.5
2017-02-06,6305.5
2017-02-07,6128.25
2017-02-08,6193.1
2017-02-09,6196.7
2017-02-10,6178.2
2017-02-13,6200.15
2017-02-14,6193.1
2017-02-15,6169.35
2017-02-16,6207.8
2017-02-17,6240.5
2017-02-20,6284.1
2017-02-21,6376.5
2017-02-22,6397.8
2017-02-23,6381.85
2017-02-27,6339.7
2017-02-28,6254.25
2017-03-01,6250.4
2017-03-02,6197.6
2017-03-03,6189.55
2017-03-06,6272.7
2017-03-07,6319.05
2017-03-08,6346.4
2017-03-09,6210.8
2017-03-10,6131.75
2017-03-14,6119.4
2017-03-15,6104.95
2017-03-16,6150.4
2017-03-17,6222.1
2017-03-20,6296.8
2017-03-21,6335.2
2017-03-22,6341.6
2017-03-23,6338.2
2017-03-24,6352.55
2017-03-27,6463.35
2017-03-28,6501.5
2017-03-29,6493.2
2017-03-30,6605.2
2017-03-31,6680.65
2017-04-03,6578.55
2017-04-05,6628.05
2017-04-06,6616.8
2017-04-07,6619.7
2017-04-10,6628.5
2017-04-11,6559.25
2017-04-12,6518.7
2017-04-13,6438.25
2017-04-17,6312.05
2017-04-18,6337.8
2017-04-19,6298.55
2017-04-20,6339.75
2017-04-21,6353.7
2017-04-24,6287.8
2017-04-25,6323.1
2017-04-26,6424.3
2017-04-27,6702.15
2017-04-28,6697.75
2017-05-02,6715.05
2017-05-03,6715.55
2017-05-04,6735.5
2017-05-05,6726.45
2017-05-08,6709.15
2017-05-09,6704.8
2017-05-10,6920.35
2017-05-11,6856.55
2017-05-12,6821.4
2017-05-15,6609.8
2017-05-16,6479.2
2017-05-17,6557.6
2017-05-18,6529.45
2017-05-19,6534.05
2017-05-22,6595.85
2017-05-23,6584.5
2017-05-24,6527.05
2017-05-25,6498.45
2017-05-26,6648.55
2017-05-29,6617.35
2017-05-30,6600.8
2017-05-31,6645.1
2017-06-01,6605.85
2017-06-02,6648.6
2017-06-05,6714.2
2017-06-06,6677.2
2017-06-07,6669.8
2017-06-08,6651.85
2017-06-09,6667.5
2017-06-12,6660.15
2017-06-13,6690.1
2017-06-14,6684.35
2017-06-15,6687.35
2017-06-16,6759.75
2017-06-19,6738.35
2017-06-20,6698.95
2017-06-21,6759.45
2017-06-22,6779.55
2017-06-23,6639.65
2017-06-27,6599.95
2017-06-28,6648.6
2017-06-29,6748.7
2017-06-30,6736.8
2017-07-03,6738.4
2017-07-04,6846.7
2017-07-05,6908.35
2017-07-06,6918.0
2017-07-07,6870.05
2017-07-10,6805.5
2017-07-11,6778.45
2017-07-12,6822.1
2017-07-13,6785.8
2017-07-14,6810.95
2017-07-17,6878.2
2017-07-18,6852.5
2017-07-19,6938.1
2017-07-20,6869.4
