Date,ACC
2017-01-02,1351.9
2017-01-03,1343.55
2017-01-04,1319.4
2017-01-05,1332.85
2017-01-06,1333.9
2017-01-09,1327.85
2017-01-10,1319.6
2017-01-11,1348.7
2017-01-12,1341.6
2017-01-13,1329.5
2017-01-16,1331.0
2017-01-17,1328.9
2017-01-18,1349.7
2017-01-19,1361.05
2017-01-20,1326.45
2017-01-23,1334.7
2017-01-24,1358.6
2017-01-25,1399.4
2017-01-27,1430.65
2017-01-30,1428.4
2017-01-31,1413.5
2017-02-01,1468.55
2017-02-02,1431.85
2017-02-03,1423.9
2017-02-06,1480.15
2017-02-07,1456.2
2017-02-08,1497.1
2017-02-09,1485.5
2017-02-10,1486.95
2017-02-13,1487.55
2017-02-14,1465.55
2017-02-15,1442.9
2017-02-16,1455.85
2017-02-17,1465.7
2017-02-20,1460.65
2017-02-21,1467.45
2017-02-22,1447.6
2017-02-23,1438.1
2017-02-27,1417.5
2017-02-28,1411.5
2017-03-01,1408.95
2017-03-02,1407.85
2017-03-03,1393.7
2017-03-06,1393.45
2017-03-07,1387.35
2017-03-08,1397.95
2017-03-09,1401.95
2017-03-10,1400.0
2017-03-14,1415.4
2017-03-15,1420.4
2017-03-16,1422.0
2017-03-17,1411.5
2017-03-20,1408.7
2017-03-21,1413.05
2017-03-22,1386.4
2017-03-23,1400.75
2017-03-24,1396.45
2017-03-27,1396.8
2017-03-28,1417.2
2017-03-29,1423.35
2017-03-30,1418.95
2017-03-31,1446.05
2017-04-03,1461.95
2017-04-05,1470.2
2017-04-06,1489.75
2017-04-07,1468.1
2017-04-10,1473.8
2017-04-11,1489.9
2017-04-12,1494.55
2017-04-13,1494.15
2017-04-17,1503.2
2017-04-18,1492.85
2017-04-19,1511.35
2017-04-20,1511.05
2017-04-21,1495.45
2017-04-24,1607.0
2017-04-25,1607.3
2017-04-26,1601.6
2017-04-27,1636.0
2017-04-28,1626.55
2017-05-02,1593.05
2017-05-03,1608.55
2017-05-04,1624.05
2017-05-05,1660.15
2017-05-08,1711.25
2017-05-09,1701.2
2017-05-10,1690.35
2017-05-11,1689.3
2017-05-12,1679.85
2017-05-15,1681.9
2017-05-16,1729.65
2017-05-17,1694.05
2017-05-18,1670.4
2017-05-19,1675.4
2017-05-22,1626.85
2017-05-23,1627.5
2017-05-24,1582.95
2017-05-25,1619.7
2017-05-26,1632.35
2017-05-29,1624.4
2017-05-30,1635.15
2017-05-31,1637.05
2017-06-01,1658.1
2017-06-02,1643.0
2017-06-05,1645.7
2017-06-06,1607.0
2017-06-07,1612.15
2017-06-08,1619.05
2017-06-09,1618.75
2017-06-12,1608.5
2017-06-13,1615.8
2017-06-14,1597.9
2017-06-15,1612.1
2017-06-16,1638.6
2017-06-19,1641.6
2017-06-20,1652.65
2017-06-21,1657.7
2017-06-22,1651.0
2017-06-23,1636.7
2017-06-27,1578.55
2017-06-28,1580.05
2017-06-29,1579.95
2017-06-30,1568.05
2017-07-03,1587.6
2017-07-04,1580.65
2017-07-05,1594.45
2017-07-06,1611.65
2017-07-07,1609.35
2017-07-10,1628.1
2017-07-11,1650.8
2017-07-12,1705.95
2017-07-13,1703.55
2017-07-14,1755.1
2017-07-17,1747.4
2017-07-18,1759.5
2017-07-19,1734.6
2017-07-20,1712.0
2017-07-21,1708.6
2017-07-24,1724.85
2017-07-25,1726.1
2017-07-26,1706.35
2017-07-27,1732.0
2017-07-28,1731.2
2017-07-31,1733.2
2017-08-01,1737.75
2017-08-02,1772.1
2017-08-03,1810.6
2017-08-04,1813.35
2017-08-07,1817.35
2017-08-08,1812.15
2017-08-09,1819.5
2017-08-10,1776.7
2017-08-11,1760.55
2017-08-14,1784.8
2017-08-16,1811.2
2017-08-17,1780.1
2017-08-18,1794.3
2017-08-21,1792.6
2017-08-22,1789.3
2017-08-23,1801.9
2017-08-24,1781.5
2017-08-28,1815.7
2017-08-29,1801.5
2017-08-30,1811.2
2017-08-31,1800.25
2017-09-01,1818.05
2017-09-04,1771.1
2017-09-05,1804.95
2017-09-06,1807.1
2017-09-07,1786.75
2017-09-08,1791.25
2017-09-11,1797.55
2017-09-12,1851.25
2017-09-13,1843.75
2017-09-14,1844.85
2017-09-15,1820.7
2017-09-18,1825.85
2017-09-19,1817.2
2017-09-20,1786.05
2017-09-21,1749.8
2017-09-22,1688.3
2017-09-25,1632.65
2017-09-26,1632.1
2017-09-27,1589.75
2017-09-28,1645.85
2017-09-29,1656.9
2017-10-03,1647.15
2017-10-04,1651.05
2017-10-05,1700.15
2017-10-06,1739.6
2017-10-09,1728.15
2017-10-10,1734.05
2017-10-11,1715.45
2017-10-12,1741.05
2017-10-13,1770.05
2017-10-16,1789.7
2017-10-17,1792.5
2017-10-18,1783.75
2017-10-19,1765.15
2017-10-23,1781.0
2017-10-24,1777.7
2017-10-25,1801.2
2017-10-26,1782.45
2017-10-27,1783.15
2017-10-30,1819.55
2017-10-31,1809.5
2017-11-01,1823.35
2017-11-02,1799.4
2017-11-03,1805.2
2017-11-06,1803.7
2017-11-07,1790.0
2017-11-08,1787.8
2017-11-09,1760.6
2017-11-10,1754.3
2017-11-13,1756.75
2017-11-14,1743.05
2017-11-15,1770.85
2017-11-16,1795.65
2017-11-17,1763.05
2017-11-20,1707.05
2017-11-21,1705.3
2017-11-22,1722.25
2017-11-23,1712.25
2017-11-24,1697.7
2017-11-27,1693.3
2017-11-28,1681.25
2017-11-29,1682.5
2017-11-30,1667.9
2017-12-01,1676.65
2017-12-04,1694.05
2017-12-05,1698.2
2017-12-06,1690.1
2017-12-07,1703.45
2017-12-08,1746.95
2017-12-11,1732.8
2017-12-12,1710.25
2017-12-13,1706.0
2017-12-14,1688.2
2017-12-15,1696.5
2017-12-18,1696.85
2017-12-19,1730.3
2017-12-20,1727.2
2017-12-21,1738.85
2017-12-22,1721.65
2017-12-26,1742.1
2017-12-27,1735.8
2017-12-28,1748.65
2017-12-29,1758.4
